en,de,position,score,rel_score,ratio_score,index,correctness,freqs
autobiography,autobiografien,2,0.7721162517934819,0.0846891659089283,0.9011570606824256,6609,no,24649
geological,geologisches,4,0.7800461507601592,0.1046051649722689,0.8817554859050164,6183,no,35650
heir,zweitgeborener,2,0.7404101550832984,0.0166720893185344,0.9779784964687596,6274,no,34885
pack,dlc,2,0.5045188390746682,0.1745678465549716,0.7429373152955948,5783,no,429780
halifax,kingston,2,0.6498196547450867,0.15229900123252,0.8101290873893203,6398,no,2858
suspension,stoßdämpfern,9,0.4809764269547212,0.0796375261797023,0.8579458721381361,5739,no,159441
tune,lied,3,0.6689516304071839,0.0868751620531176,0.8850594303883709,6782,no,197728
curriculum,lehrplan,0,0.8077677745740585,0.0,1.0,6045,yes,234314
sending,losgeschickt,5,0.6636699327246847,0.0882892582584053,0.8825876998152273,5765,no,400733
mainland,festland,0,0.8050910945128447,0.0,1.0,5595,yes,64551
wrestler,boxtrainer,9,0.6387153000910859,0.1226227921073859,0.8389377947013065,6122,no,16374
deliver,bereitzuhalten,0,0.6290588848710532,0.0,1.0,6666,no,709685
blogs,websiten,6,0.6883022255892672,0.1686629070155535,0.8031857999836145,6887,no,361395
protocol,zusatzprotokoll,5,0.6257167640000756,0.1599472551521279,0.7964177418679244,5517,no,174112
footage,filmaufnahme,4,0.7206977124456546,0.052070056216225,0.932618752582824,5911,no,145412
assists,scorerpunkt,3,0.562985126402543,0.0789515149612114,0.877010424590371,5871,no,165616
cameras,digitalkameras,6,0.7455082307763476,0.1322158241820147,0.849365158178003,7013,yes,310539
confusing,missverständlichen,6,0.7460383070953849,0.1165403649502618,0.864893059929385,6374,no,152052
stevens,clark,4,0.6834506759861239,0.0505396505797053,0.931143982760415,5578,no,2956
honest,ehrlichgesagt,8,0.6492708229625888,0.1150269359167112,0.849499838799244,6685,no,443985
trails,wanderwege,0,0.7907300185941455,0.0,1.0,6937,yes,153999
mcdonald,mcdonalds,1,0.6464826198286135,0.2049896054000014,0.7592527397532397,6329,no,1663
witness,zeugenaussagen,7,0.6440284708936298,0.0954183122717852,0.8709598656128847,5840,no,255389
dancer,balletttänzerin,1,0.8023414277743051,0.0399422203770305,0.9525786586683752,5479,no,54144
boeing,verkehrsflugzeugen,4,0.7605350631271997,0.1328957467945786,0.8512523350227715,6635,no,2189
mph,höchstgeschwindigkeit,7,0.6774636776474912,0.130901692701965,0.8380661795972577,5793,no,107262
charleston,savannah,6,0.672705389863254,0.1312581882577375,0.8367361509528682,6745,no,8332
kyle,greg,2,0.6326428291047286,0.0813925586230621,0.8860104694781722,6342,no,2976
agrees,ablehnt,9,0.7272254688114586,0.053918333699729,0.930975150124222,6298,no,118945
canterbury,westminster,5,0.6156102356443511,0.2099066873798416,0.7457269723667553,5941,no,987
regiments,kavallerieregiments,8,0.8104246826119703,0.0934970350261592,0.896565119299867,6469,no,14610
assists,assist,7,0.5469724842999943,0.09496415706376,0.8520661527249564,5871,no,165616
stretch,erstreckenden,8,0.5624946643536345,0.0375935064319662,0.9373533619522094,6426,no,309489
presenter,fernsehjournalist,8,0.7292605986204129,0.0661967952184489,0.9167814697164552,6323,no,41622
telegraph,times,9,0.5703508212507108,0.23959159007185,0.7041868820270577,6056,no,17569
julia,claudia,8,0.6510823519326361,0.1328973428317854,0.8304836927291595,5861,no,2553
mechanics,mathematischen,9,0.6198034091148371,0.1671525748483554,0.7875960304583267,5907,no,100360
incomplete,lückenhaft,8,0.5691704670740205,0.2182466450735731,0.7228322299494744,6246,yes,78064
centres,einrichtungen,4,0.5830447416206737,0.1661761845378637,0.778201357255336,5680,no,151535
settings,konfigurationen,4,0.5373312122184466,0.0695735636949892,0.8853632951062612,6760,no,394666
disorder,symptomen,8,0.675526986243149,0.0541754648715873,0.9257567727930396,5492,no,304085
cameras,fotokamera,7,0.7441996808543356,0.1335243741040267,0.8478743138578322,7013,no,310539
squadrons,schwadronen,9,0.6938259288684748,0.0600253658657629,0.920375057673776,6789,no,6859
civic,städtischer,2,0.5291721049608953,0.0433035257901015,0.924357433811996,5435,no,83532
wet,feuchter,7,0.6650728217591967,0.0613519870075834,0.915542549941627,5856,no,341579
barrier,ungehindert,5,0.51205256269185,0.2225135296836911,0.6970816758447206,6982,no,147355
andré,andré,0,0.7872598616564455,0.0,1.0,5874,yes,0
rescued,entkommen,1,0.6956817501723019,0.1338732532860103,0.838620401627488,6011,no,59230
uruguay,chile,4,0.7744957050670143,0.1029668523847652,0.882653850571369,6257,no,659
deceased,sterblichen,7,0.580855038674742,0.2068959644303859,0.7373586785483598,6242,no,91387
derek,kevin,3,0.6589997069394269,0.0682498110056153,0.9061535149607718,6573,no,2146
ethiopia,eritreas,5,0.7162327236533186,0.1471708573580445,0.8295456949742398,6601,no,1566
commands,commands,7,0.622304048634954,0.1266573224775873,0.8308893791285327,6491,no,151670
investors,investoren,0,0.8768907299618423,0.0,1.0,6824,yes,520687
motto,devise,2,0.7023415325761002,0.0494946027341129,0.9341683640761812,6914,yes,50679
neat,hinbekommt,2,0.5226106271887004,0.0131219222937418,0.975506580090348,5732,no,132934
sailing,segelbooten,6,0.7413150696540882,0.0811421415617916,0.9013418078712748,5465,no,115422
wording,umformulierungen,4,0.7206486886374208,0.0478189877124533,0.9377735860803053,6002,no,55463
likes,angetan,7,0.5514210680233838,0.059068142885778,0.9032445752844482,6921,no,408795
triangle,gleichschenkligen,9,0.4990682512038518,0.1663824964177078,0.7499702314372796,6093,no,59398
enrolled,studium,3,0.7262979680989297,0.0145576642927238,0.9803502009619224,6247,no,122426
andré,fernand,4,0.6698519437879145,0.117407917868531,0.8508651036501503,5874,no,0
tasmania,australiens,4,0.747712622722362,0.0739220993648188,0.9100304583318533,6252,no,932
boom,boom,0,0.7576988678319059,0.0,1.0,6505,yes,114183
georgian,abchasische,5,0.627854089804911,0.0927323088464625,0.8713099372677344,5716,no,633
reconstruction,wiederaufbaus,3,0.6605215586060162,0.0885007244216766,0.8818450045785826,5769,no,78398
remembered,bewunderten,8,0.5836438737406829,0.0695199472080018,0.8935643019740012,6030,no,189553
pushed,vorgerückt,8,0.6090037158579706,0.0466912276340696,0.9287912342507848,5991,no,278522
ambassadors,gesandte,2,0.6015377943364693,0.0637946460000975,0.9041161348335484,5677,no,23830
portions,teile,0,0.7486787168953934,0.0,1.0,6006,yes,142431
destination,reiseziele,1,0.6541304939269363,0.0718867006748789,0.9009848510346848,5691,no,393635
alpine,skisport,8,0.5919846210315813,0.1939123001165816,0.7532598806554888,5645,no,23242
recall,wusste,8,0.5235883104819081,0.0808607751719548,0.8662240094474066,5813,no,275207
plymouth,portsmouth,2,0.7312363386445626,0.0864145679419511,0.8943136156936337,6161,no,2021
hearts,herzen,1,0.5641605814440258,0.0808965937054618,0.874590041283217,6230,yes,273272
kenny,joe,5,0.6987046497900902,0.0630272604553277,0.9172579491450984,6362,no,3023
lithuania,lettlands,7,0.7067457454349221,0.1697892487708568,0.8062949569689439,5495,no,494
rivalry,erzrivalen,8,0.5697131766171138,0.2411849053484541,0.7025706303758463,6654,no,40461
catalog,kataloge,2,0.6878198608349615,0.0614111134895416,0.9180344705517426,6166,yes,110791
intelligent,denkende,5,0.6104821780115164,0.2451551975177401,0.7134823646920533,6531,no,246932
rotation,rotationsgeschwindigkeit,8,0.6070353232743879,0.1573711838177809,0.7941263158310532,6689,no,112783
crashed,abgestürzt,9,0.6872279351157626,0.1212716227547094,0.8500040951486356,6775,yes,68819
tobacco,spirituosen,7,0.5724144411541885,0.2434185713572449,0.7016318687473638,6534,no,212721
rap,rappers,8,0.6978978694396623,0.1810507103287446,0.794014445786522,6495,no,69727
scholarly,fachwissenschaft,6,0.7255868340469346,0.0545878154293598,0.930031287909697,5988,no,58349
listen,hört,5,0.6624456371819527,0.1274290604337655,0.8386718034918482,6016,yes,625063
albany,haven,1,0.6367938560120274,0.1412588145476143,0.8184456915416678,6189,no,3064
tomb,grab,0,0.7982805927259115,0.0,1.0,5582,yes,48227
breed,pferderassen,4,0.6817659625219481,0.0302032463880794,0.9575778755456034,6261,no,173187
crazy,verknallt,8,0.5552732600431592,0.1645441501816215,0.7714084879799746,5839,no,425394
chicken,huhn,0,0.6796540002758584,0.0,1.0,6417,yes,338089
module,module,2,0.7189159803992029,0.0898020344342731,0.8889575441784064,6487,yes,233073
vector,nullvektor,6,0.6849659022337914,0.1472389171313252,0.8230737028852432,5442,no,66100
kazakhstan,kasachstans,1,0.8138721118146586,0.0567878018174425,0.9347761382736196,6953,no,727
simultaneously,gleichzeitig,0,0.7389693228872937,0.0,1.0,5422,yes,200680
connor,farrell,9,0.6892098909326568,0.1207248073935426,0.8509450111928394,6074,no,1107
harmony,harmonische,8,0.5210800369089925,0.1792296383848245,0.7440708807719554,6803,no,132933
myspace,blog,9,0.599776392914539,0.2430722214598883,0.711606310653664,6066,no,40138
fbi,ermittlungsbehörden,3,0.6732522346760121,0.1767265626964859,0.7920812104457277,6454,no,4093
franco,roberto,8,0.5622962089305737,0.1667532692326074,0.7712730421908572,5978,no,1134
remarkable,erstaunlichen,6,0.7645477608406466,0.0653404032463162,0.921266013815002,7007,no,289856
divorce,eheschließung,1,0.7470355195190195,0.1086097801914171,0.8730668184256113,6512,no,266134
sebastian,sebastians,1,0.5884355104114622,0.176533688344651,0.7692277171006289,6699,no,1725
holes,kugeln,7,0.5289698083469715,0.2500399147898092,0.67902850585357,6872,no,270893
doctrine,rechtfertigungslehre,1,0.6923471760783787,0.0239363930100022,0.966582518372624,5658,no,162760
prof,universitätsprofessoren,8,0.624687604836099,0.1756294341578625,0.7805501749923536,6959,no,7257
dissolved,ausgetreten,7,0.5804277918710543,0.1722808783978776,0.7711187804754206,6061,no,54554
arrive,angekommen,2,0.7280786924363092,0.0323344644547121,0.9574777682872916,5814,no,373596
flags,gehisst,8,0.6191685219082643,0.1931994084270413,0.7621774552975054,6602,no,88421
expanding,expandieren,6,0.6514048139574895,0.0449544417692461,0.9354436070181466,5574,yes,233267
lucy,rebecca,6,0.7000084960177952,0.0567296212898704,0.9250340111164164,6174,no,4034
equity,risikokapital,8,0.6788025366603004,0.0837832279482811,0.8901327144609298,6821,no,432799
bomber,jagdbomber,2,0.7493243234196367,0.071381005862898,0.9130248052302772,6071,no,28362
armament,geschütze,7,0.6990726139097265,0.1188013201583613,0.8547437261297154,6981,no,5492
appeals,gerichtshofes,9,0.6762070433065122,0.0712799349333757,0.9046405663129824,5570,no,114590
patron,förderer,7,0.6165151371415877,0.1514611795868977,0.8027788405870253,6490,no,47895
auxiliary,hilfsdienst,8,0.4273782989343244,0.1433207998578494,0.7488680108989603,6262,no,31278
quarterback,footballspieler,8,0.7148014074627147,0.086072345585288,0.8925269491505872,5943,no,88293
inherited,vererbte,2,0.7711679043502255,0.0089732352105889,0.9884979335718144,5459,no,83059
relay,olympischen,8,0.558503381177557,0.0812488186893796,0.872999547783847,5855,no,61979
julie,juliette,7,0.6961129980898471,0.0993654247019623,0.8750872156239894,6453,no,2984
planets,planetensystem,5,0.7468949852438423,0.0899833723239685,0.8924773576586639,5958,no,87925
gathering,versammelte,3,0.6127277405817657,0.0698353204920778,0.8976866395579489,6244,no,256458
confirm,verifizierte,3,0.7077041492102776,0.1416254143035178,0.8332503419313539,6260,no,236654
morocco,marokko,0,0.8883589243908203,0.0,1.0,5611,yes,2393
revolt,aufstandes,6,0.7779841687153161,0.072536252777101,0.9147154483959116,6820,no,34363
nineteenth,jahrhunderts,0,0.7847829962126398,0.0,1.0,6332,no,45130
rod,macpherson,9,0.4229153174546509,0.0582522501491324,0.8789356264404333,6022,no,113157
marble,marmorplatte,7,0.7472738947401188,0.0848949970466289,0.8979834527768142,6901,no,78932
victories,siegreich,5,0.6897856305277752,0.0498218315013523,0.932637467766124,6232,no,60590
thames,tyne,5,0.5646963866465169,0.2254411634773742,0.7146811166713621,6951,no,877
sad,trauriges,3,0.5801524027541194,0.0469262284502993,0.9251669150961674,6829,no,358106
teen,teenagers,2,0.6707681342912308,0.0285666867559775,0.9591516310982474,6069,no,200462
hurt,befürchtet,9,0.6027728341455458,0.0346138607089951,0.9456940959257168,6363,no,496153
craft,segelboote,3,0.5077554703692596,0.0056861241639666,0.988925470346562,5439,no,246536
mansion,anwesens,4,0.7007462827630657,0.0322172339874359,0.9560452420193206,5700,no,48397
negotiations,waffenstillstandsverhandlungen,2,0.7997056148765429,0.0895284190862439,0.8993196215317254,5602,no,192398
locality,typuslokalität,4,0.5032846525465227,0.015107589328875,0.9708568375286252,6899,no,36077
bars,bars,0,0.5638378590347288,0.0,1.0,5564,yes,313990
highland,woodlands,8,0.4966978191415466,0.2246830345445872,0.6885375687523518,6787,no,7166
agrees,verspricht,2,0.7773179590629282,0.0038258434482594,0.9951022546220551,6298,no,118945
maintains,übernimmt,5,0.5374210214386341,0.1464473544002968,0.7858544720383603,6449,no,142165
lighthouse,leuchtturmwärter,4,0.6846024099811623,0.1552984382111117,0.8150990815816391,6785,no,21648
abilities,fertigkeit,4,0.638114278612084,0.2494606182328065,0.7189413320277789,5485,no,284599
gibson,stewart,9,0.6371473746511105,0.1036961958367851,0.8600295663381486,6001,no,2531
advisor,berater,0,0.8510300757342201,0.0,1.0,6275,yes,145984
barnes,richardson,2,0.6629531007807999,0.0341257962488168,0.9510445712899456,6704,no,3001
cardiff,swansea,6,0.7296544224736624,0.0919292594462396,0.8881072476617153,5701,no,1622
kosovo,herzegowina,6,0.7714508989585602,0.0790777833498513,0.9070251421325062,6694,no,455
offense,ungeahndet,5,0.582395332205643,0.02099244391247,0.9652090334883404,6702,no,215964
moses,ezechiel,7,0.5840056008925751,0.1977021846291471,0.7470894005524097,6812,no,2513
boxer,profiboxer,2,0.7369581307959425,0.0962245299446565,0.8845096825957413,6622,no,27671
aggressive,aggressiven,2,0.833109712840881,0.0219302736616181,0.9743517566338354,6451,yes,250253
lat,lat,0,0.4915010777730781,0.0,1.0,6116,yes,7774
costume,kostümbild,4,0.6399261982483411,0.2189126730714351,0.745106235428035,7001,no,185308
abilities,geschicklichkeit,8,0.6088344067067053,0.2787404901381852,0.6859527110004588,5485,no,284599
franz,josef,5,0.6192858645053707,0.1151153850738617,0.8432527380096154,5430,no,498
pale,gelblichen,3,0.7343474071996106,0.0069955466791374,0.9905636835926794,6234,no,104942
thesis,dissertationsschrift,2,0.781377952283169,0.0447039918378366,0.9458843131047924,6026,no,119092
locality,verwaltungsbezirk,5,0.5024219855311551,0.0159702563442425,0.9691927173013496,6899,no,36077
circular,halbkreisförmigen,3,0.710026606230526,0.039748526327608,0.9469860700874524,5904,no,101655
quest,abenteuers,1,0.5897281507896311,0.0691698558254155,0.895021907592707,6073,no,180078
striking,hervorstechende,9,0.4864908730073925,0.0333307522526754,0.9358804046753538,6428,no,180227
fluid,fluiden,4,0.6778600623024109,0.0646372036998365,0.9129462064582998,6099,no,225545
wording,ausformulierung,5,0.7152498083425791,0.053217868007295,0.9307480722415375,6002,no,55463
churchill,eisenhower,8,0.5431814011146666,0.2954922038106115,0.6476672187186117,6945,no,2825
nacional,sociedad,6,0.7210714996540982,0.1698309091752373,0.8093720395274284,6036,no,426
marsh,sumpf,6,0.4636914336958223,0.1260480729523989,0.7862648312832357,6286,yes,17766
conducting,konzertierten,4,0.5653618966585885,0.0291493570672012,0.9509692089350322,6682,no,163817
nat,comp,1,0.4096204365146988,0.2179011659575437,0.6527591000866265,6893,no,6165
arctic,arktischer,3,0.7810130109507709,0.0534522467468344,0.9359443113373996,6219,no,17087
americas,amerikas,9,0.6853769492988803,0.0612191445869555,0.9180023240299504,6560,no,5947
nominee,nominiert,2,0.6865518535536482,0.0331715897525726,0.953910644343901,6227,no,51365
travelled,bereiste,2,0.7703909038630461,0.0873856283232801,0.8981254149020036,5877,no,71734
cleaned,entrümpelt,2,0.6581723308447149,0.0152835984627632,0.9773057184625584,6535,no,148462
unused,verwaist,8,0.4950090594380177,0.117656154480453,0.807960119478711,6718,no,59608
barrier,barriere,0,0.734566092375541,0.0,1.0,6982,yes,147355
anthology,kurzgeschichte,6,0.6871735369638827,0.1322636669873473,0.838592064956793,6181,no,27412
lecture,gastvorlesungen,4,0.6704048660253793,0.0794877997946349,0.8940010972000715,6480,no,143071
westminster,marylebone,6,0.5896892142895829,0.2373056892023706,0.713050602609089,5606,no,6428
henri,fernand,5,0.6995713969165677,0.127766185258154,0.8455694652208224,5858,no,666
yang,huang,3,0.7575036096375583,0.087269377334811,0.8966948769898754,5580,no,17370
assertion,behauptung,0,0.8247704871762771,0.0,1.0,5761,yes,65575
interpreted,interpretieren,1,0.7568312895819764,0.0484976431480894,0.9397790875540974,6302,no,94172
malcolm,graham,9,0.6129969710308554,0.1839394556804625,0.7691918081351642,6383,no,1247
burton,crowell,9,0.6200739076653863,0.1024185314720573,0.8582427636276291,6312,no,2905
patrolling,vandalismusbekämpfung,5,0.5201800641652949,0.1170440740115336,0.8163219705606097,6501,no,12092
lawsuit,verklagt,3,0.7637726100625605,0.0264662798853901,0.966508507462682,6880,no,182626
proximity,entfernten,7,0.5160766500904568,0.1063115077849541,0.829187772229054,6978,no,102062
investors,investorengruppe,6,0.7144299085601584,0.1624608214016838,0.8147308258022601,6824,no,520687
timber,holzschindeln,3,0.6137246935326381,0.0757605412152515,0.8901201397837716,5488,no,102271
emerging,innovativen,7,0.52585917716654,0.124988298126252,0.8079606929872096,6003,no,283499
strikes,bombardieren,3,0.5568264740078694,0.0206266911470442,0.9642798890166084,5768,no,145760
terminology,fachbegriffen,5,0.71919341908287,0.0314289322739833,0.9581295011836894,6614,no,74937
dialect,dialekts,3,0.8585681557386323,0.0318322013537704,0.9642495635809062,5852,no,28135
realize,wahrhaben,2,0.7111888491989553,0.0045241014538294,0.9936788883731904,5599,no,808852
ritual,rituals,6,0.778334765001468,0.0560790146660716,0.93279231955108,6898,no,103185
nominee,nominieren,4,0.6317453536520845,0.0879780896541363,0.8777612561152822,6227,no,51365
alias,pseudonym,1,0.5134392965170849,0.0821475879085217,0.8620728728978877,6929,yes,24360
surely,wirklich,0,0.841452612580708,0.0,1.0,6019,no,429356
exhibit,ausstellungsbereich,2,0.6261119856034499,0.0477534749759501,0.9291350013177838,5792,no,215828
harmony,harmonieren,3,0.559526896758158,0.140782778535659,0.7989706789691386,6803,no,132933
nose,rumpf,6,0.5840838375654922,0.1697064438802897,0.7748625207069664,6388,no,305043
brien,donnell,1,0.7432580437269763,0.0730731417794836,0.9104859117514316,6106,no,814
duchy,herzogtums,1,0.8100260394170274,0.0085103944389255,0.989602913093514,5944,no,1402
circles,zirkels,4,0.5648437011159262,0.1427128345519164,0.798301863727096,6583,no,160387
pack,trucker,6,0.4516625951247837,0.2274240905048561,0.6651030047894524,5783,no,429780
probability,wahrscheinlichkeit,4,0.7533687668504906,0.0338117344614711,0.957047037617016,5835,yes,175103
clause,kündigungsrecht,8,0.5815165007055365,0.1424876064383282,0.8031950302044144,6746,no,105152
identifying,identifizierbar,6,0.6602404889599633,0.1126007954392325,0.854302820369168,6920,no,194199
executives,geschäftsleiter,4,0.5910156701298626,0.1134895736892884,0.8389088304381427,6519,no,186995
deliver,bereitstehen,3,0.5952167571693683,0.0338421277016849,0.9462019716824728,6666,no,709685
aftermath,katastrophale,8,0.6019468109567585,0.0509834275356861,0.9219159650908462,6876,no,60640
targeted,gezielte,2,0.6247251659196309,0.0624249597445321,0.909153826197448,6466,yes,347475
redundant,redundanter,3,0.6704724665661134,0.0695036445831874,0.9060731237995816,5414,no,52514
activated,aktiviert,0,0.742305617232933,0.0,1.0,6700,yes,95196
logos,schriftzüge,4,0.544863085076765,0.2240745815159875,0.7085920078426036,6381,no,64607
pub,stammkneipe,6,0.4728596896239744,0.2253920499969922,0.6772051722787797,6403,no,103484
conferences,vorträge,8,0.7147021722860725,0.1595142401772452,0.8175346082467441,5837,yes,169878
goddess,schutzgöttin,8,0.7508007160137378,0.1263880763043102,0.8559169047630912,6434,no,55927
moments,überraschungen,7,0.587116376793516,0.1958638648790253,0.7498482663360237,6461,no,401837
legends,legendären,5,0.5732949801861315,0.2499859095093003,0.6963540480068944,6152,no,57188
proceedings,gerichtliche,8,0.5389727848724455,0.0225264693097096,0.9598815686006202,5722,no,172239
sabha,rajya,1,0.6648456436945569,0.0399470678124311,0.9433208273010992,5528,no,505
fernando,fernando,0,0.8243948722206856,0.0,1.0,5424,yes,1904
mit,dfg,4,0.488938526666677,0.0348097025192769,0.9335373361101752,5999,no,10874
witch,hexenjäger,3,0.6580315888312942,0.1088777017589011,0.8580305349083575,6545,no,52971
rebels,aufständischer,4,0.6892243124470295,0.1329044039667544,0.838341124311412,5640,no,51578
vale,cardiff,6,0.5115841692009924,0.2305255714710562,0.689364579337964,6729,no,4054
proven,bewiesene,5,0.668393867514494,0.0820613521716273,0.8906512340523801,5976,no,487133
tribal,stammesgruppen,7,0.5946094220917454,0.0740869721663649,0.8892068615854266,5980,no,99559
inland,küstenbereich,3,0.7023968144038495,0.0218499116317498,0.9698308451439572,6930,no,46861
aboard,expeditionsschiff,4,0.6926608161517092,0.131978061165076,0.8399565375882992,5614,no,160160
payment,barzahlung,4,0.7863447444712004,0.0649770401884259,0.9236751116213888,5787,no,1083253
instances,auslassungen,8,0.5838670310284148,0.1112762326001023,0.8399233101688114,6110,no,282587
wording,formulierst,9,0.6704048118148296,0.0980628645350445,0.8723916860097084,6002,no,55463
metre,weitsprung,2,0.5744129221772145,0.1885376274955915,0.7528835550659915,5895,no,34581
survival,survival,8,0.5489261034317078,0.1735101462082331,0.7598263565889588,5823,no,249337
shelter,unterkunft,0,0.6556945967949687,0.0,1.0,6762,no,188545
suite,suites,1,0.6593935467509856,0.0995007240130433,0.8688872378587476,5880,no,186778
stolen,entwendeten,4,0.7885647086757356,0.0635520291797019,0.9254186353155716,5933,no,182823
derek,randy,4,0.6574076102218027,0.0698419077232395,0.90396431211039,6573,no,2146
alexandria,kairo,4,0.5928636611366165,0.2654061277144472,0.6907660840890866,6543,no,7066
memories,miterleben,8,0.5914373013406602,0.1817458728695404,0.7649381428208236,6178,no,305843
ignore,überdenken,9,0.7230626034776066,0.1890752224480286,0.7927120035218849,6191,no,268802
observer,beobachtenden,7,0.5152005651073184,0.2702074161668846,0.6559655330615372,6119,no,57335
edu,//www,9,0.5173122090617401,0.1462116498839245,0.7796437190423657,6136,no,46819
solomon,ephraim,9,0.5058037029271869,0.179169672854296,0.7384282671572713,5681,no,1202
jumping,klettern,8,0.5774799278833975,0.1306972065686055,0.815445599398319,6958,no,152327
temples,haupttempel,5,0.7484398792415234,0.1025506602608986,0.8794925965676886,5702,no,72570
fortress,festung,0,0.8106197133090862,0.0,1.0,5617,yes,32556
uncertain,wahrscheinlicher,5,0.6657487108010689,0.1160889446047452,0.8515178390269664,6850,no,110198
complaints,entschuldigungen,2,0.6869746350227797,0.0227010654804968,0.9680120575293784,6086,no,241048
pregnant,hochschwangere,3,0.7675325946011446,0.12211257874624,0.862740132353241,6768,no,379625
criterion,kriterien,2,0.7171210773841447,0.0518437660265768,0.9325797967607656,5921,no,40529
fed,gespeisten,6,0.5181969969798229,0.0457924396567209,0.9188062103967536,6101,no,201404
accomplished,perfektioniert,2,0.5543243481992073,0.0299599189998581,0.9487237280177342,6608,no,293551
gibson,mitchell,8,0.6381438367317199,0.1026997337561756,0.861374603428709,6001,no,2531
ranch,farmhaus,4,0.5835460496021667,0.2204550772642001,0.7258025270145647,6592,no,70407
fluid,fluids,6,0.672249504251233,0.0702477617510144,0.9053898714950934,6099,no,225545
mineral,minerale,9,0.6544890146116403,0.1148758669317597,0.8506874050433512,6741,no,165233
referendum,volksentscheid,5,0.7386756082507178,0.0956632513336684,0.8853424478139233,6669,no,55261
tactics,taktik,0,0.8310235283168911,0.0,1.0,6629,yes,206429
measurement,messgröße,1,0.7262529015614918,0.0860728826127603,0.8940414248942554,6541,no,179748
bet,poker,5,0.4450786916750481,0.1207687145287286,0.7865701720911723,6970,no,398333
heath,green,7,0.4958102885883486,0.109055599235611,0.8197028441660928,6767,no,15116
satisfy,hinreichenden,9,0.6286669948218693,0.1475931331556574,0.8098663993728525,6437,no,216025
filter,gefiltert,5,0.6472105574197602,0.1172957496176716,0.8465732086996,5507,no,301947
stolen,entwenden,6,0.7612506735156562,0.0908660643397812,0.8933643005669996,5933,no,182823
pound,kilo,4,0.4814462406657563,0.109665003386224,0.8144765397550441,6213,no,166639
janeiro,brasilia,5,0.7167326602143667,0.1529979374717429,0.8240858285556596,6777,no,954
estates,besitztümern,4,0.681451472132673,0.083738291004024,0.8905653276636103,6211,no,43551
commanding,kommandieren,6,0.817859133345909,0.0407058925331172,0.952588457127704,5935,no,41785
duncan,craig,9,0.6507444910023743,0.1203279277212392,0.8439473066350592,5778,no,1804
disappeared,spurlos,4,0.6899174643232411,0.1243025033479399,0.847335476550068,6499,no,133595
sue,darlene,4,0.5438097780448614,0.0595874321569621,0.9012467556205116,6980,no,70715
zhang,liu,1,0.8536566791866976,0.043649564099913,0.9513548864431886,5838,no,4199
approaches,nähern,9,0.5429115440955028,0.0869589239243439,0.8619415763407344,5448,no,385136
westminster,wandsworth,8,0.5745442570391516,0.2524506464528019,0.6947373612741276,5606,no,6428
brooks,johnson,4,0.6849160529074659,0.0730375418857057,0.9036385045371595,5764,no,5368
retreat,truppen,4,0.6671027590567835,0.0174929764411145,0.9744477280034586,6188,no,132860
hood,trooper,8,0.4346777012255385,0.2149259484120433,0.669142948116206,5914,no,85302
bow,vorschiff,7,0.4571301158056385,0.0452983105881039,0.9098412665198116,5873,no,133731
