en,nl,position,score,rel_score,ratio_score,index,correctness,freqs
speedway,races,3,0.589001440277064,0.0638467045718692,0.9022028245379434,6468,no,6178
wore,kledij,9,0.5883972623903704,0.1059770420668223,0.8473776443244586,6932,no,155002
bag,handtas,0,0.5825493010539264,0.0,1.0,6943,no,708102
implement,formaliseren,8,0.5983747111127671,0.1511396131631337,0.7983499337265524,6742,no,402948
interactions,gedragsveranderingen,4,0.584700678894716,0.1374496058661085,0.8096662027743551,6476,no,166569
triangle,lijnstuk,4,0.4960631305431996,0.0715328905359263,0.873972177606308,6093,no,59398
gaelic,gaelic,0,0.7442820458233079,0.0,1.0,6012,yes,1046
algebra,getaltheorie,7,0.6131813531537028,0.0502804511067392,0.9242150026062363,7173,no,22084
consequences,oorzaken,3,0.6472470639004576,0.0727870602846602,0.8989116517678446,6129,no,373148
atp,tennistoernooien,1,0.612169583646207,0.1368939681723311,0.817246523555996,6688,no,498
honest,fatsoenlijke,8,0.5987215482149261,0.0384747797262329,0.9396186417920068,6685,no,443985
brien,brien,0,0.6618786558206573,0.0,1.0,6106,yes,814
terror,terroriseerde,5,0.5694339836250437,0.0982996877442822,0.8527860852925113,6578,no,140627
trace,identificeren,5,0.4491529801174997,0.0497340414512594,0.9003100114834219,6900,no,137102
penn,penfield,6,0.4944182348970984,0.0378800357455511,0.9288368235729602,5924,no,3642
bunch,heleboel,0,0.5934675944734242,0.0,1.0,6637,no,361088
listen,beluister,5,0.5994829941003399,0.1544586497322204,0.7951318235360355,6016,no,625063
mhz,mhz,0,0.6791340101694562,0.0,1.0,7097,yes,3402
cowboys,cowboys,0,0.6122170889145739,0.0,1.0,7196,yes,16194
assumption,aannames,4,0.5127092855029023,0.0450467907824104,0.9192356790042976,6224,no,131169
logos,beeldmerken,1,0.4981637293637814,0.1040081258794836,0.8272783342930126,6381,no,64607
hypothesis,hypothesen,1,0.7245597277196967,0.0692311468533355,0.912784148733665,6668,no,76010
bigger,serieuzer,9,0.5354718359921896,0.1608968989640969,0.7689487036286932,6100,no,606587
witness,getuigenverklaring,4,0.6270187831764197,0.0724485523627843,0.896423251406107,5840,no,255389
vale,wycombe,7,0.4969087484234653,0.0241684197473202,0.9536183482531728,6729,no,4054
varies,varieerde,8,0.5870518036254921,0.2030062461352755,0.7430489491288058,6565,no,141788
forgotten,verdwalen,9,0.4593288432994553,0.1359155135873095,0.7716643391662339,6841,no,215806
neighborhoods,stadswijken,0,0.6741561182952852,0.0,1.0,7003,no,110790
adequate,afdoende,8,0.619613695613392,0.066654685167836,0.9028737341913404,6926,no,350679
entrepreneur,miljonair,9,0.5987283420314959,0.1853226774439124,0.7636344155665944,6804,no,108276
proven,bewijzen,5,0.6117697502734702,0.09449474265773,0.8662048798948538,5976,no,487133
shrine,hoofdtempel,5,0.585464794018337,0.1140655061656482,0.8369398635975488,6587,no,28783
finale,seizoensfinale,1,0.6356201182546748,0.0004697873402743,0.9992614450628092,6623,no,57248
algeria,algerije,0,0.8013232166559934,0.0,1.0,6135,yes,578
murders,moordenaars,5,0.6926155703754497,0.1565170786933699,0.8156741719152943,6999,no,46043
css,stylesheet,1,0.5619119368739312,0.0996681043649405,0.8493483809180481,6126,no,19098
cannon,kanonskogels,6,0.5789734019357896,0.058681784191639,0.907972544616124,6058,no,31463
infinite,vierdimensionale,4,0.5699949538614899,0.117717729859339,0.8288271648234926,6727,no,103329
charleston,wilmington,3,0.633771635755807,0.0310258266024351,0.953330407591544,6745,no,8332
crashed,crashte,0,0.7519000716977792,0.0,1.0,6775,yes,68819
honest,gemakzuchtig,1,0.6254355981638424,0.0117607297773165,0.9815430044687852,6685,no,443985
consequently,daardoor,2,0.6728089584012076,0.0067835562337263,0.9900182004839028,6175,no,181351
frontier,veroveringstochten,6,0.4749405904407091,0.0187551979448244,0.9620106179026622,5886,no,43612
wrestler,worstelaar,0,0.8243304584497313,0.0,1.0,6122,yes,16374
lithuanian,letse,7,0.607842181690958,0.0985551484638167,0.8604819918526265,6145,no,294
deceased,overledenen,2,0.5680793745662003,0.0273635328671395,0.9540450771593028,6242,yes,91387
latvia,litouwers,7,0.6050889533333632,0.1821127609060567,0.768658073767013,6885,no,314
voltage,condensator,4,0.6745430233073814,0.0342229982119096,0.951714674274946,6439,no,132096
screenplay,filmscript,1,0.7664899109800882,0.0143256294525839,0.9816529913779052,6075,no,28645
physically,fysieke,3,0.504983632444332,0.1259429825677563,0.8003841024120636,7142,no,258495
aux,pères,8,0.5698041846543003,0.0911349784004444,0.8621129091832982,6758,no,7780
ports,havenstad,5,0.5944889372696711,0.0750556840807421,0.887900400231188,5821,no,129823
sec,sec,0,0.3679420875825736,0.0,1.0,6661,yes,54103
upgraded,uitgebouwd,6,0.498252577959841,0.1185654121394339,0.8077789331009116,7072,no,102777
rankings,cqranking,6,0.6170735157834313,0.0808653037436866,0.8841369737844985,6553,no,151086
wet,drogen,7,0.5458219459933175,0.0854709911642993,0.864609619190212,5856,no,341579
administered,toezicht,0,0.487144057910479,0.0,1.0,5989,no,123524
complement,functiewaarden,3,0.4690713529587459,0.0099186625666962,0.9792925483930688,6544,no,144296
privately,privépersoon,8,0.5009169292720117,0.1006902361950368,0.832631255119996,6206,no,97462
dinner,verjaardagsfeestje,2,0.6828800633682487,0.0642053409240538,0.9140589006890396,6185,no,619310
investigations,onderzoekingen,3,0.6686556554687676,0.0358992967107044,0.9490468463820269,6571,yes,124155
memphis,mississippi,3,0.572411271789081,0.1464747001431116,0.7962476583742164,5996,no,10784
bag,slaapzak,8,0.540874955972616,0.0416743450813104,0.9284621146984215,6943,no,708102
honest,ongeloofwaardig,6,0.5991366195657359,0.038059708375423,0.9402700444015464,6685,no,443985
malayalam,malayalam,2,0.5148863732384277,0.0529177974594252,0.9068027320151818,6722,yes,1641
exhibit,tentoonstellen,0,0.6837542805573992,0.0,1.0,5792,no,215828
rankings,rankings,2,0.6774941412987275,0.0204446782283903,0.9707070624868774,6553,no,151086
galaxy,galactisch,2,0.5774667851206234,0.0336805780272885,0.9448895960970758,5710,no,59252
astronomy,astronomische,9,0.7111984173496876,0.1372466872308494,0.8382373986367653,7274,no,37075
proportion,procentueel,1,0.6407349929356395,0.0357511989107388,0.9471516206219068,7154,no,186713
renewed,hervatten,9,0.4827660200287248,0.1298543873914414,0.7880345058397954,7106,no,117953
jennifer,natalie,3,0.6330348047495074,0.0339391355137889,0.9491147502698666,5745,no,10140
councils,bevoegdheden,7,0.5658108868605137,0.0366842072638111,0.9391128531641764,6925,no,63502
confederation,voetbalfederatie,4,0.5379912762708765,0.1102018784074889,0.8299860502813065,6754,no,6666
brad,billy,4,0.5675281812095447,0.0490900761304731,0.9203882214869228,6249,no,8647
armor,bepantsering,0,0.6184717495542197,0.0,1.0,5906,no,78590
contestants,juryleden,1,0.6166174158460289,0.0068922594933706,0.98894602639547,6579,no,38982
funny,ondeugend,7,0.5859278217937232,0.0581485519958087,0.9097179242056624,5733,no,501376
allegedly,beschuldiging,6,0.6271095567238595,0.0567716072366545,0.9169861516467612,6214,no,115125
stability,prijsstabiliteit,3,0.6982858246308796,0.1188531939882036,0.8545496038249911,6370,no,288878
pound,pounds,5,0.4504061688722082,0.0770784725471441,0.8538754183633823,6213,no,166639
fake,vervalste,2,0.5355672169319866,0.0461976860765731,0.920590455289302,6817,no,254311
descendants,nakomelingen,0,0.76546713869167,0.0,1.0,5683,yes,50831
dust,wolk,1,0.553866876167798,0.0480731392006857,0.9201363292465988,6513,no,297720
reveal,verhullen,4,0.5843558545671439,0.0958826523630869,0.8590455386070621,6067,no,308012
johns,johns,1,0.5573495577420065,0.0102341618808639,0.9819688945841084,7177,yes,4604
secular,seculier,1,0.7082149690713315,0.0460770630228801,0.9389134962821336,7098,no,99134
webster,woodson,5,0.5437207937141447,0.067707425869121,0.8892634920984368,7187,no,2169
commands,oppercommando,8,0.5418529127775693,0.1109593009894911,0.8300287607224761,6491,no,151670
escaped,opgesloten,9,0.6685585400344245,0.0913848761795115,0.8797477888093378,5753,no,83418
certification,certification,9,0.6119191423062023,0.1074666147335685,0.8506133688609749,7085,no,282150
bots,toolserver,0,0.5720512958585595,0.0,1.0,6954,no,23643
preference,gebruikelijkheid,8,0.5092805742950295,0.0700912391103387,0.8790220071315445,6776,no,198338
walt,disneyparken,9,0.5078817524973221,0.2225428091729528,0.6953240336496075,6750,no,4780
ignored,gereageerd,8,0.5916033761259192,0.1733696439133,0.7733650215475422,5719,no,206412
strings,houtblaasinstrumenten,7,0.6137121005186918,0.0333924010624939,0.9483972048086508,5912,no,127712
environments,omgevingslucht,7,0.5835674656689206,0.189830079579517,0.7545504498355524,7226,no,232945
distributor,distributeur,0,0.6825396403299706,0.0,1.0,7167,yes,74252
geological,stratigrafische,5,0.6794368618849334,0.1248363430963755,0.8447836601751805,6183,no,35650
imposed,opgelegd,0,0.7383676535374262,0.0,1.0,6373,yes,151356
roberto,arnaldo,1,0.6744023714128122,0.0532180699408562,0.9268601225085856,6835,no,670
provider,internetbedrijf,8,0.6297272261933884,0.1184604727787798,0.8416701144091031,7291,no,657989
loved,verliefde,2,0.6291084427582225,0.0141329922966031,0.9780284796246086,6254,no,845888
inhabited,bevolken,6,0.634498187538183,0.1586557686937809,0.7999685087022615,7046,no,36704
feeding,voedselbron,8,0.5858525523071405,0.0721382968343653,0.890365805347467,7053,no,225102
dimension,dimensions,9,0.5804412240402046,0.1874485837248197,0.7558912986872468,6907,no,163471
inns,haygarth,4,0.4189538597483872,0.0181473862697594,0.9584824192676724,6314,no,12477
complaints,klacht,1,0.6790326500026168,0.0101983934960109,0.9852032296104328,6086,no,241048
reformed,hervormd,3,0.5913280524674231,0.0419073881146846,0.9338202105741888,5782,yes,23373
exhibit,beeldententoonstelling,5,0.6611986561212715,0.0225556244361276,0.967012090340787,5792,no,215828
tracking,detecteren,2,0.5187564963198366,0.0414313409863775,0.9260402703750062,7099,no,260366
duncan,ian,3,0.5647057307421115,0.0112309975285487,0.9804995983460344,5778,no,1804
malaysian,singaporese,2,0.6639781229714545,0.0673382639453314,0.9079218445668528,6054,no,3459
circles,middelpunten,7,0.5113672642369184,0.0640697654320092,0.8886589459338909,6583,no,160387
madagascar,gabon,3,0.6175985447308668,0.1251218027287071,0.8315357817290479,7012,no,763
civilization,mensheid,5,0.5970755781079565,0.1829644688367168,0.7654422108795985,7299,no,114925
cites,citeerde,7,0.5865656694927962,0.0423895759946032,0.9326031918825096,6636,no,41017
consequences,consequenties,2,0.6663897336321015,0.0536443905530162,0.9254974330366256,6129,yes,373148
sudan,tanzania,8,0.6853525846398132,0.1364975836743257,0.8339142718017285,6195,no,1345
missionaries,missiewerk,5,0.63279573360485,0.1652494630251333,0.7929322001774395,6962,no,45502
naked,naakte,0,0.6000108857075412,0.0,1.0,6810,yes,176179
confusing,inderdaad,5,0.6694507610337747,0.0655595394224236,0.91080459772913,6374,no,152052
rulers,heersers,0,0.8347184898659421,0.0,1.0,6256,yes,52050
rebel,opstandelingenleger,8,0.5833961963687408,0.0908191925755722,0.865296470438361,5777,no,52615
pounds,kilogram,3,0.6127304960788168,0.0475212981041891,0.928025491906475,6678,no,515892
amy,lucy,7,0.6040016738797592,0.0425916741115577,0.9341291180246882,5822,no,8029
slovakia,tsjechië,1,0.7357233038659836,0.0426382015401509,0.9452205675075064,6013,no,576
richardson,bailey,8,0.5947646532167867,0.0323557730499903,0.9484058058153152,6092,no,6934
dos,dourados,5,0.5435927341078414,0.2270311431565214,0.7053930589816927,5810,no,17467
pack,ssx,7,0.4670263871003575,0.0436373449455876,0.9145477890690276,5783,no,429780
trustees,voorzitter,0,0.5558935104348224,0.0,1.0,6647,no,48852
patrolling,oorlogspatrouilles,6,0.5095513250773429,0.0703200632073466,0.8787316211352322,6501,no,12092
explaining,toelichten,8,0.6034668689992173,0.0787834597606916,0.8845241160910948,5973,no,169624
mayors,gemeenteraden,3,0.5968800454187896,0.0999074184917282,0.8566170838794561,6222,no,12635
rubber,schuimrubber,2,0.6109593930699123,0.0963228128761864,0.863812758095137,7030,no,192978
gerald,arthur,6,0.491880269316912,0.1387861711094378,0.7799372818765905,6494,no,986
pointing,wijzend,3,0.5303191884641969,0.0277984670148233,0.9501924607796818,6108,yes,182376
retreat,omsingelde,7,0.6104544913904049,0.0572169031965199,0.9143037972565548,6188,no,132860
seemingly,schijnbaar,0,0.6837544399078062,0.0,1.0,6979,yes,184595
caroline,joannette,5,0.5874359758030852,0.1496751430391774,0.7969435825710194,6159,no,2530
lebanese,syrische,3,0.6592366535702296,0.0893886871944424,0.8805962310825095,7063,no,1405
rendered,gecorrumpeerd,9,0.3993125983211538,0.031436722988742,0.9270185199755072,6833,no,106816
felix,franz,9,0.4425669287490631,0.1821759128822057,0.708398558987046,7262,no,3210
bench,rechtsachter,0,0.5126378316589035,0.0,1.0,6537,no,169874
reconnaissance,verkenningsvoertuig,5,0.6459852205241058,0.0702249093551553,0.901949293335192,5960,no,14671
eventual,uiteindelijk,4,0.5268245055452883,0.1016503333819163,0.8382587064974126,6964,no,63600
malcolm,brendan,2,0.5454300905051178,0.1092890193255625,0.8330749512507337,6383,no,1247
baden,wurttemberg,5,0.6949770610643644,0.0630367970513812,0.9168395189923352,7071,no,285
nights,nights,3,0.5967434774489105,0.0993585590381372,0.8572643752925064,5830,no,312353
diving,duiken,6,0.5472330392154113,0.0864687115157391,0.8635498301591032,6525,yes,138266
cannon,geweren,9,0.5651778031899116,0.072477382937517,0.8863376562846096,6058,no,31463
ports,havensteden,2,0.6250355716340087,0.0445090497164045,0.933523400387216,5821,no,129823
biased,bevooroordeeld,1,0.636907127317014,0.0001728979713996,0.9997286087076402,6818,yes,58044
travelled,ontmoette,4,0.6617840817894932,0.1462369518620826,0.8190183847056375,5877,no,71734
webster,greenbrier,7,0.5361978030691497,0.0752304165141161,0.8769595283557712,7187,no,2169
zimbabwe,tanzania,2,0.6953017557460166,0.0909435329887814,0.884331856366192,6521,no,1329
sin,volente,9,0.4147739616794981,0.1937196010764712,0.681640673076174,6039,no,308951
conventions,convention,4,0.5254363440161214,0.1474578324627016,0.7808602933163558,6714,no,67831
cherry,fruitbomen,8,0.4680656735089432,0.0480354851397689,0.9069262210812732,6532,no,75810
crazy,crazy,0,0.6263717592134697,0.0,1.0,5839,yes,425394
wilderness,sonorawoestijn,7,0.5427830172043486,0.1027208761351141,0.840867147053605,6796,no,93946
millions,miljoenen,0,0.798089056903423,0.0,1.0,5851,yes,528626
informal,formelere,2,0.5788410412956466,0.1395505667112357,0.8057458283812541,7319,no,136439
iceland,denemarken,6,0.6244285617314523,0.1841064936904307,0.772296213434597,5784,no,1304
flew,vliegtuigen,6,0.6565252957129903,0.1476185740630922,0.8164276572745655,5741,no,115830
admission,aanvraag,6,0.51126791017014,0.0518450200237264,0.9079313984037314,7083,no,191830
walsh,mcconnell,3,0.5969754762659247,0.0053243749348891,0.9911599265311558,6995,no,909
ecuador,uruguay,6,0.7248570184643703,0.0809651636967592,0.8995247766950033,5711,no,943
ain,forgive,3,0.4602174524401756,0.2121449843795087,0.6844782326285692,7055,no,5145
theoretical,theoretische,0,0.8143603454991586,0.0,1.0,5738,yes,127428
joke,onbenullig,3,0.6063384622752093,0.0593964201385694,0.9107806700420836,5926,no,178208
pushing,verwijten,2,0.542234641432157,0.0388440308900477,0.9331518557808832,5697,no,254399
punishment,straf,0,0.768038971596106,0.0,1.0,5734,yes,174758
troy,garvin,5,0.4788771322413792,0.0250866425607514,0.9502213376931684,6830,no,7403
twentieth,tachtigste,8,0.5840483291589224,0.1647842995036909,0.7799450862631488,6162,no,52032
vague,verwarrende,7,0.5688754348563722,0.052035095337139,0.916195501917286,7095,no,84240
cyclists,fietsers,4,0.5987760942308142,0.0771090745703471,0.8859139419982867,5786,yes,51139
refuses,weigert,0,0.8567335183648767,0.0,1.0,6283,yes,76521
mohammad,mahmud,5,0.6498865455548782,0.0143634458632395,0.9783764455418738,7257,no,712
economist,bedrijfseconoom,6,0.6326077832353942,0.1745706875997146,0.7837272748130865,7026,no,57898
strategies,strategie,1,0.6861881334519953,0.1022269396301435,0.8703386793069425,7029,yes,719011
translations,teksten,8,0.6568051479523782,0.1967472356123121,0.7694960035251301,6520,no,54740
modes,multiplayer,8,0.5152945178254591,0.0450107324677189,0.919667480459683,6358,no,127220
planets,exoplaneten,3,0.7136752013281091,0.124180663324533,0.8517875585008696,5958,no,87925
manufacture,gefabriceerd,9,0.6635578092099579,0.1078589705011326,0.8601806788004692,7252,no,157456
highland,hooglanden,2,0.5668393157302103,0.0329913201905851,0.944998941009506,6787,no,7166
warnings,waarschuw,7,0.6036367722786165,0.1708313274413446,0.7794210923560114,5916,no,89525
cdp,inw/km²,5,0.4740105422771544,0.1200477686643782,0.7979192169298791,6023,no,412
doug,jim,4,0.5476537167579498,0.0317406782377216,0.9452174917260656,5881,no,3130
legends,legendes,0,0.696911335663576,0.0,1.0,6152,yes,57188
jorge,maurício,9,0.6446248160936654,0.110190011329347,0.8540171611287195,6865,no,529
cia,spionage,8,0.5321350287278968,0.1749475101416002,0.7525783758975139,6551,no,1990
nonetheless,desalniettemin,3,0.7234457641011827,0.0335497232066632,0.955680418484424,7049,no,256667
ethnicity,nationaliteit,4,0.628718257543,0.1090649459782913,0.8521720941087487,6764,no,40109
naples,sicilië,1,0.6800603480920854,0.129522153708071,0.84001364478596,6698,no,1879
accuracy,onnauwkeurigheid,1,0.6973263797484471,0.0386767532995904,0.9474502871483482,5735,no,213289
quarterfinals,troostfinale,7,0.6909945155177126,0.122832056548199,0.849068510706909,7248,no,8293
institutes,onderzoeksinstelling,7,0.6354122865843529,0.1207759440272757,0.840283226929374,7325,no,43617
engagement,verloving,1,0.4976818897728288,0.0163515995567678,0.968189622084558,6171,yes,320046
barnes,rowley,8,0.5639612562215924,0.1369703806347139,0.8045881032720551,6704,no,3001
aftermath,ramp,2,0.5937763011230743,0.1239602696940929,0.8272900187418902,6876,no,60640
badge,draaginsigne,3,0.5697617269200108,0.0335469009612519,0.9443951247986224,6744,no,53644
felix,zwayer,1,0.4857441513697449,0.1389986902615239,0.7775105515437619,7262,no,3210
crashed,verongelukt,5,0.695884547673949,0.0560155240238301,0.925501371615316,6775,no,68819
barrier,barrières,1,0.5503389091942297,0.0524611375125294,0.9129709133250118,6982,no,147355
ludwig,diedrich,9,0.5886757300824468,0.1033535336405941,0.8506514983419001,6456,no,833
endings,hoofdzinnen,1,0.472138270924475,0.0010099201040873,0.9978655310889134,6561,no,23479
stern,boeger,8,0.4360419496491129,0.0241695153694221,0.9474817182825972,6968,no,36458
pale,bruinrood,3,0.6761471175868522,0.0032015757026542,0.995287286581576,6234,no,104942
highlights,terugkijken,8,0.4564358882464131,0.1248067544462815,0.7852759841086412,6957,no,227178
trap,valstrikken,1,0.5218589944152137,0.0209794891607686,0.9613522441840068,7077,no,132686
bce,chr,0,0.7513412113636762,0.0,1.0,7178,no,926
loose,slap,6,0.4865701688006741,0.0101468391920682,0.9795721929613964,6504,no,321042
orlando,beach,6,0.4993057696001176,0.166319581389443,0.7501303381216148,5853,no,19460
observer,observeren,8,0.4775400230298733,0.1508237945061961,0.7599737758650649,6119,no,57335
ritual,offerandes,7,0.6035219793289466,0.1499460922330864,0.8009921085013868,6898,no,103185
reflected,gereflecteerd,6,0.6044671126041095,0.0793411240808528,0.8839716753552267,6207,no,180001
encountered,verkend,5,0.5356891080430033,0.0323108239661553,0.9431147397291688,6290,no,154785
useless,onzin,3,0.6263869939258497,0.0511112218368511,0.924558883480878,7115,no,150843
settle,vestigden,6,0.495738179013638,0.0929040984633064,0.8421722291821874,6633,no,262045
lens,lenzen,3,0.6044283698549697,0.066603722192799,0.9007443563696836,6489,no,262820
delay,vertraagden,6,0.5431147298501828,0.121307089360755,0.8174245850251901,6215,no,283570
bolivia,bolivië,2,0.7669309170035574,0.0636217797341309,0.9233982624052276,6394,no,849
richards,rogerson,5,0.5637563761945874,0.0333941525294479,0.944077496505273,6769,no,1736
governorate,губерния,8,0.5861703303902873,0.0823719626301072,0.8767887035867835,7034,no,1514
aboriginal,aborigines,1,0.6605529546118395,0.0354986392072418,0.9489999886179864,6554,no,28782
striking,verbluffende,0,0.4620740478189922,0.0,1.0,6428,no,180227
ahmed,aziz,8,0.6343040939731641,0.098135208161193,0.8660159171207455,6038,no,1089
believing,beseft,4,0.5809376059969407,0.0396292437203329,0.9361402502592786,6739,no,132318
ecuador,bolivia,1,0.7779638647528982,0.0278583174082313,0.9654287037203192,5711,no,943
trick,trucje,7,0.4758097216910942,0.0437178194649214,0.9158508144387424,6146,no,219033
johns,edgerton,3,0.5106132734256639,0.0569704461972064,0.8996263560289214,7177,no,4604
nights,zaterdagnacht,6,0.565772327607762,0.1303297088792858,0.8127721195343596,5830,no,312353
bavaria,wuerttemberg,6,0.6989492122151231,0.0656694451243139,0.914114775392982,6330,no,417
abdul,ali,0,0.6381994369061667,0.0,1.0,6190,no,863
petition,regeringsverklaring,8,0.5818419734815777,0.0708091784004033,0.8915053191950731,7230,no,149386
bradley,hayes,5,0.5529820075981582,0.1011340352337425,0.8453882360140604,6018,no,2776
diving,zwemmend,9,0.5394010348172888,0.0943007159138615,0.8511906968774197,6525,no,138266
maya,zapoteeks,7,0.4558762047937058,0.1747090526183335,0.7229414253429421,7137,no,5492
panels,beschilderingen,4,0.5803991995831941,0.1644355427281071,0.7792321794525237,7310,no,276890
southampton,norwich,2,0.6803036598652619,0.0512271939601993,0.9299726133322848,7235,no,1535
holes,hole,7,0.5376446025055985,0.0354346898165114,0.9381679109832594,6872,no,270893
fourteen,vijf,7,0.7907128137925484,0.0276574956428036,0.9662041800344804,6226,no,60641
lighting,gasverlichting,9,0.5474211525234703,0.0465593716660754,0.9216146493530184,5744,no,426040
tourists,toeristische,7,0.6888519342605895,0.1533074604110067,0.8179590925649062,7216,no,197273
ussr,sovjetstaten,3,0.6999969766911612,0.1256890642078809,0.8477762030819543,6114,no,833
brook,rivier,4,0.4982442736570932,0.0561411436481155,0.8987326471879259,6344,no,13744
algebra,algebra,0,0.6634618042604421,0.0,1.0,7173,yes,22084
cliff,klif,4,0.5007851632279235,0.0735651286297888,0.871915920175046,6142,yes,55687
algorithm,priemgetaltest,9,0.5920240591974877,0.1289163512821041,0.8211830694906601,6024,no,99003
strictly,alleen,8,0.5268415924272015,0.1394691686311949,0.7906845022138677,6097,no,151931
espn,news,1,0.556930714307009,0.045780914894008,0.924041759481732,5965,no,3767
hey,sorry,1,0.5970379515443089,0.0024451835396289,0.9959211804360658,6294,no,138190
exile,gevangengezet,7,0.5877817174307656,0.2014988008326175,0.744705721007829,5636,no,44353
judaism,joodse,7,0.6478924110151998,0.1511962212094304,0.8107891726747428,6034,no,1051
sketch,humoristische,4,0.5191897686093827,0.0673596640455203,0.8851594421622236,7268,no,66752
strings,slagwerkinstrumenten,5,0.6211331650004105,0.0259713365807753,0.9598653130718224,5912,no,127712
ghana,malawi,3,0.6912029718197236,0.1135197729089049,0.8589330627815343,5775,no,3253
raja,nizam,7,0.558455775019123,0.0303736701489636,0.9484168626446776,7146,no,1622
drove,teruggedreven,8,0.5332089605227879,0.0658566685782273,0.8900676897837474,6604,no,210245
executives,directeurs,4,0.571222087177569,0.0794852733010235,0.8778478957997917,6519,no,186995
consequence,nadelig,5,0.55941804283048,0.1271888722648061,0.8147573677623753,6680,no,216076
holocaust,jodenvervolgingen,9,0.5968502364019987,0.2128517963317348,0.7371233024905471,6040,no,15312
jamie,josh,2,0.5801748784171372,0.0612224868843997,0.904548271950544,5899,no,3726
worlds,multiversum,7,0.5187802119956704,0.1850946022246693,0.7370347702670781,6120,no,183793
genres,muziekstijlen,3,0.7383702077750003,0.1009514579190214,0.8797225640118007,6922,no,63598
dinner,dineren,7,0.6531354730782096,0.0939499312140929,0.8742447239976672,6185,no,619310
hurt,boos,1,0.583773932364736,0.001055530799656,0.998195147703495,6363,no,496153
alpine,alpen,3,0.6009043083712007,0.0428010131776941,0.9335083744923754,5645,no,23242
jacksonville,oakland,8,0.5807011774728846,0.0727591107781281,0.8886556504101145,7128,no,11188
argues,argumenteert,2,0.6433379459144384,0.0803010167135724,0.8890316568611142,6464,no,112654
ghana,botswana,8,0.6529538753131889,0.1517688694154395,0.811402286800506,5775,no,3253
blow,vastpakken,5,0.5107248965158342,0.0652807947838087,0.8866664066521365,6873,no,252984
krishna,vishnoe,4,0.5831080826597359,0.0735809354603735,0.8879516278938054,7290,no,1821
ghana,zambia,2,0.6932002440819149,0.1115225006467135,0.8614150011575458,5775,no,3253
pace,snelheid,5,0.4479176453150734,0.0413207711066596,0.9155406245305144,6390,no,360907
jam,grooves,8,0.4856282389118953,0.1751325359140808,0.7349531894350034,6416,no,79059
adequate,noodzakelijke,4,0.6626970204036227,0.0235713603776053,0.9656528538430222,6926,no,350679
mammals,amfibieën,8,0.6981169119763783,0.1102057642619545,0.8636611745512129,5816,no,47222
ecuador,paraguay,5,0.7355010239248096,0.0703211582363199,0.9127336529161733,5711,no,943
militia,opstandelingen,7,0.625093435660021,0.124344920844991,0.8340825235782291,5789,no,39473
richardson,mccomb,4,0.6041357914904455,0.0229846347763316,0.9633489297850524,6092,no,6934
bend,schuylkill,1,0.4570744933655805,0.0127398230023876,0.9728832805673602,7237,no,104791
boom,toeristenindustrie,5,0.433026913664587,0.0335687340898299,0.9280560497051654,6505,no,114183
motors,automotive,8,0.5965220192497108,0.0807397599011773,0.8807850045776919,6076,no,69198
dressed,verkleedt,5,0.6225233106390333,0.1004768880581221,0.8610278555397616,7273,no,217155
hydrogen,waterstofbromide,9,0.7510822711448274,0.0781015656871302,0.9058091074404792,6156,no,100436
moments,gebeurtenissen,3,0.5025082194948766,0.2122032901948233,0.7030923843846396,6461,no,401837
