en,ru,position,score,rel_score,ratio_score,index,correctness,freqs
browser,браузер,0,0.8020529889019788,0.0,1.0,6336,yes,329222
chicken,жареная,3,0.6422365992382865,0.0195191455612463,0.9705040028520504,6417,no,338089
bits,бита,3,0.5999572257983639,0.0310809715374221,0.9507462913201696,6780,no,206273
considers,считает,2,0.6657478402567782,0.0221547256540773,0.9677938028552892,6792,yes,131577
bailey,бэйли,1,0.6098223911666313,0.0473290595850731,0.9279784598650216,5945,yes,9459
harper,блэр,5,0.5568871909965634,0.1275753351896404,0.8136123888323225,6098,no,4030
joel,мэтт,9,0.5381744023555505,0.0681405092915873,0.8876153167559837,6378,no,2747
delegates,делегаты,1,0.7506060752741277,0.0385911520881828,0.9511007505472822,6771,yes,98685
institutes,колледжи,7,0.5787094722636135,0.1096310816464597,0.840731334186679,7325,no,43617
estimate,погрешность,6,0.5365409478478267,0.0399231642017147,0.9307447534595464,6687,no,268772
caroline,кэролайн,4,0.6079687149679225,0.074959977630848,0.890237475093336,6159,yes,2530
prohibited,запрещение,6,0.7072445917303856,0.0926330249927994,0.8841910024032374,7090,no,108953
consciousness,бессознательное,5,0.6536071662270655,0.0874287298807289,0.8820182256488003,6883,no,246043
disappeared,прекратилась,9,0.5598431596669909,0.1867665761889015,0.7498471192921191,6499,no,133595
console,playstation,2,0.7137363991098118,0.05223108336071,0.9318103123748204,7206,no,165116
toy,игрушечных,5,0.6449795387473624,0.0817218682153128,0.8875440897288503,6472,no,214959
likes,ненавидит,2,0.6101221519982223,0.0660752458588418,0.9022840873563832,6921,no,408795
geometry,евклидова,7,0.67087475176014,0.0924528482596508,0.8788818218321284,6345,no,55491
logos,логотипа,3,0.5788456919641471,0.1189763912149333,0.8295032586631388,6381,no,64607
carved,резными,9,0.5885585716425635,0.0329950687005052,0.9469151710183958,7296,no,81696
breed,породу,2,0.6333503661458469,0.108575216587153,0.8536575377449593,6261,no,173187
layers,слоями,1,0.6174491758319686,0.0117193012255267,0.9813733496625008,7181,no,219864
systematic,систематическом,9,0.6663613372163939,0.0869645102061658,0.8845592375414869,7583,no,95151
saxophone,кларнет,3,0.757229217665612,0.0652151511573347,0.920705699218698,6043,no,15308
thunder,thunder,5,0.4867066285136189,0.1315237360442581,0.7872577220655987,6391,no,37707
marco,мартинелли,7,0.5848495076300849,0.154816158056248,0.79069441068,6202,no,1293
settings,настройками,5,0.55489321536061,0.1277469080784051,0.8128634639364006,6760,no,394666
supplement,дополнений,9,0.4659718098358218,0.0434644399758377,0.9146812972341354,6488,no,303802
bots,ботоводы,2,0.5805465248857807,0.1354150147228974,0.8108627248372714,6954,no,23643
motorcycle,мотоциклетной,8,0.6791470411016366,0.0840245711025031,0.8899008168558193,5866,no,173801
finite,\mathbb^,7,0.6750543597247551,0.0581087657859032,0.9207423781093332,6992,no,45438
explaining,объясняю,5,0.6081302216650905,0.0356824733134478,0.9445763129684212,5973,yes,169624
linguistic,лингвистические,6,0.710209768824798,0.0332704986073409,0.9552503273257648,7439,no,45811
portraits,портретов,3,0.7221848999182687,0.0807125815679199,0.89947336561759,6730,no,59414
glory,славу,0,0.6249936155801871,0.0,1.0,6236,yes,200255
arrangements,мелодии,8,0.5125883632607904,0.062699483830742,0.8910119792244349,5923,no,266099
edu,cn/,1,0.5430821490631259,0.1969763139529237,0.7338368199315466,6136,no,46819
tomorrow,завтрашний,4,0.5727381011691234,0.1276947096015814,0.8176917077013061,6566,no,412818
gif,логотип,3,0.5343293342207989,0.2018306977076364,0.7258331219382784,7194,no,21484
raiders,рейдеры,0,0.5355577418284896,0.0,1.0,6615,yes,8322
problematic,неочевидные,4,0.6423674997789215,0.0211080970875108,0.968185571274658,6307,no,94165
amazing,удивительный,9,0.6079099803413723,0.0884387252226744,0.8729964965598112,6422,no,1110594
henri,антуана,7,0.6296685671325417,0.1177955924240545,0.8424063670237618,5858,no,666
surrey,глостершир,1,0.7033575093596012,0.0259260392697446,0.9644499875001,5818,no,2459
memories,воспоминания,0,0.6615468763923207,0.0,1.0,6178,yes,305843
flags,флагов,1,0.6158653690910012,0.0789200380709704,0.8864109158634469,6602,no,88421
humor,эмоциональность,4,0.5652312009560274,0.1106267647511424,0.8363165482034521,7326,no,176017
finale,финального,6,0.5277825016328703,0.0491356240419756,0.9148308540583646,6623,no,57248
shoulder,бедре,9,0.6697335498626322,0.0556521358608497,0.92327924722509,6625,no,341486
explosion,взрыв,0,0.7843732159262788,0.0,1.0,5990,yes,116122
silk,шёлковые,6,0.6044395259674513,0.1101816789137024,0.8458180667448478,7547,no,124116
marines,десантники,4,0.5988850629651239,0.0349049706414407,0.9449266022016553,6645,no,13557
pregnant,беременна,0,0.824463623039476,0.0,1.0,6768,yes,379625
breed,собак,6,0.6109495971000312,0.1309759856329688,0.8234647939345909,6261,no,173187
delayed,задержка,0,0.6624688816079664,0.0,1.0,6288,yes,135808
burton,бартон,3,0.602386225380393,0.0937287130711461,0.8653545443520586,6312,yes,2905
trucks,грузовика,7,0.6700603878961771,0.107892678501605,0.8613120981691235,7458,no,193334
crashed,самолет,8,0.65477893055271,0.1370372820154596,0.8269329677261923,6775,no,68819
trace,проверить,5,0.4619920291501894,0.0522717239961502,0.8983561962585457,6900,no,137102
pipe,трубы,1,0.6112726625221582,0.0075249298022501,0.9878394326422894,6268,yes,186886
horizontal,горизонтальный,5,0.7784005365319161,0.0614680219056398,0.9268123311819276,6150,no,115365
fees,взносы,7,0.6042326388602776,0.0502543598003332,0.9232156484343044,6969,no,777365
witness,свидетелями,6,0.6140865369456512,0.146470369308411,0.8074169492065818,5840,no,255389
divorce,развод,1,0.7757541449167211,0.0071852958112332,0.9908226671981776,6512,yes,266134
audiences,аудиторию,1,0.6660484996210965,0.0083377521075045,0.9876365330904464,7042,no,170048
reliability,надежности,1,0.7039014732376976,0.0267777495604623,0.9633522498998726,6825,yes,167753
patron,покровительству,7,0.6050223794961378,0.1000534136435636,0.8580955202021247,6490,no,47895
ferguson,кэмпбелл,3,0.6545952349365783,0.0508730660349512,0.9278875238407,7562,no,1202
proven,доказанных,8,0.6658996579047577,0.081893660673404,0.8904862364521858,5976,no,487133
runway,посадочной,5,0.5619143566003517,0.0259446113810645,0.9558659256825616,6808,no,53095
farms,плантации,7,0.6287820349922026,0.0542093073452046,0.9206295834443762,5836,no,144871
carnegie,рокфеллера,9,0.5041668915788489,0.204260866324943,0.7116701540191729,7383,no,847
compounds,соединений,2,0.6828043046036052,0.0161481380254965,0.9768966569960676,6107,yes,144323
roberto,марио,9,0.6614988235252575,0.1320852638412317,0.8335585781721543,6835,no,670
fires,пожарам,7,0.6161802538813428,0.0999487404071357,0.860431931671135,7015,no,121769
webster,смит,4,0.5605565391092873,0.086087192239658,0.8668707542249363,7187,no,2169
mediation,посредничестве,7,0.7030815460231638,0.0720311018068172,0.9070701503730112,6164,no,66004
boris,леонид,6,0.4973373952661268,0.1152216489778214,0.8119011545735417,7231,no,708
petition,ходатайства,7,0.6176443166357862,0.1350329755523848,0.8205964535480814,7230,no,149386
aviv,герцлия,7,0.6617464718947981,0.1193436460295582,0.8472088645203985,7467,no,442
reforms,реформами,7,0.6368941115783892,0.0475572760366751,0.9305176716751412,6255,no,131298
glory,спаситель»,7,0.5088187402994251,0.1161748752807619,0.8141183007558952,6236,no,200255
lat,romanorum,4,0.3870966269913394,0.1537759064989395,0.7156891929663807,6116,no,7774
pollution,загрязнений,2,0.7521215950270936,0.0373778652883654,0.952656249728872,7529,no,197117
export,импорт,2,0.7580857284785681,0.0593981212453693,0.9273403122698656,6445,no,205304
intense,интенсивностью,8,0.6037426761283958,0.1190954866749208,0.8352390717542585,6251,no,322515
presbyterian,пресвитериане,2,0.6919397818054555,0.0434176136236424,0.9409571265706692,6209,no,835
creatures,чудовищ,4,0.6538646106121422,0.0997580607773918,0.8676286362332263,6983,no,191788
afghan,афганская,3,0.7848265523401763,0.0287027542197375,0.9647182295852256,7540,yes,3899
algorithm,алгоритмы,4,0.7188174627292115,0.0655922640996657,0.9163800984915949,6024,no,99003
halifax,портсмут,8,0.5856944708886493,0.1137930142709281,0.8373194421842044,6398,no,2858
vicinity,вблизи,0,0.6303507684909817,0.0,1.0,7561,no,78374
spotted,замечены,1,0.5758839736630444,0.0607613393540359,0.9045601402983928,6802,no,115863
static,статический,3,0.5821548388748305,0.0328928351412398,0.9465198609297067,7574,no,136961
missionaries,миссионерскую,5,0.6499715295934765,0.1606605981887541,0.8018082522484056,6962,no,45502
nixon,никсон,0,0.7336635195236801,0.0,1.0,7576,yes,1720
eurovision,евровидения,2,0.7869627655118869,0.0457107177120206,0.9451036707269218,5878,no,344
zimbabwe,замбии,2,0.7136107877543216,0.0864709833933874,0.8919223178034094,6521,no,1329
remembered,запомнил,1,0.5890617290671225,0.0103827873803107,0.9826793187769176,6030,no,189553
uci,велогонки,4,0.5797405913686515,0.1876294061115436,0.7554903022952938,7611,no,553
monarch,монархов,4,0.6008406657213782,0.17034735376455,0.7791104770039049,6316,no,21965
motors,motors,0,0.709072555956974,0.0,1.0,6076,yes,69198
pos,args,6,0.4535081755731939,0.2984421637152151,0.6031092106459596,7569,no,10338
vale,саутенд,1,0.5246504219318051,0.0063959345751509,0.9879559769184346,6729,no,4054
bassist,гитариста,5,0.7017990438717046,0.0828590543477469,0.8944010715803852,7258,no,21674
ashley,келли,8,0.6063923900912757,0.1101558493417773,0.8462687600364006,7192,no,7593
mixture,смешивание,4,0.6099732876703124,0.1444063172483543,0.808576058648983,6335,no,274176
regiments,егерских,8,0.6826127943687454,0.1144824900170913,0.8563754017121049,6469,no,14610
romans,римляне,1,0.7813262952383556,0.0293066452601793,0.9638472065517644,7221,yes,2089
threw,бросил,0,0.6774197582945944,0.0,1.0,6667,yes,174050
eighteen,одиннадцать,4,0.713467354294829,0.0263069691632251,0.9644391967536072,7386,no,61970
espn,nba,1,0.5932170960915271,0.1552348644088365,0.792592079917785,5965,no,3767
tin,спичек,6,0.4192740620952903,0.0939900109625512,0.8168778687302372,7010,no,86913
kerry,хантер,3,0.5151068095317752,0.1199206610067091,0.8111567348338174,7023,no,2868
accomplished,осуществимо,9,0.4728614894343167,0.0270409218663778,0.9459075986530648,6608,no,293551
favourite,заядлый,7,0.4674372785910997,0.1910715302069571,0.7098421043817007,6327,no,285285
paradise,раем,5,0.4673422035402204,0.066933194702486,0.8747215482452738,6542,no,88552
listening,слышать,7,0.5973011717198591,0.0863553921233779,0.8736860045079896,7426,no,421294
algebra,алгебраически,5,0.734342453384942,0.0639881329728859,0.919847574342836,7173,no,22084
remembered,помнил,0,0.5994445164474332,0.0,1.0,6030,no,189553
boyfriend,подружки,6,0.7107834817404816,0.0738846369959684,0.905839634322158,7493,no,199839
observer,наблюдатели,7,0.5717284905287499,0.1419917617373645,0.801054038628538,6119,no,57335
defines,определение,8,0.591375431826739,0.1851855169030353,0.7615312523686074,7558,no,119943
hide,спрятаться,4,0.6710159530128085,0.0760681827215307,0.8981798982429734,6278,no,266447
substance,вдыхание,4,0.5759423206462924,0.0757780056321328,0.8837261896297534,5984,no,330867
switched,поменяв,6,0.4927390272991689,0.064684485534108,0.883958096411597,5799,no,120437
teeth,челюстями,7,0.6737705221404346,0.1205827857847888,0.8482000583597495,6095,no,571089
logical,логических,4,0.6821953557669019,0.0312280249119473,0.9562279205340416,6450,no,191562
trucks,фургоны,6,0.6709892973019045,0.1069637690958775,0.8625061411594398,7458,no,193334
inspector,следователь,5,0.5919139612460285,0.1030064632923445,0.8517722898117861,5915,no,52830
edu,gr/,2,0.5412663697333129,0.1987920932827367,0.7313832579218468,6136,no,46819
witnesses,иеговы,6,0.6084528211746334,0.1946711142002881,0.7576076298741986,6949,no,128917
franco,итало,9,0.5448247301541034,0.1644560107271799,0.7681369290771339,5978,no,1134
treasurer,казначея,2,0.6354240797376922,0.1078505138171961,0.8548981564116496,7530,no,24609
slam,хингис,9,0.5025370419577595,0.1085999881159148,0.8222984653657416,7036,no,33767
vampire,вампиром,5,0.6823172535796622,0.0782868763145581,0.8970727698711737,6595,no,67060
creatures,тварей,7,0.6305481678206637,0.1230745035688702,0.8366894889959391,6983,no,191788
dimension,бесконечное,7,0.5338138596571341,0.028686396948951,0.9490019842443558,6907,no,163471
slight,незначительного,8,0.509751132588185,0.0575541170839609,0.8985482381535825,7245,no,212485
brandon,джаред,5,0.6092067924008673,0.0472157147641884,0.9280711519656712,7135,no,2936
indo,индоевропейским,5,0.5589151405104096,0.1929155187626559,0.7434056241478857,6639,no,476
madagascar,сенегале,9,0.6327186901800687,0.1536756838017525,0.8045819134950919,7012,no,763
saxon,саксонские,8,0.6295508925498315,0.0267162180233253,0.9592906339615396,6514,no,1671
mineral,минеральную,6,0.6637154702945984,0.0622188816443651,0.914291310945433,6741,no,165233
nicolas,жак,7,0.560514159336853,0.0910395043580603,0.8602732062900516,7324,no,1070
developers,разработчику,3,0.7101496998313401,0.0493715218001946,0.9349965209739114,6216,no,367394
vernon,уиллс,6,0.5703345387293473,0.0794338068397173,0.8777505746757338,7394,no,1948
abdul,абдулазиз,2,0.7085571881471877,0.0441361634069179,0.9413623578369744,6190,no,863
comparable,сопоставимой,0,0.6694193632929157,0.0,1.0,6104,no,176111
melody,мелодий,6,0.6685717331096961,0.1139458000846695,0.8543856268376198,7109,no,57147
pablo,хулиан,5,0.6062448669082489,0.1302076549063114,0.8231961313874109,7466,no,1621
sensitive,чувствительной,6,0.6698482224191483,0.0343130473797381,0.9512710385370412,5842,no,371115
rhodes,джонсон,9,0.4471366260368663,0.0690208372640026,0.8662794938145255,7152,no,1372
trumpet,валторна,3,0.7141762333649271,0.0185114651948929,0.974734849197988,6848,no,34393
richardson,томлинсон,9,0.6352157666441394,0.1008569941658024,0.8629795863457522,6092,no,6934
madagascar,мадагаскара,1,0.7768651659538481,0.009529208027973,0.9878824056437192,7012,yes,763
keyboard,клавиатурой,8,0.6647596934435456,0.0391801447812534,0.9443416288527464,5896,no,230620
belarus,беларусь,0,0.6850831632713754,0.0,1.0,7204,yes,371
trainer,тренер —,3,0.5512688283726437,0.0838853670649057,0.8679291301742591,6877,no,182315
drawings,зарисовки,5,0.6654013827091487,0.1324189519954768,0.8340240951059466,6709,no,122273
lynn,кендалл,9,0.553339073660047,0.0841421457161964,0.8680084319997269,6368,no,2685
crashed,самолёт,3,0.6659984984359288,0.1258177141322407,0.8411023768708086,6775,no,68819
presenter,ведущая,9,0.6450478582723722,0.1117383046493358,0.8523515490585211,6323,yes,41622
implies,подразумевается,2,0.6716102852376914,0.0027128421146284,0.9959769404242738,6396,no,173901
humanity,человеческой,7,0.6261251474596774,0.1125529767159928,0.847629200009684,6576,no,207744
walks,убегает,9,0.544777180850443,0.0580729274537302,0.9036693754321612,7478,no,228919
cameras,киносъёмочные,8,0.6401799395611738,0.1230077649276387,0.8388237071900548,7013,no,310539
servant,горничная,5,0.537155332313168,0.0816547967720754,0.8680454748005149,6359,no,89915
licence,лицензию,2,0.654022616229841,0.038737504544505,0.9440823693759892,6265,no,102241
kurt,штайнер,1,0.5591553080974423,0.1167165418786221,0.8273096565824489,6221,no,3530
cry,плачет,7,0.5454705077932114,0.1224326413169405,0.8166910255176103,7321,no,235647
browser,браузерах,7,0.7016609875571237,0.1003920013448551,0.8748312109873275,6336,no,329222
planes,истребители,6,0.6668263145876923,0.082806149390202,0.8895376689654093,7249,no,109896
array,структурированных,1,0.5033029972874884,0.0209549171502599,0.9600293737620852,6500,no,355921
chang,чан,1,0.7291771137993864,0.005976161484743,0.9918708632802686,7180,yes,3806
praise,хвалили,8,0.5838187931745347,0.0906683514802945,0.8655743816634277,6123,no,179103
beatles,элвиса,7,0.6156778051884606,0.1738143038126829,0.7798403532714332,7125,no,5529
joy,радостей,3,0.5579411596117219,0.1384488577933827,0.8011906340799193,5860,no,370645
treasury,казначей,4,0.5410331557060406,0.1986630846277324,0.7314261263000476,6847,no,37539
diversity,своеобразие,6,0.6249743222524362,0.0934110373290719,0.8699708504868638,5950,no,267197
astronomy,астрономии»,2,0.7503446134559122,0.0941022745328894,0.8885634184086929,7274,no,37075
beast,демона,6,0.5643717254258367,0.0930578655771108,0.8584519667951885,7145,no,93519
drawings,рисунков,1,0.6934376452496744,0.1043826894549511,0.8691651680028983,6709,no,122273
bullet,выстрела,4,0.6150828313066851,0.1055863433472322,0.8534884700765266,7022,no,106362
manuscripts,рукописные,6,0.680620350889766,0.0909097960540185,0.8821694830537291,6567,no,44759
analog,аналого,2,0.6779539226496438,0.0254703638070794,0.9637908950579764,7423,no,72030
deer,кабана,9,0.5911137022935659,0.0994419236081582,0.8559972290743305,6408,no,121198
deceased,скончавшейся,4,0.6364852214503123,0.0382036175062672,0.9433759456205768,6242,no,91387
saxophone,саксофоне,4,0.7469822690028323,0.0754620998201145,0.9082465602772464,6043,no,15308
silk,шёлк,1,0.708902117822878,0.0057190870582757,0.9919970370047628,7547,no,124116
comedian,комедиантка,7,0.6222110263232519,0.1217290410486355,0.8363725165675415,5865,no,35999
bombers,истребители,4,0.7412515141345286,0.0639008751963889,0.9206350548751514,6869,no,25222
defines,определяет,0,0.7765609487297743,0.0,1.0,7558,yes,119943
neighboring,соседними,6,0.5374398423234087,0.1361874200948568,0.7978297083672722,6353,no,71739
lou,бобби,8,0.5079650609253518,0.1007494547149258,0.8344881678910642,7028,no,1949
feeding,вскармливание,9,0.5910839016676681,0.0525881670311103,0.9182997529511876,7053,no,225102
variables,обобщённые,7,0.6086332275270209,0.156677064939786,0.7952764173146392,7276,no,170150
counsel,прокурора,3,0.6068422889984236,0.0205247444897721,0.9672843114250784,6931,no,178674
warnings,предупреждения,2,0.7052282936933206,0.0133426336846208,0.9814317095553698,5916,yes,89525
patricia,сьюзан,6,0.6154687297193719,0.0576587029839068,0.9143420692983056,7341,no,1959
catalina,loneos,2,0.5332373800822087,0.2023725620007147,0.7248914806294151,7471,no,781
