en,fr,position,score,rel_score,ratio_score,index,correctness,freqs
hammer,revolver,8,0.437126797440178,0.1525944166579288,0.7412431280918054,5675,no,76574
screenwriter,réalisateurscénariste,2,0.7567475180148174,0.0551162184378858,0.9321114911737448,6552,no,13265
toll,route,3,0.4400996725043855,0.0618564777130638,0.8767691606402922,6399,no,122745
arrive,arrivés,1,0.6771059634123513,0.0833026921232154,0.8904501000655443,5814,no,373596
resumed,interrompit,0,0.6138065748282935,0.0,1.0,6436,no,38067
blade,tranchante,3,0.6027356234038344,0.0470578462873099,0.9275803028465688,6498,no,130603
discography,discographique,5,0.5934549885532426,0.1737038579216981,0.7735751093533506,6264,no,6644
cdp,^commune,4,0.4783889094410495,0.0294730318641831,0.9419664490147936,6023,no,412
rap,rappeur,5,0.6768516276921062,0.113659318273751,0.85622043710618,6495,yes,69727
wheels,essieu,2,0.6594500221716263,0.1227611865748218,0.8430587733822482,5920,no,219741
gravity,gravitationnel,1,0.6828038696649603,0.0062062114911631,0.990992567945088,5882,no,116319
dynamics,hydrodynamiques,8,0.5739702293382709,0.0440296204439162,0.9287546421581908,7170,no,127569
archaeology,fouilles,8,0.6500891859827259,0.1801928651218468,0.7829739124408076,6884,no,23743
keys,clef,6,0.4947904123633099,0.043104197760973,0.9198649754995432,5721,no,258752
fed,alimenté,1,0.5852127895469488,0.0094978902540867,0.9840293934905217,6101,no,201404
literacy,scolarisation,3,0.5151574266258115,0.132435408254622,0.7954958716010595,5671,no,105441
ruth,mrs,4,0.5509079344187476,0.1165517249299544,0.8253801210343049,5684,no,2530
glory,splendeur,3,0.5369195711183152,0.1785996272733068,0.7503915650694328,6236,no,200255
alpine,skieuse,8,0.5777802506234975,0.1728674229692325,0.7697089739293282,5645,no,23242
rubber,celluloïd,6,0.527871980296371,0.2530993814463589,0.6759172053613206,7030,no,192978
speedway,karting,8,0.5291645252451003,0.1276386991205083,0.8056667592583888,6468,no,6178
designers,décorateurs,5,0.6501873502795745,0.1342748193856702,0.8288320016209709,6272,no,331385
reasonably,effectivement,7,0.6039281705572682,0.1301188328954911,0.822737737115679,7217,no,212854
marshal,commandant_historique,3,0.5529452733483218,0.0867982825113187,0.8643233187481106,6032,no,11641
lou,lou,1,0.5485455078556938,0.0047526184005726,0.9914103840677542,7028,yes,1949
robertson,mckenzie,7,0.6354075488436202,0.0828352868356826,0.8846695257915962,6179,no,1268
fur,phoques,7,0.4652440309779909,0.24714816660452,0.6530728895639053,6894,no,95417
graves,cimetière,8,0.588218890453162,0.0963340030890955,0.8592745659278279,6977,no,29787
minneapolis,minneapolis,0,0.7206594313214396,0.0,1.0,7019,yes,9027
silence,silencieuse,3,0.5347144295283118,0.1814381627071758,0.7466487384471902,6989,no,192256
cinematography,coréalisateur,6,0.5632753654941932,0.0760997611004499,0.8809779143180584,7287,no,12713
jeffrey,jeffrey,0,0.6274227104667337,0.0,1.0,7112,yes,2050
ethnicity,ethnicité,1,0.6907504796782611,0.0151614409427496,0.9785221916504658,6764,yes,40109
commands,commandera,5,0.5298703561382369,0.0568511895429458,0.9031036273315278,6491,no,151670
spotted,repéré,0,0.6309427424482588,0.0,1.0,6802,yes,115863
demanded,exigea,0,0.6950556605294216,0.0,1.0,6938,no,125249
privacy,cybersécurité,6,0.5112710455270446,0.1208535786151379,0.808813683252506,6634,no,359031
brooks,atwell,9,0.5775692859368002,0.0748987517123747,0.8852070179832365,5764,no,5368
perception,perception,0,0.7674770188856409,0.0,1.0,7166,yes,225747
moderate,modérée,1,0.7322286305803103,0.0009852698543664,0.9986562313483388,5932,yes,202965
distributor,filiale,9,0.5422407166452619,0.172524714643108,0.7586275061846081,7167,no,74252
consequences,inévitables,3,0.6246586943659129,0.1963212279814626,0.7608696356177215,6129,no,373148
manages,tente,1,0.6464100427949919,0.0216332265556825,0.967617027895948,6197,no,145730
allegedly,prétendu,3,0.6399434334401608,0.0108034912782293,0.9833983214244084,6214,no,115125
header,lrcparamdesc,0,0.5282278643172352,0.0,1.0,5913,no,102354
stability,stabilisation,2,0.6453119107888066,0.1952742836209318,0.7676927304783374,6370,no,288878
listen,écoutant,4,0.6451430036213044,0.1663948080976147,0.7949635793985079,6016,no,625063
targeted,ciblé,1,0.6935172325641134,0.0053000215701789,0.992415725944339,6466,yes,347475
rat,rats,1,0.5425906075622097,0.1331472242081465,0.8029602340610175,7314,yes,63749
lang,seng,3,0.41725029664694,0.2093575409450216,0.6658874524302513,6478,no,12310
saxon,northumbrie,7,0.5843619464188208,0.119601532936695,0.8301026453159314,6514,no,1671
revolt,révolte,0,0.818104759169378,0.0,1.0,6820,yes,34363
discusses,parle,3,0.577353528345707,0.0621170366631524,0.9028617733760866,7113,no,126888
hood,pennyworth,7,0.4326333621890098,0.1685601405387215,0.7196241480090327,5914,no,85302
inventor,invention,3,0.6570493771139272,0.1907358049993623,0.7750187087206316,6975,no,40147
pianist,trompettiste,4,0.7621108339002212,0.1350485871170019,0.8494709145851912,5779,no,32952
motorcycle,moto,0,0.6852519473462961,0.0,1.0,5866,yes,173801
sit,bouger,3,0.4943556238179661,0.0207184332725446,0.95977581672512,5644,no,705280
casting,coulage,8,0.4386167693949245,0.1223621786847196,0.7818774142887311,7087,no,110749
fees,taxes,9,0.6250878186721452,0.0344282209309924,0.947797750375094,6969,no,777365
decorated,décorés,3,0.7745775441551608,0.0650280291685855,0.9225493121595668,5900,yes,124112
gaming,vidéoludique,0,0.6182777813094421,0.0,1.0,5819,no,325818
retain,maintenir,5,0.6025251006084603,0.1877239646242622,0.7624496214127392,6044,no,261676
reasonably,suffisament,3,0.6330562003914564,0.1009908030613029,0.8624191603721977,7217,no,212854
upcoming,prochainement,5,0.5266317102683515,0.0717825682461,0.8800453618448101,5665,no,359089
palomar,gehrels,4,0.5103496493053,0.0375664789135333,0.9314375376471312,6321,no,150
delayed,retardant,7,0.6436506118843912,0.1306319681530798,0.8312864430622241,6288,no,135808
complement,affinement,9,0.4223458106549038,0.0355141860669008,0.9224343984598437,6544,no,144296
jungle,baloo,8,0.4828111349816862,0.2782565738077532,0.6343865721877092,7212,no,76476
segments,segmentés,1,0.5790847326718699,0.1233339398072044,0.8244153456628409,6407,no,129120
escaped,échappa,2,0.7126959096362704,0.029983694879621,0.9596276850780552,5753,no,83418
considers,affirme,5,0.627589952691876,0.1508186305795319,0.8062474723162887,6792,no,131577
defining,définissent,6,0.6201017672577095,0.060486374559683,0.9111263173081964,6184,no,116062
chronicle,chronic,8,0.5188824082871215,0.0930802050415612,0.8478988699403305,5770,no,19214
hide,dissimuler,1,0.6648463743489612,0.0041017760896757,0.9938683198585928,6278,no,266447
sit,traîner,5,0.4883625494800823,0.0267115076104285,0.948140452343274,5644,no,705280
estimates,estimatif,6,0.6295585202244325,0.1432796111366923,0.8146059241611852,6896,no,243130
recruited,recrute,2,0.6648590342559628,0.0426060202950361,0.9397765020039378,6610,no,61210
fossil,fossiles,0,0.8189692503825612,0.0,1.0,5972,yes,100663
santos,luís,4,0.6087878378509313,0.1311599292821186,0.822744340738669,6300,no,1714
marco,roberto,4,0.5835496995900912,0.1001807725034017,0.8534791462538427,6202,no,1293
tasmania,queensland,1,0.7302464217579454,0.0003497866383368,0.9995212312433092,6252,no,932
hybrid,interspécifique,9,0.4640045904638838,0.3178106187054738,0.5934965002239687,5891,no,170137
crater,météoritiques,5,0.5888402564267021,0.2144680783526067,0.7330189803003512,7182,no,27332
moderate,favorables,6,0.5539474022047769,0.1792664982298998,0.755505865173009,5932,no,202965
armstrong,matthews,4,0.5657395566361136,0.1901785622545956,0.7484138063343715,5749,no,1876
ashley,brooke,7,0.5872021610017355,0.0928352337783757,0.8634851046560552,7192,no,7593
jeremy,kyle,6,0.5317980713196011,0.1009276724649709,0.8404874885265703,6015,no,4991
destination,destinations,1,0.634065207888606,0.0307727301870868,0.953713937751273,5691,no,393635
holocaust,holocaust,9,0.6324458040917,0.177052504056232,0.7812811932105033,6040,no,15312
fees,cotisations,5,0.634966003680144,0.0245500359229936,0.962775680273422,6969,no,777365
latvia,ukraine,5,0.6643299589466066,0.1570444214529531,0.8088028733297495,6885,no,314
mate,équipiers,3,0.4157137333553598,0.0824504753005148,0.8344913707811744,6338,no,129778
manages,parviendra,5,0.5919155057523576,0.0761277635983168,0.886043663500552,6197,no,145730
hanging,accrochés,5,0.5346087239540404,0.0180288848290849,0.9673766596001612,7198,no,269631
protagonist,narratrice,8,0.5977684505399588,0.1936017125309619,0.7553588427194572,6936,no,36353
saxony,lauenbourg,8,0.7054425243355003,0.1034782369219984,0.8720786486415091,6734,no,223
secured,obtinrent,7,0.5205490813111951,0.0347766827792179,0.9373760681963318,5689,no,275422
religions,théistes,2,0.6829407850430788,0.1270483866635608,0.8431480430832536,5928,no,109776
drag,trainée,8,0.4646912091771831,0.0716960403127902,0.8663353008838991,7246,no,165761
galleries,galeries,0,0.7466615050110651,0.0,1.0,6923,yes,100622
beast,monstrueuse,8,0.5552454560664337,0.0430521911100217,0.9280421855021528,7145,no,93519
zhang,chen,7,0.801198717537634,0.0652079348945016,0.9247374951341232,5838,no,4199
disappeared,disparaissait,2,0.6870851698177312,0.0456196531586683,0.937738019829934,6499,no,133595
difficulties,insurmontables,4,0.626220950891163,0.226785700876579,0.7341337252100015,5657,no,332517
travelling,voyagé,2,0.6189148533723227,0.1055911579256819,0.8542577200477498,6670,no,176307
neighborhoods,résidentielles,6,0.597246879774584,0.1068475771232917,0.8482482342013533,7003,no,110790
bombs,incendiaires,3,0.6949369023314074,0.1488213764320685,0.8236208400228492,7256,no,77834
reactions,nucléophiles,6,0.6236140430755284,0.1750213174116398,0.7808495264911928,6144,no,205489
bag,ramasse,7,0.5341160728602843,0.0605887053390797,0.8981196930642981,6943,no,708102
traveling,voyagent,1,0.6502884032490583,0.0966788635513408,0.8705714857286044,5771,no,326384
confidence,défiance,1,0.5877739535925277,0.1323063089376347,0.8162617199466806,5707,no,610930
airing,diffusé,8,0.6955173704930278,0.0634226748819097,0.9164325624027688,7253,no,30153
tuesday,mercredi,4,0.7264922784966106,0.0284105148956543,0.9623653334650046,7117,no,16279
dos,amigaos,0,0.5903204416570557,0.0,1.0,5810,no,17467
obscure,anecdotiquement,7,0.5369620594384178,0.0332062296348638,0.9417606515984336,6693,no,75480
roberto,eraldo,1,0.6519076239615059,0.0244733565659699,0.963817201739049,6835,no,670
noting,souligne,5,0.6270952686075757,0.0637585298114695,0.9077105315808134,5812,no,110201
governed,régit,4,0.620082495043043,0.065678221851411,0.9042257448795809,7244,no,72952
padding,#aaa,1,0.682560393219583,0.0134560988030909,0.9806669828124523,6540,no,40423
jam,funkadelic,9,0.461202981803461,0.1888219013177089,0.7095158874364029,6416,no,79059
telegraph,télégraphistes,8,0.5281824841196496,0.1389361201620045,0.791737002580509,6056,no,17569
chronicle,chronica,4,0.5769111223836711,0.0350514909450115,0.9427228229607786,5770,no,19214
madonna,madone,2,0.6203234375623861,0.1399020974164082,0.8159729041194195,7327,yes,3155
enabled,permettra,6,0.5857379298681722,0.0848492042721257,0.8734702770865063,6263,no,207899
adoption,adoption,0,0.8212693333200004,0.0,1.0,6837,yes,212733
graves,cimetières,2,0.6291125588852499,0.0554403346570077,0.9190123434142122,6977,no,29787
millennium,viiie,7,0.417931245422299,0.2287120996530809,0.6463087397483079,5870,no,39282
geneva,lausanne,2,0.5651971803542453,0.1602166745672272,0.7791375592287647,6496,no,2905
chip,puce,4,0.5791560123907716,0.0390039660061374,0.9369031199540166,6882,yes,176186
tanzania,malawi,4,0.7118874131360026,0.129814505419472,0.8457714036790374,6912,no,1062
velocity,subsonique,3,0.6361816448517869,0.0302850766736288,0.954558756355738,6613,no,86178
nursing,infirmier,5,0.653091299007429,0.0842338619534769,0.8857575105077106,6090,yes,297916
escaped,réchappé,8,0.6839466129250521,0.0587329915908393,0.9209174572268968,5753,no,83418
windsor,stratford,1,0.6064200738195041,0.1196180552174238,0.8352454913406624,6223,no,3303
cyclone,cycloniques,3,0.7135660457264968,0.1073336092801046,0.869248806933362,6444,no,12960
neighbouring,environnants,6,0.5854882234235776,0.0828925852475297,0.8759800039556208,6526,no,40535
broadcasts,retransmissions,8,0.6619071399073914,0.0433646864940265,0.9385135136968524,6157,no,41348
biblical,bibliques,1,0.7735663958041166,0.0689463714944415,0.9181657843411538,5639,yes,88874
mesa,colorado,2,0.4959858016132774,0.1055324081835821,0.824556586210047,6529,no,11716
interviewed,interviewée,4,0.7464115521574131,0.0748420149562472,0.9088685663560848,7200,no,128706
baden,hesse,2,0.661346212617871,0.0306402411010832,0.955721328161248,7071,no,285
commitment,respect,7,0.5590575091536717,0.1377888252316509,0.8022679916179909,6253,no,605347
forwards,attaquant,5,0.508044815654973,0.1433927123707393,0.779882634632189,7006,no,51320
fringe,négationnistes,7,0.4387346532482857,0.0379766796845287,0.9203361089595052,5847,no,46715
exile,exiler,2,0.6496885886183488,0.1282495889118295,0.835141669844511,5636,no,44353
recall,souviens,4,0.52365701168567,0.057029535241692,0.9017894670653944,5813,no,275207
adequate,insuffisante,2,0.7027623838836365,0.0152513408417878,0.9787589842413944,6926,no,350679
settings,configurés,7,0.4978273971730038,0.0469878861759552,0.9137544639219324,6760,no,394666
wet,humidifié,1,0.6124232149584184,0.0450408755252944,0.9314930257374868,5856,no,341579
demanded,demandait,6,0.644806435845787,0.0502492246836345,0.9277047472063462,6938,no,125249
transformed,redevenu,9,0.5453646223861829,0.1775863693373929,0.7543590487177947,6834,no,159284
armor,armement,6,0.5632242750702057,0.1561769926386518,0.7829069816125807,5906,no,78590
crop,vivrière,3,0.5933521463712628,0.0218497140532945,0.9644836671361564,6843,no,180772
baden,würtemberg,4,0.6519567187917977,0.0400297349271564,0.9421524298459544,7071,no,285
deer,sanglier,7,0.5925054371557887,0.0647195714425821,0.9015260061685628,6408,no,121198
tribune,enquirer,1,0.5433690074395229,0.0392619064737062,0.9326127303990712,6674,no,3120
motors,chrysler,6,0.5694247444008604,0.1030063540097442,0.8468150056515593,6076,no,69198
rubber,plastique,3,0.557343048220295,0.2236283135224348,0.713653631263238,7030,no,192978
armstrong,whitford,2,0.58785683914755,0.1680612797431592,0.7776726400079087,5749,no,1876
legends,légendes,0,0.7042400168386143,0.0,1.0,6152,yes,57188
imo,vraiment,2,0.5846959280634605,0.0806848375624136,0.8787388488957606,7140,no,8686
implement,formaliser,4,0.6382442726696236,0.0656712818024904,0.9067057385147012,6742,no,402948
acknowledged,reconnut,6,0.6080943137588897,0.1094417626728987,0.8474755956283926,6705,no,171634
sketch,sketches,1,0.5436776362394482,0.0085702740383319,0.9844811109669548,7268,no,66752
theatrical,cinématographies,7,0.5897854663040716,0.0640352660136999,0.9020599028931108,5959,no,53405
distinguish,confondre,8,0.5888708438041867,0.2364487059913014,0.7135064763098212,6640,no,119432
comedian,metteur,5,0.5839703672462231,0.197850362945736,0.7469364071516009,5865,no,35999
recall,souvienne,1,0.5747326099618183,0.0059539369655438,0.9897467282528786,5813,no,275207
exploration,explorant,5,0.6450063986478578,0.1913846824403104,0.7711779970306312,5949,no,195202
naturally,substantiellement,9,0.5393760096806425,0.258035165702653,0.6764088920893013,6112,no,438055
punishment,punissant,4,0.6399226654146116,0.10295649809227,0.8614088223901083,5734,no,174758
holocaust,auschwitz,3,0.66506582768602,0.1444324804619121,0.8215777858852328,6040,no,15312
affiliate,affiliation_internationale,9,0.507458481110555,0.1032706849286949,0.8309059225082792,6240,no,349891
logan,logan,0,0.6502871832152142,0.0,1.0,6984,yes,2176
fiji,polynésie,9,0.6555522393856008,0.1636766917173417,0.8002064068990081,7171,no,784
yeah,savais,7,0.6802845528656059,0.0240249072404326,0.965888705744751,5802,no,206356
telugu,gujarati,4,0.6379387171172921,0.0181755709256529,0.9722981632058846,6886,no,1902
confirm,affirmer,5,0.6582526203726842,0.1203740437086651,0.8454021044210108,6260,no,236654
boeing,airways,9,0.6879929032796419,0.1860612491968689,0.7871284649015278,6635,no,2189
rachel,emily,5,0.6237604163102741,0.0789347365467738,0.8876685911012228,5910,no,6256
invitation,convié,3,0.5865106711081376,0.2046998622623859,0.7412826881988374,7080,no,154220
investigate,enquêter,0,0.8110950773806236,0.0,1.0,5966,yes,241373
marines,bataillon,7,0.5749445371153782,0.0489490684717329,0.9215426027236332,6645,no,13557
alias,name,5,0.4131226011157142,0.2357308542030428,0.6366963105910606,6929,no,24360
reconstruction,rénovation,5,0.6018326745990639,0.1891886685450571,0.760829881286038,5769,no,78398
ancestry,descendance,4,0.5810000906701188,0.1704946069147479,0.7731260014705641,7037,no,27952
spotted,repérés,5,0.4847704419751741,0.1461723004730846,0.7683271545277001,6802,yes,115863
occasional,occasionnellement,0,0.6771630519398484,0.0,1.0,6096,yes,167904
explosion,explosent,9,0.647345858665171,0.2026215832873454,0.7616125356262,5990,no,116122
excess,diminuant,5,0.6027246810442244,0.0239162649935407,0.96183418088977,7189,no,447522
scholarly,historiographie,4,0.6139902430065521,0.0460930930319968,0.9301707973592822,5988,no,58349
segments,séquences,8,0.5155256929189829,0.1868929795600914,0.733929368790151,6407,no,129120
proportion,proportionnellement,2,0.6541688159080198,0.1201825139274394,0.844795883603665,7154,no,186713
swift,hearne,9,0.3923544776862632,0.1740713093405633,0.6926847023433289,7116,no,68512
plains,herbeuses,6,0.5583058249437055,0.1377771910084207,0.8020678743038079,5918,no,41195
allmusic,popmatters,3,0.5879790789354795,0.1311826599859001,0.8175894894204858,5758,no,251
bones,crâne,1,0.6148218818712841,0.0232404328194205,0.9635765468601822,6125,no,205565
imprisoned,incarcéré,3,0.783883455682002,0.0929741097255705,0.8939689712520696,6121,no,46477
boom,industrialisation,5,0.4642149158316814,0.2021123778452024,0.6966770237942392,6505,no,114183
icon,icône,0,0.7725424096136337,0.0,1.0,6724,yes,180199
ballot,suffrages,8,0.597519064900629,0.0523100816499507,0.919501792236278,7213,no,100338
mysterious,étranges,6,0.6641634585255343,0.1858197539854353,0.7813842070639281,6412,no,146641
permanently,momentanément,2,0.556983940422293,0.1408142488438503,0.798202043212607,5995,no,140804
explaining,expliques,2,0.7152222157044403,0.0501695447952952,0.9344524629288682,5973,no,169624
vampire,vampirisme,5,0.617360586405187,0.1343618996067939,0.8212613004040796,6595,no,67060
destroyer,cuirassé,3,0.7289781606831749,0.0595097137182341,0.924526786460208,6237,no,11629
passion,passionnée,4,0.556548097801147,0.211376271120197,0.7247433735992722,5848,no,412537
thursday,jeudi,0,0.7882959708650662,0.0,1.0,6723,yes,15636
distant,lointain,0,0.6789063468614865,0.0,1.0,6581,yes,166675
purely,évidemment,4,0.5724782247485269,0.2114391693810813,0.7302787628333666,6474,no,156451
uganda,ouganda,0,0.8066138491627226,0.0,1.0,5800,yes,2343
kerry,offaly,2,0.5650595612450042,0.0908199068078681,0.8615295778697148,7023,no,2868
insert,inséré,2,0.5943809533397082,0.111747074274779,0.8417467231087056,7316,no,147613
jeremy,josh,7,0.5280078082634225,0.1047179355211495,0.8344971157727961,6015,no,4991
observations,observables,9,0.5943293556031591,0.278599666555972,0.6808449948578013,6317,no,156403
nathan,aaron,6,0.576285448811118,0.0610941905683843,0.90414787860519,5902,no,2726
arrangements,arrangées,2,0.6296083059355266,0.0939730590162233,0.8701278618162179,5923,no,266099
sprint,courses,8,0.5876087514680213,0.16537749484163,0.7803711612899479,5635,no,47235
stretch,traverse,4,0.5329493074138979,0.0487689798195926,0.9161639217987698,6426,no,309489
estimate,estimateur,6,0.624913273830108,0.1641840229803489,0.7919343740702405,6687,no,268772
defining,défini,9,0.5907916398039254,0.0897965020134672,0.8680604370013247,6184,no,116062
zhang,xu,5,0.8039956133072277,0.0624110391249079,0.927965651060376,5838,no,4199
edmonton,toronto,5,0.6805509853599387,0.0735978114812533,0.9024094292936312,5669,no,4586
frog,crapaud,5,0.5256889390879766,0.0546495553048083,0.905831586508855,7094,no,37503
excess,accumulation,2,0.6164514921059698,0.0101894539317952,0.9837395657015028,7189,no,447522
mcdonald,mccormack,8,0.5571652194474017,0.217000798858123,0.7196973339993804,6329,no,1663
berry,whitford,1,0.5102423324273893,0.0069784747694822,0.9865077454882322,7232,no,76122
speedway,speedway,0,0.6568032243656086,0.0,1.0,6468,yes,6178
recalled,envoyé,8,0.5364343181462861,0.1083189695626053,0.8319993528881209,6586,no,87805
maxwell,blackett,1,0.5295082740023009,0.1493923669628913,0.7799495862155905,7247,no,916
atp,bisphosphate,8,0.5307823607920067,0.2283421991395612,0.6992032517560157,6688,no,498
armoured,blindées,2,0.7096156776466251,0.0330305633210654,0.955523152883632,7102,no,9377
leicester,scunthorpe,8,0.6712332297748741,0.0877506683276233,0.8843840184923488,6987,no,1493
chip,intel,8,0.5505878146880181,0.0675721637088909,0.8906882262353385,6882,no,176186
chambers,chambers,3,0.4584149134804818,0.1153799931218013,0.7989177111992471,6295,yes,54131
tobacco,cigarettes,1,0.5970800523646047,0.1283302874696857,0.8230928339138356,6534,no,212721
baden,simmern,8,0.6235847566795865,0.0684016970393677,0.901151681984878,7071,no,285
presenting,présenter,1,0.5759359994203028,0.016995050922271,0.9713372222411832,6956,no,187621
verified,vérifié,0,0.6427205834642293,0.0,1.0,6180,yes,90033
martha,ellen,4,0.5687840220968796,0.0663927520816249,0.8954735834484928,6707,no,2419
diana,adrianna,3,0.5304956058465461,0.1678904441157401,0.759602237008018,6547,no,2983
guatemala,rica,6,0.7107852098477728,0.109314801132944,0.8667055241198938,6759,no,1227
spots,verdâtres,2,0.5481207113880108,0.0419189339932004,0.9289557331929492,6070,no,340056
myspace,//soundcloud,6,0.5589758359731951,0.2375286592082635,0.7017861661230801,6066,no,40138
undelete,discussion_wikip%c,2,0.5658332588760737,0.0141453776866847,0.9756105194313408,7008,no,1516
lat,institutum,6,0.3669815488783285,0.1543634887542855,0.7039129988553497,6116,no,7774
wheels,freins,1,0.663983021683438,0.11822818706301,0.8488538827607961,5920,no,219741
reflects,transparaît,3,0.62435919020405,0.1508503082794735,0.8054070434191413,7107,no,198962
telegraph,télégraphe,1,0.6382243329143445,0.0288942713673096,0.956687954462876,6056,yes,17569
cameras,caméras,0,0.8036943859272021,0.0,1.0,7013,yes,310539
doctrine,doctrinal,3,0.6635498216628499,0.153375265636412,0.8122529617208016,5658,no,162760
provisions,clauses,1,0.6604362919862659,0.0720515220806996,0.9016345109133616,6130,no,278535
jeremy,jeremy,0,0.632725743784572,0.0,1.0,6015,yes,4991
tight,serrée,2,0.4926262174641552,0.0955608426233364,0.8375332456155667,6791,yes,402805
configuration,reconfiguration,9,0.6405331206922409,0.1392695596609665,0.8214041023840991,6248,no,215656
customs,douanières,3,0.5334870748664065,0.1038742217186987,0.8370245851524988,5686,yes,114635
graduates,diplômées,5,0.6427891045189527,0.1554784269895593,0.8052301755330737,7211,no,155458
scales,écailles,0,0.5371722928247367,0.0,1.0,7123,yes,100517
survival,régénération,8,0.4775143025464374,0.303856966664051,0.6111234458734661,5823,no,249337
differ,diffère,1,0.7045786991844587,0.0747457655943477,0.9040890297014316,7009,no,180441
handling,manutentions,3,0.5554415197068283,0.0125452905373351,0.977912707987106,5685,no,350785
educator,essayiste,3,0.6620597180520364,0.061737096553131,0.914703829434772,7149,no,50050
tanzania,gabon,5,0.6960158094030524,0.1456861091524222,0.8269148424866988,6912,no,1062
assignment,réaffectation,6,0.457890153716172,0.0660008130117914,0.8740180358061734,6584,no,157031
arch,colonnade,4,0.5343945589999606,0.023145439900027,0.9584864943399712,5720,no,62120
modes,multijoueurs,3,0.5524491828630171,0.1645214586598737,0.7705325028226822,6358,no,127220
homer,créuse,6,0.4957920939601319,0.1913164123250831,0.7215630274184545,7174,no,15738
evangelical,presbytérienne,6,0.7051420542130493,0.1217477345488918,0.8527642544344654,7138,no,36492
speaks,entend,7,0.5328769607116999,0.0978930911092558,0.8448038380600815,6243,no,217215
tribal,tribal,2,0.6817535583375631,0.010474958179974,0.9848677742536938,5980,yes,99559
classics,remaster,3,0.4884658054210418,0.1075418883731389,0.8195629192493673,6695,no,65564
loaded,préchargement,5,0.5503404801726256,0.1233783012697814,0.8168697316028016,7136,no,224915
bread,viande,7,0.6410305780900296,0.0663081504730981,0.9062568642214812,7027,no,314792
elliott,whitford,3,0.5787580103717396,0.0359644126641196,0.9414948742450188,6716,no,1435
prevented,empêche,9,0.5954111820844213,0.0914311508583926,0.8668818934519502,6471,no,127603
