en,ru,position,score,rel_score,ratio_score,index,correctness,freqs
garcía,кастильо,7,0.6289185764430846,0.0282254846117639,0.9570482542801096,7343,no,0
cognitive,когнитивные,3,0.7010193729562881,0.0556356988539855,0.9264715179654068,7033,yes,125332
nato,североатлантического,1,0.5767989209978729,0.2078963985784033,0.7350609932391794,6094,no,1466
plantation,фермерством,9,0.4865201455154723,0.1568166990370211,0.7562448033796305,7393,no,37245
dear,тебе,9,0.4956871770604474,0.0576808807577455,0.8957639857544932,6854,no,208756
palomar,паломарской,3,0.6795247096195699,0.1160847217628019,0.8540933312453264,6321,no,150
bulletin,известиях,4,0.482688443456111,0.0927625876911859,0.8388002059771412,7524,no,46252
rotation,вращение,1,0.6094324915550564,0.0227779338294007,0.963970961384338,6689,yes,112783
kiev,киеве —,9,0.5869858318936931,0.1067917136634606,0.8460721100771587,7513,no,988
catalog,каталогов,5,0.6052797472519157,0.0289415823513018,0.9543667470638234,6166,no,110791
enterprises,предпринимательства,7,0.5523516639412194,0.0537437414909933,0.91132791799887,7139,no,195609
illustrate,иллюстрирует,4,0.6025143512313978,0.0242294448658528,0.9613407503724324,6276,no,119205
servant,церемониймейстер,4,0.5236353881618319,0.0627824346803186,0.8929390747777151,6359,no,89915
angry,разгневанный,2,0.5961530664364191,0.0200346843694095,0.9674860716669408,6245,no,265826
placement,размещения,0,0.5238345436674039,0.0,1.0,7214,yes,219681
sad,грустный,1,0.5215524809465737,0.0097626155266691,0.9816255634528902,6829,yes,358106
twentieth,века,5,0.5689541641649525,0.0410732038218129,0.932669899782752,6162,no,52032
everyday,повседневное,9,0.553205545787003,0.0935411432438885,0.8553666453491182,7250,no,515693
cornell,принстонском,3,0.5669682845043025,0.0476325563123694,0.922498387328797,6357,no,1558
mineral,минеральный,8,0.6082078628413139,0.0502598282299771,0.9236715348201716,6741,no,165233
salem,мадисоне,3,0.3929079035564644,0.0057998359476382,0.9854534151886496,6556,no,8137
fbi,расследований,3,0.6024879945603436,0.1195171741051793,0.8344649328119325,6454,no,4093
convince,убеждает,6,0.679000292841983,0.1096133063665663,0.8610050518066465,7040,no,173397
uganda,танзания,7,0.6368827977551086,0.03369491522581,0.9497524081496443,5800,no,2343
frances,элизабет,1,0.6451538051780694,0.0059677151143795,0.9908347137540484,7293,no,997
monroe,вашингтон,9,0.5233004310933411,0.0326953287591481,0.9411950034154531,6229,no,3856
cabin,кабина,3,0.524826662503724,0.0109219582808931,0.97961365114688,7298,no,127549
aids,вакцинации,9,0.4925915399104617,0.1059045692404228,0.8230488592638058,6204,no,142028
probability,вероятностные,4,0.6751991159367794,0.0410883073348564,0.9426371230320002,5835,no,175103
quarterfinals,четвертьфинальной,6,0.7450843777190348,0.0474425505742277,0.940137616930699,7248,no,8293
glenn,уэйн,2,0.5358976854864745,0.0072512332320553,0.9866496406746728,5983,no,1933
rhine,вюртемберга,4,0.6364948403427009,0.0198727446183637,0.9697231474044492,6740,no,291
gravity,гравитацию,6,0.6469368108428151,0.0308918364252068,0.9544253012177696,5882,no,116319
lat,latach,2,0.3798873694755982,0.0183739770067657,0.9538645234616576,6116,no,7774
tourists,туристами,4,0.6555855769538841,0.1705809969953219,0.7935271138120271,7216,no,197273
imposed,ужесточение,8,0.5302079151652561,0.0538426559306002,0.9078116543408646,6373,no,151356
exhibited,экспонируется,8,0.6169966675394827,0.0768130321284643,0.8892880394073093,5964,no,71095
bye,полуфиналы,5,0.449578384481731,0.0295603270989553,0.9383052832415996,7571,no,33508
diversity,биоразнообразие,1,0.6718914358131092,0.0685334961119916,0.9074403181780968,5950,no,267197
stored,хранили,7,0.5927591899981391,0.0526291326610216,0.918453540584409,5883,no,340200
stamps,марках,2,0.6649886688279423,0.0381561350925372,0.945735025161542,7552,no,71931
brilliant,великолепно,5,0.5843606676202509,0.0657105580964729,0.8989179100735846,7596,no,309313
ana,ана,3,0.5146021727042245,0.0254672341651249,0.952844516202552,7157,yes,10889
preference,предпочтительной,7,0.5460771940084896,0.1191301487888022,0.8209127573850238,6776,no,198338
measuring,микрометров,3,0.5964919580581354,0.0325487899287402,0.948256468228956,6879,no,153363
trace,неизвестными,7,0.4126337085374968,0.0666507254068189,0.8609370121655932,6900,no,137102
floors,этаж,1,0.670286140802677,0.0513954489250216,0.9287837605163048,7490,no,182335
equity,капитал,1,0.6040804785060411,0.0033373941382454,0.9945056043153346,6821,no,432799
jeremy,тревор,1,0.5908972785034388,0.0004980946605268,0.9991577636837736,6015,no,4991
judaism,еврейства,8,0.6487630448191735,0.1397663588231443,0.8227506061567955,6034,no,1051
burma,камбодже,5,0.5642830231106873,0.0622769557893893,0.900604957407723,6660,no,574
trend,тренд,2,0.5687485453580876,0.0614021628595735,0.9025595590723916,6492,no,498311
penn,мэриленд,6,0.4662373493899424,0.0457766329805736,0.9105949553005612,5924,no,3642
dylan,боуи,4,0.5389931793680944,0.0530148873223768,0.910449045705157,6942,no,8805
css,css,0,0.7662132646901614,0.0,1.0,6126,yes,19098
crops,посевы,3,0.6566943577200028,0.0064406034858813,0.9902876429947692,6397,yes,169439
skill,умения,0,0.7566785126382722,0.0,1.0,6250,no,429058
silk,шелка,5,0.5872879025517206,0.0299243754486319,0.9515168824159153,7547,no,124116
für,mitteilungen,9,0.714067494220828,0.0891161169160517,0.8890463952695563,7147,no,0
quarterfinals,четвертьфиналы,4,0.7499572735035606,0.0425696547897019,0.9462861724063087,7248,no,8293
casting,актёрский,6,0.4506621215097799,0.0596678415505014,0.8830798779818984,7087,no,110749
nigerian,нигерийских,4,0.5242302782182422,0.0641153745591692,0.8910243081486215,6051,no,2582
noting,отмечает,7,0.587869162834401,0.077578800445841,0.8834186822611552,5812,no,110201
physically,физически,0,0.7541494866868237,0.0,1.0,7142,yes,258495
viii,xiii,9,0.6729340612534385,0.142310084007383,0.8254386924031774,6158,no,10280
chocolate,шоколадные,2,0.6457244092420025,0.0124265950049293,0.9811189302686728,7586,yes,351231
genres,жанров —,8,0.6500987069005039,0.1510064387258133,0.8115023482869356,6922,no,63598
gaelic,гэльской,1,0.6021863446971896,0.0039911499816884,0.99341587238602,6012,no,1046
belgrade,земун,9,0.655173230253538,0.0671437080403445,0.9070439796151832,6231,no,218
designers,дизайнером,9,0.5993399320102258,0.1617871848527617,0.7874373658902426,6272,no,331385
nationals,иностранцев,6,0.4664681156689927,0.0184500830660566,0.9619521743787194,7364,no,36877
ferguson,фергюсон,2,0.6240666120467115,0.0299593274777508,0.954192447627484,7562,yes,1202
voltage,резисторов,7,0.6578631565269424,0.0853842568955243,0.8851200080167768,6439,no,132096
lessons,уроках,3,0.6154215647942384,0.1608663915286472,0.7927748457020539,6402,no,407521
delay,задержкой,5,0.525371594320233,0.0901425794313678,0.8535491410669837,6215,no,283570
segments,сегментов,0,0.5591444089883306,0.0,1.0,6407,yes,129120
moderate,умеренным,6,0.6140767351901608,0.0681842257767006,0.9000613699484229,5932,no,202965
louisville,миннеаполис,6,0.5957070274399785,0.0362792614043239,0.9425948599760496,6431,no,8400
enterprises,предприятия»,5,0.5559041837695324,0.0501912216626803,0.9171892391646024,7139,no,195609
grants,гранты,1,0.5992019418411783,0.0040136420760441,0.99334625599362,5930,yes,273240
tissue,костной,6,0.7134637836599917,0.0123128225963511,0.98303496903839,6281,no,345666
fur,шерсть,7,0.4800555801183714,0.0332935225051065,0.9351444809488132,6894,yes,95417
derivative,производная,1,0.6314425990148147,0.0126397412470737,0.9803755817277424,6905,yes,42934
lithuanian,литовской,2,0.6467342272576451,0.0722212596016449,0.8995469665067322,6145,no,294
minneapolis,питтсбурге,8,0.5967330687873481,0.0565712637259293,0.9134074872758025,7019,no,9027
certification,сертификация,1,0.6745724978304275,0.0278010138961068,0.9604184761641024,7085,yes,282150
circulation,изданий,5,0.4859524052193985,0.027590295702477,0.9462745831009788,6131,no,173975
wheels,колёсах,4,0.6621710735378097,0.0636992438196283,0.9122443192724452,5920,no,219741
remarkable,замечательной,1,0.6627433303615357,0.0063352235222721,0.9905314204356156,7007,no,289856
transported,транспортировка,9,0.6398034105124004,0.0473387227201059,0.9311078153548648,7598,no,85046
eliminate,ослабить,8,0.5763516259627142,0.0770916766123896,0.8820223938196549,7308,no,372089
silva,феррейра,3,0.5713206209791517,0.0301926061476849,0.9498055823445452,6572,no,1156
genes,хромосомами,8,0.6815502424796518,0.0361123542109715,0.9496805958991072,6726,no,138907
defended,защищали,6,0.5393381031444604,0.0777896785997285,0.8739488305325172,5919,yes,62483
forget,забудь,1,0.5942170630497586,0.0214781867890291,0.9651155554722032,6395,yes,726877
nurse,гинеколог,8,0.559668392626561,0.1087942921395911,0.8372470227299964,6485,no,203370
demonstration,демонстрацией,4,0.6206921316557357,0.0781816737263086,0.8881319157704443,7073,no,153964
wonderful,прекрасный,3,0.6013268353777015,0.0174261726585934,0.971836625548055,7398,no,1173390
bots,боты,8,0.5476995920012631,0.0447692133566302,0.9244361678593586,6954,no,23643
swan,ястреб,6,0.4257485262005345,0.0431347513491622,0.90800535354006,7228,no,15290
holders,держателей,1,0.4669147917397974,0.02304527138145,0.9529650003825982,7132,yes,138931
garcia,кастильо,9,0.5530789393996822,0.0601090492109286,0.9019728854325304,7011,no,1943
forget,хочется,9,0.5592013588566446,0.0564938909821431,0.9082437439675952,6395,no,726877
arbitrators,администраторов,1,0.6681519868720172,0.0534165765447847,0.9259715857189728,5946,no,7500
strictly,строгих,8,0.5269053314540143,0.1643389040984252,0.7622563840013996,6097,no,151931
debates,дискуссиях,1,0.6545719352064299,0.0143129730153518,0.9786017402404809,7318,no,86744
larvae,окукливание,5,0.6387801979719244,0.0397269639924753,0.9414494551870924,7175,no,26769
vfd,ку,4,0.5744966950861012,0.0347744954014128,0.9429244383382256,6875,no,84
personalities,дикторов,6,0.5378557238919599,0.0977924622610428,0.8461531639807057,6548,no,95186
lineup,басиста,1,0.515460409066211,0.0090209238397301,0.9828002956945124,7521,no,98294
migration,миграцией,6,0.6213803356962391,0.1072593563425098,0.8527950679678238,6192,no,119076
skill,ловкости,5,0.6672333206164097,0.0894451920218625,0.8817923457215686,6250,no,429058
thriller,мелодрама,3,0.6921968307908384,0.0805297337702574,0.8957849549070468,6187,no,45823
excess,пересчёте,7,0.557315590428493,0.0460160258760777,0.9237301267950656,7189,no,447522
rod,сердечник,6,0.3967356889852909,0.0295181939801538,0.9307497358738503,6022,no,113157
porter,моррис,9,0.5684155285141306,0.0396509402815492,0.9347917664986842,5994,no,10956
squadrons,авиагруппа,7,0.6353261890256194,0.0639030614755782,0.9086092845375484,6789,no,6859
grain,пшеницу,4,0.548720904787966,0.1018631212823051,0.8434281857524386,6518,no,179534
andrea,стефано,6,0.5799644452951277,0.1681048444837415,0.7752817195136648,6085,no,2138
misleading,заблуждение,0,0.6421707662090066,0.0,1.0,7366,yes,91104
busy,пристально,8,0.4486805374800557,0.0321482259453412,0.9331399691725614,6550,no,607913
publish,печатать,6,0.6550246106652109,0.134961489150871,0.8291596659962857,5859,no,230884
clinic,больнице,5,0.6350495021694884,0.0688353690861591,0.9022064944180928,7525,no,185190
sanctions,блокировок,8,0.6014834137937182,0.1312248828722678,0.820904330591894,6559,no,98592
castro,каррильо,2,0.6127064391230299,0.0619527977995005,0.9081717192784624,7516,no,953
colombian,колумбийский,7,0.6618418228901609,0.0347182975274301,0.950157500394056,7260,yes,700
planets,планеты,2,0.7549276646158194,0.0891777704235559,0.8943523323962533,5958,yes,87925
lineup,клавишником,9,0.4936821748147479,0.0307991580911933,0.9412769222489816,7521,no,98294
circulation,экземпляров,8,0.4769206821931745,0.036622018728701,0.9286874905183936,6131,no,173975
illustrates,иллюстрирования,9,0.502560788049138,0.1430842260024201,0.7783856099119599,7564,no,81788
casino,игорного,2,0.5515360596970413,0.1174060746552076,0.824489939224871,6756,no,453078
stern,дерфлингер»,9,0.4369239834798116,0.0407723774685403,0.9146479211447276,6968,no,36458
survival,выживаемости,4,0.56168707989534,0.1054578932193559,0.84192657148115,5823,no,249337
ana,мария,1,0.5168992393335947,0.0231701675357547,0.9570977966145748,7157,no,10889
trinidad,панама,8,0.6143050527597316,0.0761381094168289,0.8897257390792164,6580,no,2154
intelligent,поразительно,9,0.5131677972378381,0.1038121156838352,0.8317414983702811,6531,no,246932
observations,астрономические,9,0.5940536382667441,0.1088890313463171,0.8450954308887584,6317,no,156403
jumping,прыгал,2,0.4943101295744826,0.0237641295774913,0.954129877797074,6958,no,152327
lighthouse,маяков,5,0.4714124995157974,0.095779856296334,0.8311333795054552,6785,no,21648
conventions,принятые,1,0.5164228369060603,0.0032009523014722,0.9938398657491144,6714,no,67831
abdul,маджид,9,0.6330741265180626,0.0546374678347676,0.9205517715806666,6190,no,863
cruiser,крейсерами,8,0.6934050342549336,0.0997754619722971,0.8742083769748753,7545,no,19674
ruins,руины,0,0.8010417248213626,0.0,1.0,6048,yes,75473
rachel,рэйчел,0,0.6428811866267602,0.0,1.0,5910,yes,6256
performs,исполняют,3,0.5734487287053616,0.0277238231024328,0.9538837509812048,7218,no,138111
larvae,личинок,0,0.6785071619643998,0.0,1.0,7175,yes,26769
prehistoric,мезолита,9,0.6426775790643766,0.077136334825843,0.8928385054284915,7375,no,24750
consolidated,переформирован,6,0.4778509614318575,0.0205001354052257,0.9588640708622188,7494,no,55980
flags,флагам,5,0.5710788405456271,0.1088547494202825,0.8399038508661703,6602,no,88421
janet,энн,0,0.6093679402232968,0.0,1.0,7481,no,4744
garage,гараж,0,0.6840373065287438,0.0,1.0,7403,yes,249509
enabled,позволявших,3,0.6050336881701375,0.0356778507926195,0.9443152672880246,6263,no,207899
vatican,папы,8,0.6272098774836641,0.1046562282676186,0.8570008537829664,7542,no,1114
explore,изучить,8,0.5339392114684919,0.1878286682480411,0.7397658256532433,7017,yes,559188
paying,уплаты,1,0.6086630892338005,0.004558922693912,0.9925656245124328,6301,no,815788
algebra,алгебраического,5,0.6644219047428199,0.0178869613255687,0.973784656458244,7173,no,22084
lens,окуляра,5,0.5324140463107527,0.0097255319802433,0.982060833833786,6489,no,262820
mathematician,астроном,2,0.6974474542857491,0.1727981033163746,0.8014375347200818,7056,no,13466
performer,аранжировщик,9,0.611916302087184,0.1002552648532967,0.8592259653330481,6057,no,78229
rpm,турбированный,6,0.5537971305550885,0.1381376281013764,0.8003603282344143,7222,no,41601
rafael,хулиан,2,0.6333652377835679,0.032552109937078,0.9511168915354136,7282,no,1030
drives,проигрыватель,6,0.4828491098802246,0.0405528609784425,0.9225206184991748,6607,no,272568
bag,мешки,8,0.4990454705138045,0.0301537396486913,0.9430200592335872,6943,no,708102
patron,покровителя,1,0.625451455178533,0.0442592586850912,0.9339128704843984,6490,no,47895
panels,интерьере,8,0.5383446587324388,0.0273733843086216,0.9516130258786268,7310,no,276890
lectures,лекцией,8,0.6106847541678413,0.1558793361277903,0.7966519197792395,6239,no,109440
lunar,лунного,0,0.6662706130523415,0.0,1.0,7337,no,47698
baltic,прибалтийской,9,0.6505573523792918,0.0934486113820292,0.8743980345135947,7133,no,642
rewrite,переработать,1,0.7279047202727731,0.0329160181805212,0.9567361711939693,7285,no,34763
kenny,джейми,2,0.5752862046985491,0.0223292307811368,0.962636121064688,6362,no,3023
ellen,энн,3,0.626427087247236,0.0411387126037512,0.9383750446578688,6539,no,2468
disabled,инвалидов,0,0.5134586210375647,0.0,1.0,6626,no,210179
philosophers,философ,8,0.6437750027172235,0.1411321416928201,0.8201925632886184,7075,no,39041
invitation,приглашенный,7,0.5268552292922407,0.2038038673094927,0.7210684596176569,7080,no,154220
kilometres,километрами,5,0.6411933268007265,0.1127032127488981,0.8505057301148686,7051,no,58331
romans,карфагенянами,5,0.685965223908315,0.0857955055162438,0.8888314703700786,7221,no,2089
helsinki,стокгольма,9,0.6567746250652806,0.1691257495348652,0.7952225780055538,7587,no,797
nottingham,ноттингем,0,0.6521752264130958,0.0,1.0,6904,yes,1490
chambers,картер,8,0.404286612400923,0.0356071595743756,0.9190550950187696,6295,no,54131
holmes,уэллер,5,0.5451575513515095,0.0812400557247805,0.8703059290025573,5806,no,4121
capitol,records»,3,0.5232559516551736,0.1207346632144558,0.8125210827196643,6028,no,17936
circulation,циркулирующей,3,0.4936845008942687,0.0198582000276068,0.9613309662624768,6131,no,173975
legally,законно,1,0.6294804436118686,0.0635393984673997,0.9083151814574856,6814,yes,179044
publish,опубликовать,1,0.7862545178363409,0.0037315819797409,0.9952763953940332,5859,yes,230884
dubai,дубая,5,0.5627057821745807,0.0686104995342608,0.8913215110680395,7061,no,13630
prestigious,престижная,7,0.6341773189053175,0.1031160994301564,0.8601423844757042,6079,no,139260
henri,жозеф,7,0.6444213748360891,0.1064067107132894,0.8582808598116944,5858,no,666
transformation,переосмысления,9,0.5536436105816842,0.1186979749312153,0.8234558482045017,6328,no,192718
warrior,ниндзя,9,0.5080375333193103,0.1165762662985785,0.813362646854913,5815,no,67574
jung,чхан,8,0.4647281383303488,0.0696661552961622,0.8696352934021934,7595,no,1383
sin,богом,6,0.4138259981445963,0.0644001951198429,0.8653352827032788,6039,no,308951
endings,прилагательные,9,0.4191371825718666,0.0619070244526029,0.8713069951813099,6561,no,23479
auxiliary,вспомогательный,1,0.5750818011898079,0.011803982108743,0.9798870880081648,6262,no,31278
saxony,саксонии,0,0.7792550450207986,0.0,1.0,6734,no,223
miscellaneous,поясняющие,2,0.3887659530419752,0.0090989671147962,0.9771305117545648,7520,no,24875
receptor,синтазы,5,0.6802454155022518,0.0357224617970907,0.950106055132198,7511,no,46748
conferences,семинары,3,0.651256425069041,0.0815906965807099,0.888666143087201,5837,no,169878
aunt,тётка,9,0.6817223436017845,0.03943126823803,0.9453219569441904,7483,no,65845
legally,законодательством,2,0.5893100258893752,0.1037098161898931,0.8503508703607497,6814,no,179044
avoided,избегать,1,0.5720611438925479,0.0033031850658489,0.994258967927628,7301,no,171596
frontier,кавалерией,3,0.4682601444413751,0.0273472526270387,0.94482073353061,5886,no,43612
avoided,избежать,0,0.5753643289583968,0.0,1.0,7301,no,171596
licensing,лицензиям,6,0.6743871564358426,0.0511961935884246,0.9294413335329258,6844,no,130623
bulk,складирования,7,0.4644444569103165,0.0877679339323745,0.8410612739086888,6784,no,208183
consequence,повлекло,8,0.5403115633164102,0.137508367752031,0.7971314187600269,6680,no,216076
innocent,невиновного,0,0.580567337200046,0.0,1.0,6631,no,186939
malcolm,саймон,6,0.5558264710970224,0.07506614672804,0.8810159691092553,6383,no,1247
ist,einem,2,0.610941846548514,0.0211677567669243,0.9665125214742843,7165,no,13938
footage,отсняты,7,0.6287044478440142,0.0411089847588403,0.9386262162598122,5911,no,145412
jam,madlib,7,0.463604516501701,0.0307477579935155,0.9378019287462324,6416,no,79059
footage,видеоряд,5,0.6307695241588537,0.0390439084440009,0.9417092782205356,5911,no,145412
webster,уэбстера,2,0.5390364794171221,0.0783442438940593,0.8731022188806321,7187,no,2169
spa,курорта,3,0.4088530076246903,0.0661079944600274,0.8608138475161886,7100,no,165022
cliff,скале,1,0.486901700268634,0.0018675699277801,0.9961790357093652,6142,no,55687
theodore,константинопольский,8,0.4582971412441094,0.0472263650652035,0.9065792896358268,6770,no,1392
administered,назначаемый,0,0.5812512658452543,0.0,1.0,5989,no,123524
graves,захоронением,5,0.6021535868856654,0.0341593544317101,0.946316737860165,6977,no,29787
hopkins,уэнделл,9,0.5354378471000132,0.0426146940379332,0.926278857015242,6432,no,1294
duck,утиные,8,0.4572300484181126,0.0368247754101093,0.9254641921623804,5993,no,78432
permit,предоставляться,5,0.5686031612944007,0.0270142463338738,0.9546449684178244,6676,no,353092
wore,носились,9,0.5924162237496544,0.046519435908324,0.927192299873784,6932,no,155002
broadcasts,вещание,0,0.7228026011885045,0.0,1.0,6157,no,41348
egg,яйцах,8,0.5553452662595416,0.1239845797475142,0.8174898681748388,6020,no,233657
balls,тарелку,6,0.4546489935809758,0.0459939910416707,0.9081301597058468,6035,no,222970
deliver,получить,4,0.5420708432572933,0.091810332637585,0.8551616042108012,6666,no,709685
configuration,конфигурации,0,0.6995569625145054,0.0,1.0,6248,yes,215656
preference,предпочтениях,2,0.6204050855397772,0.0448022572575146,0.9326491841339052,6776,no,198338
accordingly,переформулировать,8,0.5426915024375402,0.040095890426932,0.931199797871646,7067,no,157314
leipzig,геттингене,5,0.6568743895176768,0.0232311564958789,0.9658418364148792,7354,no,190
betty,полли,1,0.5833819949704615,0.0121608751524202,0.9795801851344288,6440,no,3717
substance,веществ,1,0.5838352396409223,0.0221684034108922,0.9634186961331572,5984,no,330867
fbi,оперативники,4,0.5849840163837026,0.1370211522818204,0.810221369280395,6454,no,4093
kenny,кенни,3,0.5720824082230508,0.025533027256635,0.9572751543203688,6362,yes,3023
hardy,харди,0,0.508802856110445,0.0,1.0,6889,yes,30773
scattered,рассредоточены,9,0.5242254243443583,0.1187371591298843,0.8153280421260454,7492,no,105912
carved,барельефами,7,0.6254786247947758,0.0092674555457864,0.9853997435623169,7296,no,81696
dylan,дилан,0,0.5920080666904712,0.0,1.0,6942,yes,8805
impressed,впечатлённый,9,0.5559131212352664,0.1043144110442848,0.8420023310992181,6447,no,263477
skull,черепной,9,0.6016578763361567,0.1377397656504025,0.813713544879135,6961,no,71525
concerto,скрипки,3,0.724643528727438,0.0200471380958278,0.9730799122522298,6778,no,7740
unofficial,неофициальная,5,0.5835859597560806,0.0388520978714073,0.9375807802956369,6783,yes,34310
observer,наблюдательном,4,0.5357426754814784,0.0872194987628122,0.8599923039169797,6119,no,57335
tibetan,тибете,7,0.6509616169025293,0.0603927870202719,0.9151016895555396,7575,no,2275
header,заголовков,2,0.456952825832722,0.0170754254838372,0.9639780425820356,5913,no,102354
screenplay,сценарий»,1,0.7743540220743083,0.0433808534176672,0.9469499776543492,6075,no,28645
licence,лицензиям,5,0.6108280773343405,0.1208771440890307,0.8348007632720034,6265,no,102241
gibraltar,кадисе,7,0.5233069065618442,0.160293641653862,0.7655156332565106,7105,no,419
emmy,оскар»,3,0.6574100937684562,0.0778984824483177,0.8940601470349875,6638,no,950
planes,бомбардировщиков,5,0.6311731714810045,0.0536848602955271,0.9216116949723612,7249,no,109896
app,ios,3,0.6234557245076332,0.0268932849652779,0.9586479189272938,7238,no,450833
physicist,химик,8,0.6944434021295474,0.1997103739333021,0.776648738416484,7470,no,22297
shelter,убежищем,5,0.5464904133179944,0.0398037251746177,0.9321096313926064,6762,no,188545
penn,массачусетса,3,0.4786410441171355,0.0333729382533806,0.9348202599880748,5924,no,3642
prestigious,престижные,3,0.6734509171671038,0.06384250116837,0.9134096418322816,6079,no,139260
careful,тщательной,5,0.5965036924448377,0.0363819830274149,0.9425141310075204,6484,no,458615
winnipeg,эдмонтон,5,0.6334023736169894,0.051678377372773,0.924566005834916,6384,no,3031
bombers,бомбардировщик,6,0.6379232333214369,0.0645658537634807,0.9080898836003184,6869,no,25222
alexandria,александрия,2,0.5547211828805612,0.1398787780119299,0.7986196575188403,6543,no,7066
casting,кастинг,2,0.4945110786418308,0.0158188844184504,0.9690026344453894,7087,yes,110749
incomplete,незаконченным,5,0.4769886586300959,0.056740079415932,0.8936911667457583,6246,no,78064
linguistic,лингвистические,1,0.7595945569774252,0.0108968606230612,0.985857258920551,7439,no,45811
violate,нарушающих,3,0.6708085411154765,0.0629362164077997,0.9142260087550904,7491,no,61891
larvae,личиночной,4,0.6450067857274611,0.0335003762369386,0.9506263483793612,7175,no,26769
sailed,крейсерство,5,0.6789263086633361,0.1154175047364863,0.8547008199856244,5927,no,39406
pleasure,развлечения,8,0.4780631537345136,0.1150552771405074,0.8060163516234563,7498,no,511447
hey,послушай,0,0.5400120142886188,0.0,1.0,6294,no,138190
innovative,инновационную,8,0.6208732632499857,0.0567213690360042,0.916290114570943,6686,no,519640
consistently,систематически,3,0.5307466244240127,0.0351984185183344,0.9378059425428696,6443,no,287966
vulnerable,уязвимые,5,0.6108104188720884,0.0299940359282595,0.9531931532254958,7058,yes,231732
nixon,рейгана,3,0.6551776413262889,0.0182316898615455,0.9729262886372744,7576,no,1720
mhz,fm,9,0.6247059800646282,0.1967014267430562,0.7605312234673947,7097,no,3402
prof,ученый,5,0.5484179467009954,0.078329822100935,0.8750217774996348,6959,no,7257
priority,приоритетное,1,0.5305449216835945,0.0147811254921856,0.9728948845030666,6677,no,344855
employer,сотрудников,8,0.5251448903232931,0.157894042171873,0.7688359555214805,7572,no,384412
guatemala,боливия,5,0.691940552796749,0.0492484321034132,0.9335548246038128,6759,no,1227
ham,манчестер,7,0.4291593196225559,0.0237012627532448,0.9476632242335974,7414,no,44321
santo,ресифи,9,0.5469391942329986,0.102961234228819,0.8415738323599703,7355,no,890
hide,вытащить,7,0.5705080695774633,0.1320261987409449,0.8120715177966138,6278,no,266447
breed,терьер,6,0.5472328507159347,0.0514834478153753,0.9140102784212362,6261,no,173187
batman,бэтмену,6,0.5611906444283659,0.0472544553221656,0.9223357122252436,5963,no,12095
infinite,бесконечной,1,0.6699396217474283,0.0212550714942308,0.9692487924139782,6727,yes,103329
pos,pxx,3,0.4165928129722784,0.0076039092057825,0.9820745686889332,7569,no,10338
reds,брюинз»,3,0.4763495199203886,0.0207790385818656,0.9582018811301676,7351,no,26089
paste,подредактировать,9,0.5037380533858291,0.0223129221119426,0.9575841065766882,6731,no,125302
lucy,кэролайн,7,0.5864980697495261,0.0443885920680557,0.929640940672018,6174,no,4034
shorts,shorts,0,0.5916756365451694,0.0,1.0,6606,no,110397
zimbabwe,уганды,5,0.6349719401682472,0.0537158315012296,0.9220026349952246,6521,no,1329
pond,ручья,6,0.538459986289225,0.0845595481179187,0.864274643975033,6458,no,114161
warnings,предупреждений,0,0.7494466321711702,0.0,1.0,5916,no,89525
