et,sk,position,score,rel_score,ratio_score,index,freqs,correctness,note
ettevõte,koncern,3.0,0.7645278388529084,0.055324576764405,0.9325188586256123,1543.0,1428160.0,no,meaning
kalad,krevetky,2.0,0.7495872370330761,0.0190558862149758,0.9752084086377414,8778.0,0.0,no,meaning
sundima,naháňať,9.0,0.6443383631414479,0.0476514288804077,0.9311385378371264,38715.0,292004.0,no,meaning
Kalad,Blíženci,2.0,0.6854529725766129,0.0636769381518974,0.914998804292872,39667.0,4.0,no,meaning
meenutama,vynárať,8.0,0.5929027219140359,0.1762398545455452,0.7708619182716552,17352.0,397439.0,no,meaning
selge,logický,6.0,0.6692598644610465,0.168056739465372,0.7992912851873406,643.0,764054.0,no,meaning
meenutama,pripomínať,0.0,0.7691425764595812,0.0,1.0,17352.0,397439.0,yes,1
samasugune,takýto,4.0,0.7181987032791326,0.0448728995230659,0.9411943789307832,4134.0,232692.0,no,meaning
miski,lebo,4.0,0.6820968423835518,0.0315698449449014,0.9557638803864024,1625.0,3791215.0,no,meaning
miski,predsa,3.0,0.6831877719915975,0.0304789153368557,0.957292506602836,1625.0,3791215.0,no,meaning
ettevõte,Firma,5.0,0.7528048338843749,0.0670475817329385,0.9182199375695508,1543.0,1428160.0,yes,1
märkmed,zápisky,0.0,0.8015301642957453,0.0,1.0,46834.0,0.0,yes,near_equivalent
kell,17.00,9.0,0.7926370978901688,0.0262820395453257,0.9679064289208946,174.0,1860327.0,no,number
sundima,nenútil,7.0,0.6486347993160367,0.0433549927058188,0.9373473522215634,38715.0,292004.0,no,antonymum
sülle,pusy,6.0,0.6687427817747018,0.1027762089150061,0.8667871949294104,8490.0,5.0,no,meaning
hommik,upršaný,5.0,0.7424672698005125,0.0398659768164902,0.9490422054937836,8406.0,659630.0,no,meaning
lõplik,záväzný,9.0,0.6200030635253122,0.1511998728036505,0.8039428201306082,6906.0,122888.0,no,meaning
kell,14.30,4.0,0.8064746707190847,0.0124444667164097,0.9848037905728024,174.0,1860327.0,no,number
sundima,provokovať,2.0,0.6719215670651055,0.02006822495675,0.9709992471158936,38715.0,292004.0,no,meaning
prillid,zrkadlo,7.0,0.6645184658827572,0.149794609682909,0.8160478884870496,12013.0,0.0,no,meaning
elama,žiť,1.0,0.7122410658933297,0.0501296897060657,0.9342449991190276,1542.0,1552401.0,yes,1
küll,síce,9.0,0.7917431663699045,0.0548849776667751,0.935172273620522,81.0,2924749.0,yes,near_equivalent
neli,štyri,5.0,0.7873219253661761,0.0252564914537541,0.9689180872504628,605.0,863991.0,yes,1
süles,posteli,8.0,0.7171840100318874,0.071525507296986,0.909313244324448,10366.0,0.0,no,meaning
olud,horúčavy,9.0,0.6320481752548447,0.0973076530309172,0.8665841153835381,17371.0,0.0,no,meaning
peamiselt,najmä,2.0,0.7083561396328905,0.1225645301415858,0.8524955093789499,844.0,307417.0,yes,1
ujumisriided,osušky,1.0,0.7344386403235641,0.019094941895305,0.9746594679442452,132856.0,0.0,no,meaning
minister,Kažimír,9.0,0.7718889728763397,0.1091122593499466,0.8761497085830171,1342.0,305397.0,no,meaning
Kalad,Škorpión,4.0,0.6646229036865037,0.0845070070420066,0.8871931212040036,39667.0,4.0,no,meaning
ahi,mikrovlnka,3.0,0.7253365972825772,0.0787879305889045,0.9020202370925604,13669.0,169140.0,no,meaning
õpingud,doktorandské,8.0,0.7249495447679413,0.0767492778863854,0.9042666950260972,18935.0,3.0,no,meaning
Kalad,Ryby,0.0,0.7491299107285103,0.0,1.0,39667.0,4.0,yes,1
ahi,piecka,0.0,0.8041245278714817,0.0,1.0,13669.0,169140.0,yes,1
ammu,dávno,0.0,0.8717704528750656,0.0,1.0,991.0,270403.0,yes,1
demokraatia,demokracie,0.0,0.9130279957960212,0.0,1.0,3374.0,110824.0,yes,not_basic_form
dressid,tepláky,0.0,0.8014783284668785,0.0,1.0,76903.0,0.0,no,meaning
eeldama,chápať,0.0,0.6641914253574421,0.0,1.0,70948.0,262727.0,no,meaning
eesotsas,čele,0.0,0.7427308508639836,0.0,1.0,4345.0,0.0,no,meaning
enda,svojho,0.0,0.7501732103916978,0.0,1.0,163.0,72.0,yes,not_basic_form
enese,ega,0.0,0.7873927541252344,0.0,1.0,2840.0,0.0,no,meaning
esindus,centrála,0.0,0.6714971847661874,0.0,1.0,11812.0,104355.0,no,meaning
ettevõtlus,podnikanie,0.0,0.765761725703029,0.0,1.0,19320.0,139413.0,yes,1
hetk,okamih,0.0,0.8423754183073013,0.0,1.0,2329.0,1585458.0,yes,1
hindamine,posudzovanie,0.0,0.7692267334196788,0.0,1.0,6199.0,229765.0,yes,near_equivalent
hommik,večer,0.0,0.7823332466170028,0.0,1.0,8406.0,659630.0,no,meaning
juur,koreň,0.0,0.7175772271014127,0.0,1.0,29104.0,128780.0,yes,1
järgmine,nasledujúci,0.0,0.7988487733294096,0.0,1.0,1080.0,1661707.0,yes,1
kalad,raky,0.0,0.768643123248052,0.0,1.0,8778.0,0.0,no,meaning
kiire,rýchly,0.0,0.8406575933009206,0.0,1.0,954.0,532068.0,yes,1
kilo,kilogramov,0.0,0.8224537081167791,0.0,1.0,3095.0,106652.0,yes,not_basic_form
koht,miesto,0.0,0.7304408089820655,0.0,1.0,470.0,2726920.0,yes,1
kontoritarbed,vreckové,0.0,0.7270335149909077,0.0,1.0,300027.0,0.0,no,meaning
kuivõrd,jednak,0.0,0.7536499065273685,0.0,1.0,3346.0,101438.0,no,meaning
küll,akurát,0.0,0.8466281440366796,0.0,1.0,81.0,2924749.0,no,meaning
laekuma,vyplácať,0.0,0.6570944312110647,0.0,1.0,36316.0,135172.0,no,meaning
lastevanemad,učitelia,0.0,0.8255301272681823,0.0,1.0,86554.0,0.0,no,meaning
laul,pieseň,0.0,0.8095129516729159,0.0,1.0,4021.0,392297.0,yes,1
laupäev,sobota,0.0,0.7769991308301647,0.0,1.0,14506.0,339416.0,yes,1
linn,mesto,0.0,0.8675380059374656,0.0,1.0,1069.0,1549647.0,yes,1
lugu,príbeh,0.0,0.7702804463211665,0.0,1.0,502.0,1104562.0,yes,1
läbirääkimised,rokovania,0.0,0.7589100446716812,0.0,1.0,4758.0,0.0,yes,1
lõplik,konečný,0.0,0.7712029363289628,0.0,1.0,6906.0,122888.0,yes,1
maantee,križovatky,0.0,0.7962042758659265,0.0,1.0,2810.0,219004.0,no,meaning
madalale,nízkemu,0.0,0.7049351669472188,0.0,1.0,17153.0,26.0,yes,not_basic_form
matused,pohreby,0.0,0.7310114296235182,0.0,1.0,39007.0,0.0,yes,not_basic_form
minister,minister,0.0,0.8810012322262863,0.0,1.0,1342.0,305397.0,yes,1
märkmed,zápisky,0.0,0.8015301642957453,0.0,1.0,46834.0,0.0,yes,near_equivalent
neli,päť,0.0,0.8125784168199303,0.0,1.0,605.0,863991.0,no,meaning
näitleja,herec,0.0,0.8417441651405522,0.0,1.0,3168.0,214001.0,yes,1
nõu,poradiť,0.0,0.7006485052128993,0.0,1.0,1498.0,282856.0,no,pos_tag
ohver,násilník,0.0,0.7939272530246649,0.0,1.0,10861.0,186708.0,no,meaning
olemasolu,existenciu,0.0,0.6764476122856175,0.0,1.0,1788.0,195567.0,yes,not_basic_form
olud,poveternostné,0.0,0.729355828285762,0.0,1.0,17371.0,0.0,no,meaning
pidu,párty,0.0,0.7740315882666804,0.0,1.0,3266.0,237563.0,yes,1
pulmad,zásnuby,0.0,0.85281197253513,0.0,1.0,19294.0,0.0,no,meaning
põhi,spodok,0.0,0.7205460393929846,0.0,1.0,8120.0,317683.0,yes,near_equivalent
põhimõte,zásada,0.0,0.8363601640908529,0.0,1.0,5337.0,347800.0,yes,1
põlema,horieť,0.0,0.7456977750825635,0.0,1.0,4615.0,187965.0,yes,1
ripsmed,mihalnice,0.0,0.8446470108811285,0.0,1.0,37263.0,0.0,yes,1
samasugune,taký,0.0,0.7630716028021985,0.0,1.0,4134.0,232692.0,no,meaning
samuti,takisto,0.0,0.8682924522186775,0.0,1.0,190.0,1933240.0,yes,1
selge,jasný,0.0,0.8373166039264185,0.0,1.0,643.0,764054.0,yes,1
selts,spolok,0.0,0.7443298829334017,0.0,1.0,13880.0,185095.0,yes,1
seoses,súvislosti,0.0,0.8064602786873543,0.0,1.0,693.0,441101.0,yes,not_basic_form
sisemine,vnútorný,0.0,0.7608608598342776,0.0,1.0,7566.0,148597.0,yes,1
soodne,výhodný,0.0,0.7885925651083,0.0,1.0,7644.0,137496.0,yes,1
suhkur,melasa,0.0,0.8274854458018194,0.0,1.0,7490.0,157996.0,no,meaning
sundima,presviedčať,0.0,0.6919897920218556,0.0,1.0,38715.0,292004.0,no,meaning
te,vy,0.0,0.7656742879966156,0.0,1.0,268.0,44.0,yes,1
tegelema,zaoberať,0.0,0.82499470919831,0.0,1.0,2658.0,817278.0,yes,1
tellimus,objednávku,0.0,0.7471800533691729,0.0,1.0,13520.0,182512.0,yes,not_basic_form
tüüp,typ,0.0,0.71534677999164,0.0,1.0,4986.0,374774.0,yes,1
ujumisriided,papuče,0.0,0.7535335822188691,0.0,1.0,132856.0,0.0,no,meaning
vangi,väzenia,0.0,0.7872307798466947,0.0,1.0,5051.0,0.0,yes,not_basic_form
vangist,väzenia,0.0,0.7087277978348594,0.0,1.0,68059.0,0.0,yes,not_basic_form
vuntsid,strapaté,0.0,0.76149055508636,0.0,1.0,60033.0,0.0,no,meaning
võimalik,možné,0.0,0.8568724316604475,0.0,1.0,135.0,2337813.0,yes,not_basic_form
võistlus,pretek,0.0,0.7762624238401117,0.0,1.0,3683.0,524195.0,yes,1
õnnelik,šťastný,0.0,0.8963540214190581,0.0,1.0,2381.0,251656.0,yes,1
õpingud,vysokoškolské,0.0,0.8016988226543267,0.0,1.0,18935.0,3.0,no,meaning
üheksa,deväť,0.0,0.8653567323444431,0.0,1.0,2253.0,166919.0,yes,1
minister,vicepremiér,3.0,0.7866067359772755,0.0943944962490108,0.8928554322103769,1342.0,305397.0,no,meaning
madalale,slabému,3.0,0.6532114165367406,0.0517237504104781,0.9266262305589432,17153.0,26.0,no,meaning
õhtu,rána,3.0,0.7304553034298409,0.0854536130634606,0.8952657443299773,2689.0,832578.0,no,antonymum
nõu,prekonzultovať,3.0,0.6520597918257653,0.048588713387134,0.9306517989753368,1498.0,282856.0,no,meaning
laupäev,piatok,4.0,0.7335163501545876,0.043482780675577,0.9440375427072628,14506.0,339416.0,no,meaning
sisemine,vnútorná,1.0,0.7317435369636076,0.02911732287067,0.9617310806643252,7566.0,148597.0,yes,not_basic_form
nemad,títo,2.0,0.8173233560772467,0.0843371705098955,0.9064646083275726,1309.0,0.0,no,meaning
jälgima,sledovať,2.0,0.6930829972958581,0.0261663262599416,0.9636199501299751,6357.0,463215.0,yes,1
märkmed,denníky,4.0,0.7049605524833688,0.0965696118123765,0.8795184309785443,46834.0,0.0,no,meaning
kell,15.00,3.0,0.8068537695419826,0.0120653678935118,0.9852667164046311,174.0,1860327.0,no,number
põhjendama,posudzovať,0.0,0.6944942385809666,0.0,1.0,30840.0,121083.0,no,meaning
võistlus,preteky,4.0,0.7331659287406582,0.0430964950994534,0.944482054295172,3683.0,524195.0,yes,near_equivalent
laekuma,vyplatené,3.0,0.6291235970347084,0.0279708341763562,0.9574325502579524,36316.0,135172.0,no,meaning
mahtuma,zmestia,2.0,0.6429310726331463,0.0334947256257533,0.9504827791725746,27540.0,213662.0,yes,not_basic_form
sõitma,jazdiť,0.0,0.8307472429704693,0.0,1.0,2734.0,1406894.0,yes,1
tegelema,zamýšľať,2.0,0.7311222060348681,0.0938725031634418,0.8862144179631617,2658.0,817278.0,no,meaning
näitleja,tanečník,2.0,0.7634516257316051,0.078292539408947,0.9069877254262,3168.0,214001.0,no,meaning
teie,vy,2.0,0.7234977045227893,0.0104757734928906,0.9857273133067256,359.0,7.0,yes,not_basic_form
vuntsid,ryšavé,1.0,0.7415238772591112,0.0199666778272488,0.9737794806595016,60033.0,0.0,no,meaning
süles,náručí,0.0,0.7887095173288734,0.0,1.0,10366.0,0.0,no,meaning
kanal,stream,4.0,0.6281008949923044,0.1708781377632293,0.7861293841793299,10609.0,195056.0,no,meaning
elama,odsťahovať,2.0,0.6761185899645095,0.086252165634886,0.8868632289455117,1542.0,1552401.0,no,meaning
eel,októbrového,4.0,0.6472703020979172,0.0416952776631108,0.9394813342089264,2558.0,106733.0,no,meaning
dressid,tepláky,0.0,0.8014783284668785,0.0,1.0,76903.0,0.0,no,meaning
samuti,aj,4.0,0.842416558841555,0.0258758933771224,0.9701991036418618,190.0,1933240.0,no,meaning
pood,supermarket,1.0,0.7881968287123557,0.0195618942700306,0.9757825032234816,8431.0,513985.0,yes,near_equivalent
ahi,sporák,2.0,0.7518575325971777,0.052266995274304,0.9350013667501788,13669.0,169140.0,no,meaning
enda,vlastného,2.0,0.7001001849674082,0.0500730254242896,0.9332513815067532,163.0,72.0,yes,not_basic_form
elama,žiť,1.0,0.7122410658933297,0.0501296897060657,0.9342449991190276,1542.0,1552401.0,yes,1
ohver,kriminálnik,4.0,0.7231290659759901,0.0707981870486748,0.9108253473111656,10861.0,186708.0,no,meaning
vangist,vraždil,4.0,0.6690440708218477,0.0396837270130117,0.9440070967524568,68059.0,0.0,no,meaning
sundima,provokovať,2.0,0.6719215670651055,0.02006822495675,0.9709992471158936,38715.0,292004.0,no,meaning
nemad,všetci,4.0,0.7826075727105211,0.1190529538766211,0.8679625531271218,1309.0,0.0,no,meaning
tellimus,objednávky,3.0,0.6879835401520582,0.0591965132171147,0.9207734294428944,13520.0,182512.0,yes,not_basic_form
pidu,žúr,1.0,0.7537777950372058,0.0202537932294746,0.9738333763938112,3266.0,237563.0,yes,1
näitleja,scenárista,3.0,0.7629393258088049,0.0788048393317473,0.906379108290476,3168.0,214001.0,no,meaning
demokraatia,demokratických,1.0,0.8506863212392508,0.0623416745567705,0.931719865279248,3374.0,110824.0,no,pos_tag
kiire,okamžitý,4.0,0.6779925982436956,0.1626649950572249,0.806502675579833,954.0,532068.0,no,meaning
ripsmed,maskary,3.0,0.7878689617038964,0.056778049177232,0.9327789615711756,37263.0,0.0,no,meaning
hommik,ráno,1.0,0.7740731191731629,0.0082601274438398,0.989441676575093,8406.0,659630.0,yes,1
soodne,stabilný,3.0,0.6769854116331843,0.1116071534751157,0.8584729828643662,7644.0,137496.0,no,meaning
neli,osem,4.0,0.7990963625137536,0.0134820543061766,0.983408303706934,605.0,863991.0,no,meaning
soodne,výhodné,2.0,0.6901827080587778,0.0984098570495222,0.8752082362886502,7644.0,137496.0,yes,not_basic_form
koht,miesta,2.0,0.6071947494800147,0.1232460595020508,0.8312716677566179,470.0,2726920.0,yes,not_basic_form
põhimõte,Zásada,3.0,0.7108833078108224,0.1254768562800304,0.849972701155097,5337.0,347800.0,yes,1
põhi,spodok,0.0,0.7205460393929846,0.0,1.0,8120.0,317683.0,yes,near_equivalent
küll,akurát,0.0,0.8466281440366796,0.0,1.0,81.0,2924749.0,no,meaning
püksid,trenky,3.0,0.811807789862411,0.0108742834654922,0.9867819126998796,7469.0,0.0,no,meaning
esindus,centrála,0.0,0.6714971847661874,0.0,1.0,11812.0,104355.0,no,meaning
suhkur,cukor,2.0,0.8087612914075124,0.0187241543943069,0.9773722251076408,7490.0,157996.0,yes,1
vahendusel,stránkach,3.0,0.6447835685896208,0.120444574273506,0.8426030519174862,2371.0,0.0,no,meaning
prillid,zrkadielko,2.0,0.681672214322087,0.1326408612435792,0.8371131875152077,12013.0,0.0,no,meaning
juur,bodliak,3.0,0.6560915324353516,0.0614856946660611,0.9143148746310876,29104.0,128780.0,no,meaning
tüüp,manipulátor,2.0,0.5998251804780917,0.1155215995135482,0.8385096532972466,4986.0,374774.0,no,meaning
sundima,nútiť,1.0,0.6797612578944783,0.0122285341273773,0.982328447228032,38715.0,292004.0,yes,1
maantee,frekventovanej,1.0,0.7877509694974025,0.0084533063685239,0.9893829930022288,2810.0,219004.0,no,meaning
jutumärgid,nadpisy,1.0,0.7589294807560614,0.0611881583419493,0.9253909982850194,121976.0,0.0,no,meaning
lastevanemad,rodičia,1.0,0.8232169335158213,0.002313193752361,0.9971979293354007,86554.0,0.0,yes,1
enda,svojho,0.0,0.7501732103916978,0.0,1.0,163.0,72.0,yes,not_basic_form
näpp,prst,1.0,0.7514932180727869,0.0048883529155949,0.9935371866487872,50733.0,115253.0,yes,1
juur,koreň,0.0,0.7175772271014127,0.0,1.0,29104.0,128780.0,yes,1
kuivõrd,jednak,0.0,0.7536499065273685,0.0,1.0,3346.0,101438.0,no,meaning
järgmine,tretí,4.0,0.6734055822785727,0.1254431910508369,0.8429700398386796,1080.0,1661707.0,no,meaning
kanal,kanálom,3.0,0.668149892575795,0.1308291401797386,0.8362546014148422,10609.0,195056.0,yes,not_basic_form
vms,napr,2.0,0.7379357152566812,0.033501972820584,0.9565720299405068,1552.0,230297.0,no,shortcut
miski,ono,0.0,0.7136666873284533,0.0,1.0,1625.0,3791215.0,no,meaning
ahi,krb,4.0,0.7237092880971837,0.0804152397742979,0.8999965341348843,13669.0,169140.0,no,meaning
küll,tak,3.0,0.8051577909051687,0.0414703531315109,0.9510170392708864,81.0,2924749.0,no,meaning
näitleja,režisér,1.0,0.8239943150280472,0.0177498501125049,0.9789130108082886,3168.0,214001.0,no,meaning
koht,mieste,1.0,0.6217338438908648,0.0883100805429919,0.8756272992358822,470.0,2726920.0,yes,not_basic_form
enda,seba,4.0,0.5950818906369044,0.0506710213333586,0.921531873269056,163.0,72.0,yes,1
lõplik,predbežný,1.0,0.7462903873844416,0.0516727525649857,0.9352441861308776,6906.0,122888.0,no,meaning
järgmine,tretí,4.0,0.6895066538789916,0.1032866620259669,0.8697180463636135,1080.0,1661707.0,no,meaning
põhimõte,zásadu,2.0,0.7198442050855839,0.0790765073034053,0.9010208321337104,5337.0,347800.0,yes,not_basic_form
vms,Alebo,7.0,0.7129933857856089,0.0631262053605311,0.9186643320428116,1552.0,230297.0,no,shortcut
põlema,zhasne,8.0,0.6643737692024654,0.0675438146450582,0.9077166389554466,4615.0,187965.0,no,meaning
te,ste,9.0,0.6126699561192727,0.0409530087204746,0.9373445993738678,268.0,44.0,no,meaning
põlema,zapáliť,4.0,0.7097004541817495,0.022217129665774,0.9696453123192044,4615.0,187965.0,yes,1
vuntsid,traky,8.0,0.6911346889369894,0.0794009580194462,0.8969535564862252,60033.0,0.0,no,meaning
läbirääkimised,rokujeme,3.0,0.67330449113584,0.0580771029768248,0.9205926106914328,4758.0,0.0,no,pos_tag
jutumärgid,skratky,9.0,0.6798603910499392,0.1106285371892384,0.8600504912375374,121976.0,0.0,no,meaning
enda,sebe,1.0,0.6165019918253074,0.0292509201449556,0.9547026120939852,163.0,72.0,yes,not_basic_form
sundima,pokúšať,9.0,0.7015867970030656,0.0440884673574959,0.9408744403030412,38715.0,292004.0,no,meaning
nemad,Jediní,6.0,0.7391294163033402,0.0892771300015528,0.8922302939302286,1309.0,0.0,no,meaning
läbirääkimised,memorandum,8.0,0.6513173665005082,0.0800642276121567,0.8905301579139503,4758.0,0.0,no,meaning
hetk,chvíľku,6.0,0.7338987178110798,0.1008839844605939,0.8791494071618149,2329.0,1585458.0,yes,not_basic_form
eeldama,akceptovať,2.0,0.7210198458970103,0.0175467571833826,0.976242146462893,70948.0,262727.0,no,meaning
minister,Kažimír,6.0,0.7448798223979681,0.1140127025762042,0.8672561475842013,1342.0,305397.0,no,meaning
demokraatia,demokracia,2.0,0.786580432968981,0.0777409120765848,0.9100555452873996,3374.0,110824.0,yes,1
ettevõte,Firma,9.0,0.7270541978716787,0.0826814745404083,0.8978907841689721,1543.0,1428160.0,yes,1
võistlus,zápolenie,2.0,0.7296161169348613,0.0380996297738188,0.9503727389503758,3683.0,524195.0,yes,near_equivalent
neli,tri,6.0,0.7934920433427535,0.0300151054612201,0.9635521009079124,605.0,863991.0,no,meaning
dressid,tričká,6.0,0.8026937322163215,0.0274827173725554,0.9668953300395772,76903.0,0.0,no,meaning
koht,miesto,0.0,0.7100439244338568,0.0,1.0,470.0,2726920.0,yes,1
sõitma,odviezť,5.0,0.7544552271467784,0.0965096360511738,0.886587989440025,2734.0,1406894.0,yes,near_equivalent
võimalik,potrebné,1.0,0.6828616151237519,0.1039746316874943,0.8678573437499039,135.0,2337813.0,no,meaning
lugu,pesnička,2.0,0.6874106675796741,0.0371583619893718,0.9487166019068292,502.0,1104562.0,yes,1
samasugune,ten,4.0,0.7570238887785109,0.0536849912204878,0.9337801860261428,4134.0,232692.0,no,meaning
sisemine,vnútorný,0.0,0.8095302424709812,0.0,1.0,7566.0,148597.0,yes,1
võimalik,nemožné,7.0,0.6254987877342635,0.1613374590769827,0.7949542109545369,135.0,2337813.0,no,antonymum
ripsmed,chĺpky,4.0,0.7998558977465954,0.0552579169527674,0.9353794594323156,37263.0,0.0,no,meaning
ettevõte,subdodávateľ,3.0,0.769907796477879,0.039827875934208,0.9508137318248974,1543.0,1428160.0,no,meaning
põhjendama,posudzovať,9.0,0.7039447151743021,0.0828456844437313,0.894704250987365,30840.0,121083.0,no,meaning
sisemine,Vnútorný,9.0,0.6607855573421642,0.148744685128817,0.8162580255497385,7566.0,148597.0,yes,1
võistlus,pretek,0.0,0.7677157467086801,0.0,1.0,3683.0,524195.0,yes,1
demokraatia,demokracií,9.0,0.7549019244390178,0.1094194206065479,0.8734042364755211,3374.0,110824.0,yes,not_basic_form
raadio,televízie,6.0,0.7192469020590322,0.1002226356449966,0.8776981558999762,5077.0,148117.0,no,meaning
põhi,dnom,7.0,0.6374204776614225,0.0791151137227372,0.8895866239248388,8120.0,317683.0,yes,not_basic_form
vangist,väzeň,1.0,0.678673150971322,0.0197226276169308,0.9717600990418376,68059.0,0.0,no,meaning
põhjendama,odôvodniť,0.0,0.7867903996180334,0.0,1.0,30840.0,121083.0,yes,1
pood,predajňu,4.0,0.743580379608044,0.0580339145386743,0.92760369299496,8431.0,513985.0,yes,not_basic_form
selts,spolky,6.0,0.618868715168218,0.0991279326232752,0.8619381679173771,13880.0,185095.0,yes,not_basic_form
kuivõrd,skutočnosti,4.0,0.7285914835190791,0.0272572682124899,0.9639381977544496,3346.0,101438.0,no,meaning
ettevõte,gigant,8.0,0.7276240118506463,0.0821116605614407,0.8985944878569548,1543.0,1428160.0,no,meaning
läbirääkimised,Rokovania,1.0,0.7304142453899891,0.0009673487226757,0.998677367969795,4758.0,0.0,yes,1
püksid,džínsy,9.0,0.831420499789441,0.0536417961093426,0.9393920672500582,7469.0,0.0,yes,near_equivalent
eeldama,dokázať,0.0,0.7385666030803929,0.0,1.0,70948.0,262727.0,no,meaning
järgmine,nasledovný,2.0,0.7130767038510465,0.079716612053912,0.8994484306884992,1080.0,1661707.0,yes,1
küll,síce,9.0,0.7803741532257498,0.0546555854087417,0.93454654022488,81.0,2924749.0,yes,near_equivalent
õpingud,magisterské,0.0,0.7638057997134237,0.0,1.0,18935.0,3.0,no,meaning
vuntsid,chlpaté,7.0,0.6921938523865308,0.0783417945699048,0.8983281372129249,60033.0,0.0,no,meaning
esindus,kongres,9.0,0.5928205823825992,0.0822195321567124,0.8782005241083725,11812.0,104355.0,no,meaning
õhtu,Večer,7.0,0.6838172091698462,0.0967993776387496,0.8759962582469638,2689.0,832578.0,yes,1
vangi,odsúdený,9.0,0.6940298555788016,0.0729492880552302,0.9048875205268444,5051.0,0.0,no,meaning
suhkur,škrob,6.0,0.8023343602391046,0.060584960721184,0.9297907008806306,7490.0,157996.0,no,meaning
enda,svojho,7.0,0.5896173411261248,0.0561355708441382,0.9130695815635388,163.0,72.0,yes,not_basic_form
üheksa,štrnásť,8.0,0.7807091389481458,0.074757217024483,0.9126123236728728,2253.0,166919.0,no,meaning
teie,Vaše,8.0,0.6610801084171891,0.0314950666777815,0.9545246959314376,359.0,7.0,yes,1
samuti,rovnako,4.0,0.7921549687115343,0.0414486250540133,0.9502777754750528,190.0,1933240.0,yes,1
pood,predajni,8.0,0.7142541252642889,0.0873601688824294,0.8910196967290605,8431.0,513985.0,yes,not_basic_form
laul,Pieseň,2.0,0.809265601353865,0.0665346306221377,0.9240299006635102,4021.0,392297.0,yes,1
kanal,kanály,2.0,0.6690137276088342,0.1587543188655997,0.8082140044644704,10609.0,195056.0,yes,not_basic_form
märkmed,biografie,5.0,0.690574461842203,0.09789642934961,0.8758401477553157,46834.0,0.0,no,meaning
