et,sk,position,score,rel_score,ratio_score,index,freqs,correctness,note
mahtuma,zmestiť,0,0.6959166570467277,0.0,1.0,27540,213662.0,yes,1
kiire,rýchly,0,0.8406575933009206,0.0,1.0,954,532068.0,yes,1
näitleja,herec,0,0.86954259247496,0.0,1.0,3168,214001.0,yes,1
olemasolu,existenciu,0,0.6801304778773714,0.0,1.0,1788,195567.0,yes,not_basic_form
samuti,takisto,0,0.8682924522186775,0.0,1.0,190,1933240.0,yes,1
ujumisriided,papuče,0,0.7535335822188691,0.0,1.0,132856,0.0,no,meaning
te,ste,0,0.7485980441543267,0.0,1.0,268,44.0,no,meaning
kiire,rýchly,0,0.8294239198506779,0.0,1.0,954,532068.0,yes,1
laupäev,sobota,0,0.7769991308301647,0.0,1.0,14506,339416.0,yes,1
linn,mesto,0,0.8675380059374656,0.0,1.0,1069,1549647.0,yes,1
ettevõtlus,podnikateľská,0,0.7564559941574581,0.0,1.0,19320,139413.0,no,pos_tag
õhtu,večera,0,0.8171406701090729,0.0,1.0,2689,832578.0,yes,not_basic_form
mahtuma,zmestiť,0,0.6764257982588997,0.0,1.0,27540,213662.0,yes,1
märkmed,zápisky,0,0.6956080247257586,0.0,1.0,46834,0.0,yes,near_equivalent
eesotsas,čele,0,0.7427308508639836,0.0,1.0,4345,0.0,no,meaning
demokraatia,demokracie,0,0.8643213450455658,0.0,1.0,3374,110824.0,yes,not_basic_form
läbirääkimised,rokovania,0,0.7465050875464536,0.0,1.0,4758,0.0,yes,1
samasugune,taký,0,0.7630716028021985,0.0,1.0,4134,232692.0,no,meaning
järgmine,posledná,0,0.7873041605481661,0.0,1.0,1080,1661707.0,no,meaning
sisemine,vnútorný,0,0.7608608598342776,0.0,1.0,7566,148597.0,yes,1
enese,ega,0,0.7873927541252344,0.0,1.0,2840,0.0,no,meaning
suhkur,cukor,0,0.8299174818601887,0.0,1.0,7490,157996.0,yes,1
Kalad,Ryby,0,0.7491299107285103,0.0,1.0,39667,4.0,yes,1
juur,koreň,0,0.7175772271014127,0.0,1.0,29104,128780.0,yes,1
sõbralik,milý,0,0.8174856597129293,0.0,1.0,4672,132673.0,no,meaning
õde,sestra,0,0.8295566146073527,0.0,1.0,3199,229863.0,yes,1
näpp,prst,0,0.7468410326418122,0.0,1.0,50733,115253.0,yes,1
põhjendama,posudzovať,0,0.6944942385809666,0.0,1.0,30840,121083.0,no,meaning
ammu,dávno,0,0.8661024156228676,0.0,1.0,991,270403.0,yes,1
õpingud,magisterské,0,0.7638057997134237,0.0,1.0,18935,3.0,no,meaning
olemasolu,existenciu,0,0.6840748257600323,0.0,1.0,1788,195567.0,yes,not_basic_form
eeldama,chápať,0,0.6688371305081424,0.0,1.0,70948,262727.0,no,meaning
eel,predvečer,0,0.6889655797610281,0.0,1.0,2558,106733.0,no,meaning
kuivõrd,jednak,0,0.7558487517315691,0.0,1.0,3346,101438.0,no,meaning
püksid,rifle,0,0.8226820733279032,0.0,1.0,7469,0.0,yes,near_equivalent
sõbralik,priateľská,0,0.7950529335835392,0.0,1.0,4672,132673.0,yes,not_basic_form
ettevõtlus,podnikanie,0,0.7689949038202089,0.0,1.0,19320,139413.0,yes,1
püksid,kabát,0,0.8083475859646726,0.0,1.0,7469,0.0,no,meaning
teie,váš,0,0.6925751750949707,0.0,1.0,359,7.0,yes,not_basic_form
ohver,zločinec,0,0.781092645914066,0.0,1.0,10861,186708.0,no,meaning
seoses,súvislosti,0,0.8064602786873543,0.0,1.0,693,441101.0,yes,not_basic_form
pulmad,zásnuby,0,0.850996860055238,0.0,1.0,19294,0.0,no,meaning
neli,šesť,0,0.8121725523018096,0.0,1.0,605,863991.0,no,meaning
vangist,väzenia,0,0.6983957785882529,0.0,1.0,68059,0.0,yes,not_basic_form
soodne,výhodná,0,0.768749396020956,0.0,1.0,7644,137496.0,yes,not_basic_form
vuntsid,chlpatý,0,0.7431419689329031,0.0,1.0,60033,0.0,no,meaning
üheksa,deväť,0,0.8554663559726288,0.0,1.0,2253,166919.0,yes,1
pidu,párty,0,0.7740315882666804,0.0,1.0,3266,237563.0,yes,1
vahendusel,prostredníctvom,0,0.7624348570122164,0.0,1.0,2371,0.0,yes,1
minister,minister,0,0.8588925249741723,0.0,1.0,1342,305397.0,yes,1
märkmed,zápisky,0,0.8015301642957453,0.0,1.0,46834,0.0,yes,near_equivalent
enese,ega,0,0.7905166712711005,0.0,1.0,2840,0.0,no,meaning
põhimõte,princíp,0,0.7989207123889892,0.0,1.0,5337,347800.0,yes,1
laul,pieseň,0,0.8314139564778347,0.0,1.0,4021,392297.0,yes,1
läbirääkimised,rokovania,0,0.7313815941126649,0.0,1.0,4758,0.0,yes,1
raadio,rádio,0,0.8194695377040289,0.0,1.0,5077,148117.0,yes,1
teie,vás,0,0.7237606148215525,0.0,1.0,359,7.0,yes,not_basic_form
pidu,párty,0,0.7669717179542683,0.0,1.0,3266,237563.0,yes,1
püksid,nohavice,0,0.8850622958987836,0.0,1.0,7469,0.0,yes,1
paiknema,nachádzať,0,0.7217941620243133,0.0,1.0,39885,116486.0,no,meaning
Kalad,Ryby,0,0.7192972796746115,0.0,1.0,39667,4.0,yes,1
kilo,gramov,0,0.8214602468261536,0.0,1.0,3095,106652.0,no,meaning
kell,00,0,0.8163545135938931,0.0,1.0,174,1860327.0,no,number
koht,miesto,0,0.7100439244338568,0.0,1.0,470,2726920.0,yes,1
lastevanemad,učitelia,0,0.8255301272681823,0.0,1.0,86554,0.0,no,meaning
õde,sestra,0,0.8322806878490872,0.0,1.0,3199,229863.0,yes,1
enda,svojho,0,0.718919881586464,0.0,1.0,163,72.0,yes,not_basic_form
vahendusel,prostredníctvom,0,0.7652281428631269,0.0,1.0,2371,0.0,yes,1
dressid,tepláky,0,0.8301764495888769,0.0,1.0,76903,0.0,no,meaning
olud,pomery,0,0.7081163498040128,0.0,1.0,17371,0.0,yes,near_equivalent
põhimõte,zásada,0,0.8363601640908529,0.0,1.0,5337,347800.0,yes,1
lugu,príbeh,0,0.7245690295690459,0.0,1.0,502,1104562.0,yes,1
vangis,väzení,0,0.8678849465552053,0.0,1.0,16294,5.0,yes,not_basic_form
koht,miesto,0,0.7304408089820655,0.0,1.0,470,2726920.0,yes,1
kilo,kilogramov,0,0.8196959575285836,0.0,1.0,3095,106652.0,yes,not_basic_form
õhtu,večer,0,0.7806165868085959,0.0,1.0,2689,832578.0,yes,1
põlema,horieť,0,0.767609351841698,0.0,1.0,4615,187965.0,yes,1
hindamine,Posudzovanie,0,0.7845166014236999,0.0,1.0,6199,229765.0,no,meaning
enda,si,0,0.6457529119702631,0.0,1.0,163,72.0,yes,near_equivalent
koht,miesto,0,0.7234066938873372,0.0,1.0,470,2726920.0,yes,1
sundima,presviedčať,0,0.6777900395211084,0.0,1.0,38715,292004.0,no,meaning
minister,minister,0,0.8936602074787502,0.0,1.0,1342,305397.0,yes,1
demokraatia,demokracie,0,0.913092015831773,0.0,1.0,3374,110824.0,yes,not_basic_form
näpp,ukazovák,0,0.7620544043478421,0.0,1.0,50733,115253.0,no,meaning
vms,alebo,0,0.7714376880772653,0.0,1.0,1552,230297.0,no,shortcut
laekuma,preplatky,0,0.656015474445681,0.0,1.0,36316,135172.0,no,meaning
kalad,raky,0,0.7973353834165038,0.0,1.0,8778,0.0,no,meaning
hindamine,posúdenie,0,0.816738737762106,0.0,1.0,6199,229765.0,no,meaning
sõitma,jazdiť,0,0.8307472429704693,0.0,1.0,2734,1406894.0,yes,1
hommik,večer,0,0.7823332466170028,0.0,1.0,8406,659630.0,no,meaning
põlema,horieť,0,0.7456977750825635,0.0,1.0,4615,187965.0,yes,1
enda,svojho,0,0.7501732103916978,0.0,1.0,163,72.0,yes,not_basic_form
ahi,piecka,0,0.8273811789021812,0.0,1.0,13669,169140.0,yes,1
kanal,kanál,0,0.7692143421354122,0.0,1.0,10609,195056.0,yes,1
eesotsas,čele,0,0.7617083676850985,0.0,1.0,4345,0.0,no,meaning
matused,pohreb,0,0.7478011985674844,0.0,1.0,39007,0.0,yes,1
ujumisriided,uterák,0,0.7321394941343062,0.0,1.0,132856,0.0,no,meaning
matused,pohreby,0,0.7310114296235182,0.0,1.0,39007,0.0,yes,not_basic_form
hindamine,posudzovanie,0,0.7692267334196788,0.0,1.0,6199,229765.0,yes,near_equivalent
samasugune,istá,0,0.7684847064060869,0.0,1.0,4134,232692.0,no,meaning
nõu,poradiť,0,0.6850348094109626,0.0,1.0,1498,282856.0,no,pos_tag
peamiselt,prevažne,0,0.8068194252294265,0.0,1.0,844,307417.0,yes,1
olemasolu,existenciu,0,0.6764476122856175,0.0,1.0,1788,195567.0,yes,not_basic_form
organism,organizmus,0,0.8572153027772715,0.0,1.0,6776,187605.0,yes,1
sundima,presviedčať,0,0.6919897920218556,0.0,1.0,38715,292004.0,no,meaning
sõitma,jazdiť,0,0.8509648631979522,0.0,1.0,2734,1406894.0,yes,1
te,vy,0,0.7656742879966156,0.0,1.0,268,44.0,yes,1
lõplik,konečný,0,0.7712029363289628,0.0,1.0,6906,122888.0,yes,1
selts,spolok,0,0.7447244270806102,0.0,1.0,13880,185095.0,yes,1
küll,akurát,0,0.8350297386344915,0.0,1.0,81,2924749.0,no,meaning
miski,ten,0,0.6973621742391076,0.0,1.0,1625,3791215.0,no,meaning
laupäev,sobota,0,0.8245484552824522,0.0,1.0,14506,339416.0,yes,1
demokraatia,demokracie,0,0.9130279957960212,0.0,1.0,3374,110824.0,yes,not_basic_form
paiknema,nachádzať,0,0.722176448391104,0.0,1.0,39885,116486.0,no,meaning
seoses,súvislosti,0,0.7878902470182616,0.0,1.0,693,441101.0,yes,not_basic_form
lugu,príbeh,0,0.7702804463211665,0.0,1.0,502,1104562.0,yes,1
lõplik,konečná,0,0.767122249398065,0.0,1.0,6906,122888.0,yes,not_basic_form
pidu,žúr,4,0.7225957061178927,0.0443760118363756,0.9421412670147224,3266,237563.0,yes,1
ahi,sporák,2,0.7518575325971777,0.052266995274304,0.9350013667501788,13669,169140.0,no,meaning
maantee,frekventovanej,1,0.7877509694974025,0.0084533063685239,0.9893829930022288,2810,219004.0,no,meaning
eel,októbrového,3,0.6503263811851338,0.0457577196774906,0.9342640930588916,2558,106733.0,no,meaning
võistlus,preteky,3,0.722322631164027,0.0453931155446531,0.940872496442517,3683,524195.0,yes,near_equivalent
soodne,najpriaznivejšie,3,0.6665934224808873,0.0961890069819672,0.8738971910382063,7644,137496.0,yes,2nd_grade
õde,matka,4,0.8041778221108193,0.0578155816310819,0.932928046339908,3199,229863.0,no,meaning
märkmed,denníky,1,0.714036823527407,0.0744340676644059,0.9055969364298344,46834,0.0,no,meaning
näitleja,režisér,1,0.8239943150280472,0.0177498501125049,0.9789130108082886,3168,214001.0,no,meaning
nõu,prekonzultovať,3,0.6520597918257653,0.048588713387134,0.9306517989753368,1498,282856.0,no,meaning
linn,mesto,0,0.8626107910101972,0.0,1.0,1069,1549647.0,yes,1
põlema,zapáliť,4,0.7097004541817495,0.022217129665774,0.9696453123192044,4615,187965.0,yes,1
vahendusel,prostredníctvo,1,0.6836076809073388,0.0623431850162956,0.916424542333492,2371,0.0,no,meaning
küll,naozaj,4,0.8028749088235709,0.0437532352131087,0.9483205991658916,81,2924749.0,no,meaning
jutumärgid,kurzívou,2,0.7348038095498448,0.0556851186893329,0.9295561054683308,121976,0.0,no,meaning
ripsmed,maskary,3,0.7878689617038964,0.056778049177232,0.9327789615711756,37263,0.0,no,meaning
madalale,extrémnemu,4,0.6472957532914387,0.05763941365578,0.918234447140164,17153,26.0,no,meaning
selge,jasné,1,0.7529358231776462,0.0412995819613353,0.9480008298621384,643,764054.0,yes,1
seoses,spojitosti,1,0.7198805420474808,0.0579630421522485,0.925482393466184,693,441101.0,yes,not_basic_form
sundima,provokovať,2,0.6719215670651055,0.02006822495675,0.9709992471158936,38715,292004.0,no,meaning
lõplik,predpokladaná,3,0.6699813377267588,0.0971409116713061,0.8733697116104645,6906,122888.0,no,meaning
maantee,objazdu,3,0.75794890297554,0.0169736932431958,0.978096272678046,2810,219004.0,no,meaning
laekuma,vyplatené,4,0.6138025606155759,0.042212913830105,0.9356525638884142,36316,135172.0,no,meaning
elama,odsťahovať,2,0.6761185899645095,0.086252165634886,0.8868632289455117,1542,1552401.0,no,meaning
dressid,tenisky,4,0.7653656969837475,0.036112631483131,0.9549424729272348,76903,0.0,no,meaning
lugu,pesnička,2,0.6874106675796741,0.0371583619893718,0.9487166019068292,502,1104562.0,yes,1
minister,Heger,2,0.7876305997614821,0.0933706324648042,0.8940175915204374,1342,305397.0,no,meaning
teie,vás,0,0.7237606148215525,0.0,1.0,359,7.0,yes,not_basic_form
koht,miesta,2,0.6071947494800147,0.1232460595020508,0.8312716677566179,470,2726920.0,yes,not_basic_form
kuivõrd,logicky,2,0.7288059115760822,0.0379891299890323,0.9504572565942884,3346,101438.0,no,meaning
kalad,raky,1,0.7511421159709497,0.0028100026355666,0.9962729693753496,8778,0.0,no,meaning
põhi,spodok,0,0.7205460393929846,0.0,1.0,8120,317683.0,yes,near_equivalent
paiknema,umiestnený,2,0.6479629276513887,0.0738312343729246,0.8977115107638711,39885,116486.0,no,pos_tag
järgmine,posledný,3,0.7026505061891515,0.090142809715807,0.8862972127698747,1080,1661707.0,no,meaning
pulmad,zásnuby,0,0.8147822163983807,0.0,1.0,19294,0.0,no,meaning
hommik,večer,1,0.7641276322181692,0.0023594715355996,0.9969217074572496,8406,659630.0,no,meaning
paiknema,rozmiestnené,3,0.6793382320020986,0.0428382163890053,0.9406817870003348,39885,116486.0,no,pos_tag
vangi,väzení,2,0.732394615628086,0.0587950314194163,0.9256878150026068,5051,0.0,yes,not_basic_form
maantee,frekventovanej,1,0.7954766977313876,0.0384194506286801,0.9539277754139583,2810,219004.0,no,meaning
pood,supermarket,1,0.7881968287123557,0.0195618942700306,0.9757825032234816,8431,513985.0,yes,near_equivalent
võistlus,zápolenie,3,0.7357521173366786,0.0405103065034331,0.9478136448972608,3683,524195.0,yes,near_equivalent
paiknema,umiestnené,3,0.6459019966469458,0.0758921653773675,0.8948562216622484,39885,116486.0,no,pos_tag
esindus,centrála,0,0.6714971847661874,0.0,1.0,11812,104355.0,no,meaning
demokraatia,demokratických,1,0.8506863212392508,0.0623416745567705,0.931719865279248,3374,110824.0,no,pos_tag
enese,ega,1,0.6882891877558432,0.0032949237165227,0.9952356862139184,2840,0.0,no,meaning
sõitma,jazdiť,0,0.8307472429704693,0.0,1.0,2734,1406894.0,yes,1
põhi,spodok,0,0.6826926513697521,0.0,1.0,8120,317683.0,yes,near_equivalent
nemad,nepýtali,3,0.7414814092779778,0.0869251370269151,0.895069471125446,1309,0.0,no,meaning
kuivõrd,skutočnosť,4,0.7164851374788358,0.0503099040862787,0.9343893721800932,3346,101438.0,no,meaning
te,chápete,2,0.6429729121287666,0.0106500527109807,0.983706122208249,268,44.0,no,meaning
peamiselt,prevažne,0,0.8383337770105352,0.0,1.0,844,307417.0,yes,1
näitleja,herec,0,0.86954259247496,0.0,1.0,3168,214001.0,yes,1
olemasolu,neexistencie,4,0.665996449705965,0.0180783760540672,0.9735725166702612,1788,195567.0,no,antonymum
sõbralik,veselý,3,0.7689114025309225,0.0468195184612472,0.942604212668191,4672,132673.0,no,meaning
kiire,rýchly,2,0.7358419761467794,0.0255311468744527,0.966466971183404,954,532068.0,yes,1
lugu,Pesnička,2,0.6851604744921451,0.0851199718290214,0.889494829791472,502,1104562.0,yes,1
püksid,rifle,0,0.8226820733279032,0.0,1.0,7469,0.0,yes,near_equivalent
õhtu,večera,1,0.7509327089845474,0.0296838778240484,0.9619738059302514,2689,832578.0,yes,not_basic_form
dressid,tepláky,0,0.8301764495888769,0.0,1.0,76903,0.0,no,meaning
laul,song,4,0.7643906516157014,0.0451223000572145,0.9442599405433032,4021,392297.0,no,not_language
kiire,pomalý,2,0.7021085930181072,0.1273153268325706,0.8465015008784755,954,532068.0,no,antonymum
tegelema,riešiť,2,0.6962486003910456,0.0915434458635262,0.883797448452603,2658,817278.0,yes,near_equivalent
laul,pieseň,0,0.8314139564778347,0.0,1.0,4021,392297.0,yes,1
kanal,kanále,4,0.6285076706270798,0.1407066715083323,0.8170774206865186,10609,195056.0,yes,not_basic_form
seoses,súvisiaci,4,0.6966730239527898,0.0811705602469394,0.8956466802635514,693,441101.0,no,pos_tag
prillid,okuliare,0,0.7853658274274709,0.0,1.0,12013,0.0,yes,1
pidu,grilovačka,3,0.7155451518269512,0.0299645718874357,0.9598065981780332,3266,237563.0,no,meaning
tegelema,zaoberať,0,0.818669405812517,0.0,1.0,2658,817278.0,yes,1
üheksa,deväť,0,0.8522259955406903,0.0,1.0,2253,166919.0,yes,1
kiire,okamžitý,4,0.6779925982436956,0.1626649950572249,0.806502675579833,954,532068.0,no,meaning
ahi,piecka,0,0.8273811789021812,0.0,1.0,13669,169140.0,yes,1
nemad,oni,0,0.828406546304893,0.0,1.0,1309,0.0,yes,1
vangist,doživotie,4,0.657375226440148,0.0410205521481048,0.941264604675841,68059,0.0,no,meaning
näpp,uško,2,0.699625909452037,0.0472151231897752,0.9367802234663508,50733,115253.0,no,meaning
jälgima,dohliadať,0,0.7192493235557997,0.0,1.0,6357,463215.0,no,meaning
koht,miesta,2,0.6117061190617656,0.1117005748255716,0.8455909023659549,470,2726920.0,yes,not_basic_form
võimalik,neumožňujú,4,0.6425859586888232,0.144250288122423,0.8166705096428696,135,2337813.0,no,meaning
vahendusel,prostredníctvo,1,0.6934168360866213,0.0718113067765056,0.9061569971697314,2371,0.0,no,meaning
enda,samého,1,0.709193247744901,0.009726633841563,0.9864704898408164,163,72.0,yes,not_basic_form
enda,svojho,0,0.7501732103916978,0.0,1.0,163,72.0,yes,not_basic_form
matused,pohreb,0,0.7478011985674844,0.0,1.0,39007,0.0,yes,1
neli,osem,4,0.7990963625137536,0.0134820543061766,0.983408303706934,605,863991.0,no,meaning
miski,ono,0,0.7136666873284533,0.0,1.0,1625,3791215.0,no,meaning
soodne,výhodný,0,0.7627824294628545,0.0,1.0,7644,137496.0,yes,1
märkmed,poznámkový,2,0.6836885750533324,0.0119194496724261,0.9828647036136114,46834,0.0,no,pos_tag
laul,pieseň,0,0.8758002319760028,0.0,1.0,4021,392297.0,yes,1
vangist,zajatia,3,0.6627901361285328,0.03560564245972,0.9490179586541976,68059,0.0,no,meaning
tellimus,Objednávka,2,0.7208401678806322,0.0588816221485223,0.9244838057606154,13520,182512.0,yes,1
suhkur,melasa,2,0.8060439004126725,0.0238735814475161,0.9712337889376595,7490,157996.0,no,meaning
lastevanemad,rodičia,1,0.8232169335158213,0.002313193752361,0.9971979293354007,86554,0.0,yes,1
ripsmed,kučery,1,0.808245740404951,0.0468680742944118,0.9451908348470672,37263,0.0,no,meaning
seoses,spojitosti,2,0.7272049418055877,0.0606853052126739,0.922977463622205,693,441101.0,yes,not_basic_form
elama,odsťahovať,2,0.6932146419037134,0.0709253576391074,0.907182770589759,1542,1552401.0,no,meaning
jälgima,sledovať,2,0.6930829972958581,0.0261663262599416,0.9636199501299751,6357,463215.0,yes,1
küll,tak,3,0.8051577909051687,0.0414703531315109,0.9510170392708864,81,2924749.0,no,meaning
põlema,zhasol,1,0.708435370752762,0.059173981088936,0.9229113338093629,4615,187965.0,no,meaning
vangist,vraždil,4,0.6690440708218477,0.0396837270130117,0.9440070967524568,68059,0.0,no,meaning
kiire,bezproblémová,3,0.7023613413084933,0.0590117817127389,0.9224929539427764,954,532068.0,no,meaning
organism,metabolizmus,4,0.7703210980310139,0.0996823032349084,0.8854230878984347,6776,187605.0,no,meaning
eel,októbrového,4,0.6472703020979172,0.0416952776631108,0.9394813342089264,2558,106733.0,no,meaning
hindamine,analýza,2,0.7599619047364937,0.0245546966872062,0.9687008577732508,6199,229765.0,no,meaning
minister,premiér,1,0.8058382975730951,0.0751629346531912,0.9146846429905044,1342,305397.0,no,meaning
demokraatia,demokracií,4,0.8028892818140243,0.1102027340177487,0.8793081835050759,3374,110824.0,yes,not_basic_form
pidu,afterparty,3,0.7312481573650375,0.0357235605892308,0.95342258423229,3266,237563.0,yes,near_equivalent
juur,bodliak,3,0.6560915324353516,0.0614856946660611,0.9143148746310876,29104,128780.0,no,meaning
sundima,provokovať,2,0.6622467773810913,0.0155432621400171,0.9770677330239328,38715,292004.0,no,meaning
olemasolu,neexistenciu,3,0.6695911876948398,0.0144836380651924,0.9788274067108074,1788,195567.0,no,antonymum
vangi,väzenia,0,0.7911896470475024,0.0,1.0,5051,0.0,yes,not_basic_form
püksid,rolák,1,0.8074607174322541,0.0008868685324184,0.9989028623975414,7469,0.0,no,meaning
näitleja,scenárista,3,0.7937764626910149,0.0757661297839451,0.9128666836568712,3168,214001.0,no,meaning
