en,de,position,score,rel_score,ratio_score,index,correctness,freqs
pub,pubs,1,0.5835035629157367,0.1129078829950877,0.8378718735051555,6403,no,103484
indies,ceylon,5,0.6509847742160679,0.072785116704704,0.8994361086061378,5693,no,2303
customs,regelten,6,0.5207098622313884,0.1518544149291995,0.7742157588709677,5686,no,114635
arrangements,kompositionsaufträge,9,0.5267342741532322,0.1881729726421503,0.736786872023402,5923,no,266099
distinctive,unverwechselbares,4,0.7218287805931182,0.0094037377017012,0.987139880316551,5521,no,234263
agenda,wirtschaftspolitisch,8,0.6093197688155185,0.1262246919701815,0.8283928454367671,6574,no,282725
moments,momenten,1,0.7119712055008747,0.0845295708510408,0.8938738374641666,6461,no,401837
browser,firefox,6,0.7378616760571811,0.1130036465300419,0.8671897378701107,6336,no,329222
cherry,apfel,7,0.5112515722866946,0.0420774856987611,0.9239557635885676,6532,no,75810
submit,aufgefordert,4,0.6531961510803543,0.0639463867837805,0.9108316918778352,6303,no,444189
deeply,hingezogen,2,0.5542533690256379,0.1357862746503494,0.803219603547722,6238,no,306771
craft,schiffsbau,8,0.5140320919217577,0.028182723662565,0.948022955381266,5439,no,246536
disruption,sperrungen,2,0.6878504335228175,0.0162014061984305,0.9769883334090212,6228,no,60849
crawford,graham,5,0.6546219989680834,0.0263066935220358,0.9613664487747848,6909,no,1813
measuring,misst,0,0.7592855488243544,0.0,1.0,6879,no,153363
ecuador,kolumbien,1,0.8323200852792578,0.0174853049736096,0.979424342120957,5711,no,943
bradford,northampton,6,0.6551499908430355,0.0875062878929063,0.8821712137924036,5908,no,1445
linda,helen,4,0.6606410957310721,0.038722270846026,0.9446321144392436,5832,no,4546
eugene,harold,9,0.4488269798595645,0.1234984711656131,0.7842163563678732,5795,no,7147
lightning,gewitters,5,0.566323391607048,0.0897945929577228,0.8631426129596383,6446,no,78180
tactics,taktiken,0,0.8243557142702661,0.0,1.0,6629,yes,206429
ritual,riten,8,0.7527828335749818,0.0814903161258679,0.9023217801566688,6898,no,103185
naturally,natürlicher,3,0.5981863739800745,0.1070033589994768,0.8482630219992444,6112,no,438055
varied,variierende,4,0.7057005646214131,0.0121320935645925,0.9830989946943192,6701,no,216097
councils,gebietskörperschaften,6,0.6258321443354466,0.0304579604584929,0.9535907059454204,6925,no,63502
martha,susan,8,0.605092917632007,0.1221840134085234,0.8319979526454768,6707,no,2419
compounds,substanzen,0,0.7458462657207092,0.0,1.0,6107,no,144323
reasoning,argument,7,0.6810876159085019,0.0920489185015575,0.880940927760198,5469,no,120536
authorized,genehmigen,3,0.6939772572949374,0.0226621998358795,0.9683771251912204,6277,no,207847
bits,kbyte,9,0.5078643161119653,0.1726199030926499,0.7463278379998041,6780,no,206273
jamie,sean,1,0.6979255917851555,0.0824656022024026,0.8943278667958452,5899,no,3726
lectures,vorträge,1,0.7947964369883982,0.0135124109915298,0.9832831088942064,6239,yes,109440
acceptance,akzeptierten,4,0.6281719893138145,0.0720047416904755,0.8971620470917444,6790,no,215467
missionaries,missionierte,5,0.7452515494905255,0.1276614235033668,0.8537524043599475,6962,no,45502
graph,topologischen,6,0.5914554732144772,0.1081688719661767,0.8453900686685712,5888,no,97838
heath,moor,4,0.4530996170534501,0.0842503292985137,0.8432114307064064,6767,no,15116
centered,zentriert,3,0.6208626888374942,0.0482307959968,0.9279162073910424,6392,yes,112376
nationwide,landesweites,2,0.7075115489516584,0.0119595809679118,0.9833772607814733,6297,no,172153
willie,jerry,5,0.654111028330968,0.1183958416647441,0.8467381375321603,6589,no,1672
deceased,verstorbene,1,0.7707550775694145,0.0288559886964255,0.9639124695570032,6242,yes,91387
teeth,knochen,3,0.6545207279400708,0.0978345319555992,0.8699623207669658,6095,no,571089
pale,blass,1,0.7024368646819672,1.57736604111669e-05,0.999977544876978,6234,yes,104942
spots,blassen,3,0.5380699670985424,0.058453232116337,0.9020101276978484,6070,no,340056
documentation,dokumenten,1,0.6804811406834725,0.0051396393689167,0.99250367036932,6105,no,254949
fluid,flüssiges,9,0.6542829991612785,0.1021032773989102,0.8650117267287761,6099,no,225545
scandal,skandalen,4,0.7122000009993918,0.0986992147253816,0.8782842395066749,5827,no,84866
arriving,ankamen,4,0.6914830645778909,0.0443265061209953,0.9397581821626848,5535,no,131719
prevented,hinderte,2,0.7245542473096295,0.0321558728271104,0.9575056921119284,6471,no,127603
remarks,kommentaren,8,0.6075872924782286,0.1169898906014632,0.83854047114178,6311,no,133993
okay,okay,0,0.7873768976847219,0.0,1.0,5396,yes,279521
consciousness,selbstbewusstseins,8,0.6520580263396082,0.1619076647065299,0.8010878511372631,6883,no,246043
finite,endlichdimensionalen,7,0.6859018900610677,0.1000844604700327,0.8726638695412402,6992,no,45438
speaks,sprechenden,6,0.5935641179671232,0.0671186792358605,0.8984101303681448,6243,no,217215
missionaries,missionsstationen,7,0.7372722845553288,0.1356406884385635,0.8446114416499655,6962,no,45502
suite,musikzimmer,5,0.4468630797557786,0.2619163474501395,0.6304684681909564,5880,no,186778
slovak,ostslowakischen,8,0.727285536747563,0.0930222033153911,0.8866008465210237,6960,no,330
halifax,liverpool,4,0.6099636536982059,0.1423079938645365,0.8108289813585359,6398,no,2858
honored,verliehener,8,0.6515196240573788,0.157186641616881,0.8056319725854647,6656,no,141792
dale,dale,0,0.5786018334455167,0.0,1.0,6167,yes,3913
centres,zentrum,1,0.646318864115355,0.1209907175961426,0.8423182500519925,5680,no,151535
doug,pete,9,0.6753473779008088,0.0799574831737228,0.8941387944200814,5881,no,3130
rod,schraube,3,0.4253369063639027,0.0322641981956701,0.929492744064236,6022,no,113157
efficient,effizientesten,8,0.7820045625581149,0.1024087391681987,0.8842071473051073,5472,no,657927
legally,legal,2,0.6757372872326184,0.0809371368635913,0.8930357174946614,6814,yes,179044
morocco,mauretanien,5,0.7166819604068522,0.1360319838730364,0.8404717258518453,5611,no,2393
cardiff,swansea,8,0.6606235979527512,0.1011142958674066,0.8672584143604661,5701,no,1622
herzegovina,bosnien,1,0.8345493567818631,0.0059026648572837,0.992976797359864,5561,no,93
relay,relaisstation,2,0.5335302869711381,0.1248051412650476,0.8104231734885878,5855,no,61979
speedway,rennstrecken,6,0.625304856042195,0.1252217663696111,0.8331547974045039,6468,no,6178
feminist,frauenbewegung,8,0.7649280722808807,0.0917234638254789,0.8929279176427103,6646,no,46431
trek,filmserie,6,0.460835231807114,0.2637914187823432,0.6359623006305957,5718,no,54245
directions,richtungs,4,0.5602487302534878,0.1434800304521206,0.7961145849598965,6538,no,278196
accusations,diffamierungen,9,0.764212630611757,0.1087810694222748,0.8753930647861099,5447,no,55243
landmark,denkmalgeschützt,8,0.5512539333010994,0.0488558943608327,0.918588411472649,5524,no,78541
ellen,annie,5,0.6417731702088579,0.0429554862184476,0.9372664108399148,6539,no,2468
bruno,enrico,8,0.5369573671526082,0.1075935242885258,0.8330721038210647,6941,no,2193
mask,kostüm,8,0.4995512560767888,0.2236309213135591,0.6907682070919579,6761,no,153562
lighting,beleuchtungstechnik,3,0.722801965559192,0.1107492218253626,0.867135667849191,5744,no,426040
julie,amanda,1,0.6820710572086132,0.0522299445687824,0.9288712061642862,6453,no,2984
earn,verdiente,1,0.6283283973107759,0.0463826438514464,0.9312555434522756,5893,no,516153
measurement,messgröße,2,0.7209551538773631,0.0899555988594595,0.8890684350209199,6541,no,179748
malaysian,malaysischen,1,0.7974135949986694,0.0045340292170075,0.9943462277584002,6054,yes,3459
presbyterian,presbyterian,2,0.8012488084761064,0.0077690393078491,0.9903969494256154,6209,yes,835
nobility,adelsfamilien,6,0.6994842065807111,0.0440390352937895,0.9407697933116892,6563,no,21336
encounter,begegne,5,0.6138238205374547,0.0689985683973237,0.8989509285057811,6059,no,325382
lightning,gewitter,4,0.5887092106603382,0.0674087739044326,0.8972612007440284,6446,yes,78180
continent,kontinentes,2,0.7198795733020344,0.1018255177090083,0.8760802156115156,5496,no,108252
nato,waffenembargo,7,0.5771656941410278,0.2662289228923948,0.6843364689368837,6094,no,1466
landmarks,denkmalen,9,0.6087917517865109,0.1066379939627403,0.8509455406399673,6652,no,36399
worn,aufgenäht,6,0.6553882818668071,0.0540047129406279,0.9238719393397908,5659,no,276912
chambers,kammern,0,0.6054365054770556,0.0,1.0,6295,yes,54131
recurring,nebenfigur,5,0.5713286598500441,0.1989109259312034,0.741754475356587,5502,no,70368
lucas,phillippe,7,0.4795143507577601,0.2513533635717415,0.6560891134692778,5587,no,2685
mcdonald,mcgee,5,0.5616076903451226,0.2312345877449479,0.7083473042053408,6329,no,1663
speaks,redet,0,0.6606827972029837,0.0,1.0,6243,no,217215
dome,decke,6,0.5797337556083197,0.141631635539255,0.8036617263909179,5543,no,48630
eurovision,eurovision,0,0.8018835361669288,0.0,1.0,5878,yes,344
forbes,bloomberg,1,0.5090718138915704,0.2082498223528454,0.7096841753677599,6924,no,1948
varied,unterschiedlichste,7,0.6907284499357534,0.0271042082502521,0.9622416061164648,6701,no,216097
actively,aktiv,0,0.6931078069015624,0.0,1.0,5403,yes,271962
cairo,beirut,1,0.7224070309284324,0.1269615360688999,0.8505224457296184,6976,no,2236
technically,aber,2,0.6632800831478378,0.0401319747492668,0.942946706274493,6143,no,114018
descendants,nachfahre,3,0.7515178398557629,0.1113308462347246,0.8709729202472827,5683,no,50831
browser,browser,0,0.850865322587223,0.0,1.0,6336,yes,329222
wireless,telefonanlagen,8,0.7158918473158884,0.0925071366116752,0.8855674754039965,6409,no,367025
relatives,familienmitgliedern,3,0.6850116677441648,0.0192982371612763,0.9725997930358976,5917,no,196489
kilometers,autominuten,5,0.6019456418837716,0.1096997162068595,0.8458505841994282,6385,no,86652
exceptions,ausnahmeregelungen,3,0.677759963661799,0.1535765831744858,0.8152654496437894,6706,yes,120147
centered,ausgerichteter,9,0.5543861149482583,0.1147073698860359,0.8285630147565344,6392,no,112376
accomplished,erfolgreiche,2,0.5557391986919293,0.0184660068960383,0.9678407532423364,6608,no,293551
edwin,edwin,1,0.6408939197832773,0.0085410944821866,0.9868484231761864,6612,yes,1085
enrolled,hochschulausbildung,6,0.6905881357519781,0.0293262205542241,0.9592642926240648,6247,no,122426
dear,herzlichst,3,0.6009579445568629,0.0369897078938564,0.9420176439998518,6854,no,208756
nonsense,unsinn,0,0.7627429286961516,0.0,1.0,5411,yes,86487
jail,staatsgefängnis,2,0.7392746113019566,0.1034009770009218,0.8772944435127543,5801,no,188390
cyclone,zyklon,6,0.7464877952796861,0.045979016289123,0.9419798840558375,6444,yes,12960
iceland,färöer,1,0.7146988362549753,0.0335934578422765,0.9551065030239232,5784,no,1304
brad,jeff,0,0.6830375394080249,0.0,1.0,6249,no,8647
decorated,dekorieren,6,0.7013649363033501,0.1281513458421644,0.8455107529526659,5900,no,124112
hypothesis,hypothesis,2,0.699521108972471,0.1405540303350327,0.8326887396633411,6668,no,76010
dimension,vierdimensionalen,9,0.5839050229974856,0.2245656508655982,0.7222340177256338,6907,no,163471
suffolk,lincolnshire,1,0.6848711163257186,0.0732843703975367,0.9033386004838247,7005,no,1212
constantly,andauernd,3,0.6937631089856982,0.1453876537110231,0.8267442989102449,5698,yes,564896
comprises,besteht,5,0.6305524196461929,0.1499356343744819,0.8078950297802889,6029,no,105542
coached,traineramt,7,0.7024927306821003,0.0647610211801392,0.9155937380261032,6315,no,36035
penn,philadelphia,9,0.4885970311042501,0.1502695021994481,0.7647873313657918,5924,no,3642
preliminary,vorläufiger,4,0.5092019037367328,0.0228862920308753,0.9569877847076484,5481,no,138182
dimension,dimensionalen,4,0.6292035743607061,0.1792670995023777,0.77826394290124,6907,no,163471
contracts,vertragspartnern,1,0.7164453977296001,0.0599538205284004,0.922779648512632,6128,no,326030
connects,anbindung,5,0.6543288129165591,0.1942383076706278,0.7710984753495753,6089,no,104273
favourite,lieblingsthema,9,0.5298788325182284,0.1545515307204044,0.7741895464878454,6327,no,285285
louise,louise,0,0.799791564378985,0.0,1.0,5559,yes,1594
cultures,kulturen,0,0.847193147668599,0.0,1.0,5425,yes,219700
jets,seahawks,3,0.5642910004688095,0.2184008105228749,0.7209619323266494,6380,no,46885
dancers,choreographien,8,0.6990047512517386,0.1418436903512197,0.8313088502836316,6972,no,79326
fallen,zusammengebrochen,3,0.5470127109756181,0.0673132887157051,0.89042741354016,5516,no,224570
approaches,konzepte,3,0.6005939540422591,0.0505805212357395,0.92232416478833,5448,no,385136
moments,aufregenden,9,0.5468581951388811,0.2496425812130344,0.6865758469735181,6461,no,401837
bibliography,bibliographie,0,0.6489584275259018,0.0,1.0,5409,yes,23054
ellen,deborah,7,0.6378781033520635,0.0468505530752421,0.9315779285188774,6539,no,2468
