en,fr,position,score,rel_score,ratio_score,index,correctness,freqs
tributary,confluents,8,0.6865327561267414,0.1440262128552483,0.826591225627507,5934,no,9551
comparable,équivalentes,8,0.6276509985078416,0.1590472520413561,0.7978294067257369,6104,no,176111
supposedly,prétendait,9,0.6288091859590551,0.1316870505644127,0.8268406282108549,7091,no,116826
carefully,minutieusement,3,0.7051333438263527,0.1120443359701738,0.8628886486497376,6193,no,542015
skiing,alpinisme,7,0.6542502363473797,0.1387596381625401,0.8250215506480375,7278,no,114536
emma,louise,4,0.6298370823933961,0.111742400117911,0.8493183768521977,5998,no,5167
walt,disneyland,2,0.5369652893588595,0.2164023776173973,0.7127532981526038,6750,no,4780
vague,confuses,4,0.6374649056960813,0.02321082719914,0.9648680494174876,7095,no,84240
dale,randall,4,0.5278035516642842,0.0809216937485366,0.8670636804398383,6167,no,3913
divorce,divorcee,7,0.7382591892758135,0.1524541571401594,0.8288403808547383,6512,no,266134
cooperative,coopératifs,1,0.7476985304903871,0.0369137872148417,0.9529528323965086,7329,yes,90412
promise,promettre,2,0.70688404087897,0.0711634858243285,0.9085358112686784,5807,yes,417434
berry,roussell,6,0.4534282776326394,0.0444607482426144,0.91070148982606,7232,no,76122
skiing,skier,4,0.6730543732916164,0.1199555012183033,0.8487339123079194,7278,no,114536
voluntary,bénévolat,2,0.5936746712406776,0.0419830177011247,0.933953417961458,7265,no,152096
hanging,accrochés,9,0.5906251500944235,0.0577611604098398,0.9109155152197496,7198,no,269631
vampire,vampira,8,0.5946966290648423,0.1771736426250443,0.7704618909118615,6595,no,67060
caroline,annabelle,9,0.5951089418357735,0.0603972236405001,0.9078617001312,6159,no,2530
kosovo,yougoslavie,5,0.670817590452824,0.1287440368519901,0.838981721414065,6694,no,455
cyclone,cycloniques,3,0.7505832399216281,0.0940596215015248,0.8886397721481454,6444,no,12960
touchdowns,touchdown,1,0.7616168436867248,0.034788980392868,0.9563175213678607,6908,no,34359
lighting,lampes,8,0.5976577189105446,0.1895298092305838,0.7592316919982953,5744,no,426040
kosovo,kosovo,0,0.7995616273048141,0.0,1.0,6694,yes,455
pet,chiots,5,0.5449343863030321,0.0312900018575966,0.945698234055178,6423,no,535006
bombardment,bombardment,5,0.6897991843744058,0.0928674369448705,0.8813448351887914,7190,no,12490
sick,soigne,4,0.6451046798312159,0.0942580750928764,0.8725144396777823,6598,no,422989
performers,chanteurs,1,0.7232424798571908,0.0032897942017129,0.9954719228323692,5947,no,107213
farms,élevages,5,0.6451716490232686,0.1247371201238602,0.8379845442440685,5836,no,144871
convince,doutant,9,0.7282073769348958,0.1677320457473952,0.8127863988334905,7040,no,173397
insert,insérant,1,0.6654648792773518,0.0681105149493809,0.9071526723968478,7316,no,147613
andrews,winningham,4,0.5551476849439236,0.1828323517368216,0.7522529842959478,5931,no,1368
divorced,divorcer,8,0.7778192059996073,0.0470845521297911,0.9429211569643434,6564,no,65435
clothes,habiller,2,0.7269348625935202,0.1118820827232219,0.8666191910548795,6858,no,638022
guided,effectueront,9,0.4723116268247161,0.269911670114512,0.6363470788001796,7065,no,162109
holes,encoches,3,0.6010883799326674,0.2284723854994015,0.7245863172176377,6872,no,270893
advised,recommandant,7,0.6928593057220884,0.1004941267410985,0.8733299401893472,6703,no,260125
bee,mouche,1,0.5248563081013072,0.014468761864479,0.9731724656052112,7131,no,59238
explorer,explorateurs,3,0.6066144349513746,0.1827586089439624,0.7684762478813574,6201,yes,38234
circles,sphères,1,0.5673007954889735,0.1521813897282483,0.7884848397152424,6583,no,160387
tyler,kelly,4,0.6202977443492955,0.0770653636787644,0.8894903346741658,5981,no,3957
infinite,infinite,6,0.6330332205425592,0.1676675043311187,0.7905990351668899,6727,no,103329
dynamics,modélisation,3,0.6427892698591557,0.0177816143892921,0.9730814439247912,7170,no,127569
lessons,apprentissage,5,0.5966477167534959,0.1703668439998904,0.7778831684335293,6402,no,407521
pace,tempo,5,0.5134866610979931,0.049445283738531,0.912164722233182,6390,no,360907
explore,exploration,5,0.6621018509601704,0.1279631262178655,0.8380346807993871,7017,no,559188
rica,nicaragua,9,0.694238513546237,0.1128382272653544,0.8601889739110993,6681,no,4915
toll,autoroutes,7,0.4763870448122776,0.077064115139079,0.860757153086729,6399,no,122745
feat,featurings,3,0.5605919351829326,0.0609898151519521,0.9018796560241784,5696,no,64003
protagonist,incarne,2,0.6532411710905089,0.167700316752117,0.7957219616311253,6936,no,36353
coached,entraineur,4,0.6770005458056889,0.0323188649559342,0.9544367960814264,6315,no,36035
runway,atterrissage,0,0.6587578136390246,0.0,1.0,6808,no,53095
searches,fouiller,6,0.5880816766573598,0.0893935467893562,0.8680489799544866,6719,no,155715
inscription,épigraphique,7,0.6212859243346989,0.0822285494958841,0.8831174729808245,7059,no,26613
colored,colorées,3,0.7199510402121014,0.0284190621246436,0.9620253908648854,5987,no,211958
admission,certificat,8,0.5529513046840414,0.1371852949002815,0.8012200845703448,7083,no,191830
forget,oublier,2,0.6631095827997925,0.091007339540461,0.8793193245709994,6395,yes,726877
madonna,crucifixions,9,0.5195574662962099,0.255191876973448,0.6706136259548575,7327,no,3155
holes,orifices,8,0.5755249299056793,0.2540358355263896,0.693770672249576,6872,no,270893
finale,episode,2,0.5639101475205555,0.0768585190384668,0.8800526257764708,6623,no,57248
motorcycle,motocyclistes,6,0.7077531998885735,0.0280893278363055,0.9618269850165444,5866,no,173801
bow,gouvernail,5,0.5092448281098463,0.050014835822019,0.910569563571972,5873,no,133731
bombardment,bombardements,3,0.6936511212701539,0.0890155000491224,0.8862663902811182,7190,yes,12490
roberto,roberto,0,0.7251273480455521,0.0,1.0,6835,yes,670
songwriters,compositeurs,1,0.7142237495364671,0.0281291478684232,0.9621081187037096,6386,yes,13440
ernst,theodor,6,0.6360955972191169,0.091006673228781,0.8748364887201898,6630,no,665
jeremy,ian,9,0.6022227091059713,0.0642332248514847,0.903619696999224,6015,no,4991
resignation,démissionné,3,0.7941807796104321,0.0985473114405219,0.8896110557868653,5971,no,56169
sequences,séquentiel,8,0.6162876445048837,0.2343881202965518,0.7244683227207458,7143,no,77851
arbitrators,admins,1,0.6690113384120029,0.0118812044208722,0.982550544067585,5946,no,7500
accuracy,fiabilité,2,0.6989517464693509,0.0867124767516476,0.8896316337325998,5735,no,213289
rachel,emily,4,0.6526373120553137,0.1099576158049586,0.8558112416070176,5910,no,6256
prussian,badoise,7,0.6450812486349166,0.1883130560848379,0.7740408651482662,7161,no,208
julia,sarah,9,0.5561589015560312,0.1731529942534806,0.7625803236607205,5861,no,2553
kerry,cork,3,0.5187183344785725,0.132685777310291,0.7963080445625159,7023,no,2868
educator,professeure,4,0.6836096196992216,0.0507588951846942,0.9308808940526028,7149,no,50050
crater,craters,5,0.5844433901202666,0.20936149611007,0.7362557226067262,7182,no,27332
collaborative,partenariale,8,0.6041104458136606,0.2064369482345491,0.7453116872000323,7227,no,142401
referendum,référendums,1,0.7665950347259062,0.1097041520136262,0.8748097069200701,6669,no,55261
liked,plaisaient,5,0.6853890644186856,0.0625371520091687,0.9163859340192,7205,no,405357
wanting,veulent,1,0.7659467655979106,0.0377927914307957,0.9529788087443282,7295,no,368475
missionary,évangélise,5,0.6995602302781219,0.1905588872353354,0.785917543521972,5673,no,52248
devon,bedfordshire,9,0.6475732045280802,0.0784144317645965,0.8919893014087305,5774,no,1731
cox,woodward,8,0.508761371552108,0.1445667488014831,0.7787225984957736,6127,no,3786
lebanese,jordanien,4,0.7656571403974866,0.1137732497734251,0.8706284760624271,7063,no,1405
jumping,sauts,6,0.5971225401916178,0.1173268865084726,0.8357799976824338,6958,yes,152327
carved,sculpté,2,0.7605236510469745,0.0353465781273653,0.9555875105869522,7296,yes,81696
brooks,brooks,0,0.6725942278475542,0.0,1.0,5764,yes,5368
reliability,utilisabilité,3,0.6430799757521829,0.2341225470484852,0.7331031991324012,6825,no,167753
picks,choix,3,0.565975792935776,0.0166030648309186,0.9715007425869072,6470,no,148455
sprint,sprinter,1,0.6117009902231154,0.1398238818450374,0.8139464347197848,5635,no,47235
directions,directionnelle,7,0.5557981881897631,0.2195960212701306,0.7167943497758491,6538,no,278196
dying,agonie,8,0.6660252449822586,0.1259041892516421,0.8410158988806373,5979,no,211988
praise,élogieuses,2,0.6971948109146596,0.0956847791185514,0.8793199114703615,6123,no,179103
seeds,semences,5,0.6223306026695382,0.1469865911526083,0.8089388975926238,5743,yes,242701
ping,guang,3,0.5274308659039127,0.1126465974211077,0.824010992613393,6346,no,29179
listen,écoute,7,0.7062567680685539,0.1387630639172676,0.8357872103531933,6016,yes,625063
crashed,atterrir,7,0.7139339007174986,0.0312486282922263,0.9580658065967372,6775,no,68819
alias,nom,6,0.4391943113220161,0.2681042227857708,0.6209461636676971,6929,no,24360
breed,étalons,7,0.6248625537233845,0.0699350101320986,0.8993447677852753,6261,no,173187
bones,osseuses,9,0.6066916439781229,0.072784947327088,0.8928808611533254,6125,no,205565
draws,puisent,6,0.5055343371842134,0.0323490297783262,0.9398586538174564,7243,no,158651
buddhism,hindouisme,8,0.7461549535669978,0.1543246807484111,0.8286194658186393,6387,no,2144
cherry,flower,2,0.5153700567887677,0.1011499731845192,0.8359340033301076,6532,no,75810
rapper,rappeurs,1,0.6844867241236996,0.1345370779190454,0.8357348375181605,6632,no,31472
strings,rythmiques,8,0.628033322153444,0.1467774525586176,0.8105634854998452,5912,no,127712
environments,environnements,0,0.878482532192588,0.0,1.0,7226,yes,232945
frog,crapaud,4,0.5345536190026676,0.0891104011531414,0.857117938067232,7094,no,37503
centres,névralgiques,9,0.5142044137494681,0.3082457236670239,0.6252104417718309,5680,no,151535
warnings,signalements,9,0.6352497899735635,0.2151379670765302,0.7470119186301302,5916,no,89525
cia,sdece,4,0.6229903867665673,0.2066838467310049,0.7508855423173634,6551,no,1990
preference,préférence,0,0.7998366173316065,0.0,1.0,6776,yes,198338
terrain,dénivelés,8,0.6409908964161259,0.075440755097246,0.8946992990358719,7203,no,123228
vague,contradictoire,8,0.6195305753964242,0.0411451574987971,0.9377226142112254,7095,no,84240
defended,défendaient,5,0.7017518209168464,0.1370792892028254,0.8365829693854953,5919,no,62483
scholarly,historiographiques,0,0.6963826453841537,0.0,1.0,5988,no,58349
wilderness,mountains,4,0.5685941403737143,0.1363618029392387,0.8065669149501684,6796,no,93946
suite,orchestration,8,0.4113391089851949,0.0278342026306271,0.936621370437519,5880,no,186778
unused,remplaçable,9,0.5191959335286931,0.1491416076511831,0.7768468798148163,6718,no,59608
winnipeg,calgary,3,0.750762719932478,0.0865130495708532,0.8966731718246517,6384,no,3031
sofia,bucarest,2,0.5449364957894587,0.1823902130542846,0.7492320702147227,6673,no,1029
bailey,sanderson,1,0.5624866599686337,0.0372489939496227,0.9378909796236664,5945,no,9459
tactics,adverses,8,0.5786506344930542,0.2212131729833961,0.7234364514112496,6629,no,206429
stationed,détachements,9,0.6695951219363337,0.1764647075524968,0.7914276255627067,6994,no,41580
toll,piéton,9,0.4676753567230235,0.0857758032283331,0.8450164902791566,6399,no,122745
berry,wooley,3,0.4618282142734419,0.0360608116018118,0.927572592028074,7232,no,76122
spots,spots,8,0.5552038508122721,0.0801390561325967,0.8738648763422007,6070,yes,340056
raiders,packers,9,0.5312161358232541,0.1823374189723406,0.7444656848152439,6615,no,8322
assignment,assignment,8,0.5155023758246174,0.0879519934886267,0.8542524539366254,6584,no,157031
louisville,kentucky,4,0.7241644438487285,0.0745080441195134,0.9067101405870936,6431,no,8400
malaysian,indonésien,9,0.7055237486717784,0.125975682670987,0.8484957680998623,6054,no,3459
glen,neil,8,0.4726389929656501,0.1919625167357663,0.7111614795729116,5794,no,4463
worlds,mondes,0,0.7830878997108618,0.0,1.0,6120,yes,183793
crops,vivrières,0,0.7548097449575384,0.0,1.0,6397,no,169439
rod,manivelle,8,0.4676948590128841,0.0279553510580397,0.9435986296585256,6022,no,113157
shoulder,cuisse,3,0.7326978798850063,0.1017023120979059,0.8781132685789355,6625,no,341486
philosophers,philosophies,4,0.7104929262697517,0.1790307555329353,0.7987341324402786,7075,no,39041
sovereign,souveraine,0,0.7385684402659838,0.0,1.0,6859,yes,84672
discusses,évoqués,2,0.6260714704498768,0.0331651330136023,0.9496916086889589,7113,no,126888
outbreak,déclenchement,5,0.5860422579914994,0.0770256034740427,0.8838345093309193,5713,no,69050
arcade,consoles,1,0.6232416151641405,0.0974604023794597,0.8647701823957171,6479,no,45634
substance,nocives,8,0.5845540623110211,0.2067537691092708,0.7387189145617636,5984,no,330867
collecting,collectant,0,0.7977490140742157,0.0,1.0,6846,no,194650
wet,humides,9,0.6174614358352171,0.1167490529606658,0.8409869448308533,5856,yes,341579
lighting,luminaires,3,0.6578484321802035,0.1293390959609249,0.8356946834938462,5744,yes,426040
nathan,evan,7,0.592088355663048,0.0462433902307871,0.9275558664781208,5902,no,2726
intelligent,intelligent,0,0.8723256107356284,0.0,1.0,6531,yes,246932
belgrade,belgrade}},7,0.6655114106885635,0.1963804879029995,0.7721518345584761,6231,no,218
prof,professeure,5,0.5716977007911453,0.0562093493128539,0.9104814171085608,6959,no,7257
admission,accréditation,2,0.5876614450865538,0.1024751544977691,0.8515146790367428,7083,no,191830
breeding,couvée,7,0.6190893194679159,0.0684132517590915,0.9004901877865094,5712,no,124230
silence,murmure,5,0.55990651352006,0.246226415061586,0.6945585444638639,6989,no,192256
disbanded,dissoute,3,0.7278672667021993,0.0350471582035651,0.9540614817869064,6103,yes,11417
speedway,raceway,1,0.6112701535274079,0.0791316877768246,0.8853831449415928,6468,no,6178
hurling,gaélique,8,0.4575073310785105,0.1627729698775331,0.7375815907314005,7191,no,10608
encountered,rencontrés,0,0.7248418969826628,0.0,1.0,6290,yes,154785
mansion,bâtisse,1,0.6381833861321677,0.0111910805315805,0.9827663680879288,5700,no,48397
highlights,présentations,9,0.4949207377362958,0.0259998311644537,0.9500886839248472,6957,no,227178
macdonald,mathieson,7,0.6224447248826849,0.1539448264777331,0.8017170295401511,6684,no,664
brass,laiton,1,0.6395774346617873,0.0669827230658759,0.9051988392873778,6927,yes,85995
johnston,grant,2,0.6106453529322671,0.1312995458226772,0.8230332925760246,6849,no,1985
heir,héritier,0,0.8497387635761198,0.0,1.0,6274,yes,34885
lucy,emma,7,0.6231394435351034,0.0854580877872837,0.8793982705135854,6174,no,4034
raiders,cowboys,6,0.5345492720239172,0.1790042827716775,0.7491368635631627,6615,no,8322
philippe,filippe,8,0.5194340958472834,0.0988919962675599,0.8400649794199652,7261,no,1823
fairy,contes,2,0.630567600935942,0.073419235909523,0.8957093626373591,7215,no,71200
darwin,lyell,9,0.4462633708341205,0.3663105806132442,0.5491972392657084,7311,no,2059
americas,americas,3,0.651356628949999,0.1659946409336885,0.7969115029853563,6560,no,5947
mediation,médiations,5,0.6337204452987328,0.1423591581151662,0.816566293600628,6164,no,66004
mature,mûrit,8,0.5969869553571945,0.168337946157876,0.7800438143007932,7141,no,232502
jake,jamie,6,0.6119571350290347,0.1295449068445822,0.825293931062887,6355,no,4328
kazakhstan,mongolie,8,0.7147533049442154,0.145259961954943,0.8310956731182897,6953,no,727
rankings,ranking,0,0.7384113841785197,0.0,1.0,6553,no,151086
indo,eurasiatiques,2,0.5699707559075429,0.2530766385691383,0.6925126787746504,6639,no,476
bengali,bengalî,2,0.7332442796428917,0.028334897512474,0.9627945480096896,7263,no,924
diana,vanessa,2,0.566230997894017,0.1346515864314783,0.8078828188304004,6547,no,2983
robertson,taylor,7,0.6350737199718169,0.0997367555259404,0.86426873479399,6179,no,1268
wrestlers,catche,6,0.6075314621885719,0.1595009791737255,0.7920544548409949,6037,no,13621
certificate,certifiant,5,0.6596109586643338,0.1757077158138299,0.7896518763649129,5690,no,269420
vulnerable,préoccupantes,5,0.6371619915185222,0.2376658529915613,0.7283284311501794,7058,no,231732
herald,newsday,8,0.5535228703987918,0.1661885569277609,0.7690900121662837,5628,no,12258
judaism,hassidisme,9,0.7156890488372017,0.1646368622660031,0.8129819193215796,6034,no,1051
pull,claquer,9,0.6334013638938041,0.0428146412151866,0.9366849632488572,6160,no,544378
quarters,logements,9,0.5031824652549164,0.072662043766974,0.8738165552878236,6708,no,133036
trek,sliders,6,0.4509936050267112,0.2608569046518935,0.6335510038903133,5718,no,54245
joy,passion,8,0.5298247258323504,0.1657737840117512,0.7616818011169911,5860,no,370645
jail,prison,0,0.845554554622039,0.0,1.0,5801,yes,188390
encounter,rencontrera,0,0.6586712733936774,0.0,1.0,6059,no,325382
guatemala,rica,7,0.7341626275466213,0.1105753048902828,0.8691010541324992,6759,no,1227
chuck,rusty,8,0.5803650461948927,0.1432995299226654,0.801980731609852,5629,no,22915
sail,gréement,9,0.6462346005090395,0.085279209181473,0.8834209169372308,6588,no,82136
rubber,coton,4,0.5848316935005113,0.228696657261387,0.7188829903134852,7030,no,192978
raiders,falcons,7,0.5331118354360211,0.1804417193595736,0.7471223874551881,6615,no,8322
verified,prouvable,8,0.6142779697811798,0.0741425627617895,0.8923004773144796,6180,no,90033
electron,protons,5,0.7142538142447176,0.0885487448979923,0.889700470072553,6748,no,47449
withdraw,retirer,0,0.6932325488765715,0.0,1.0,5805,yes,104196
privacy,anonymat,7,0.5525173387065557,0.1500386626030457,0.7864388570827582,6634,no,359031
jets,seahawks,5,0.5624509650890356,0.1647345248303446,0.7734628549194401,6380,no,46885
recommend,déconseiller,7,0.7006181926170586,0.0804304190358864,0.897022518399117,5682,no,771284
skiing,bobsleigh,6,0.657595443000089,0.1354144315098308,0.8292399176069315,7278,no,114536
blair,graham,1,0.5630407687204233,0.1419000838341304,0.7987063973950224,6772,no,3735
interviewed,interrogé,6,0.7383941123033041,0.113991317003033,0.8662678723921899,7200,yes,128706
victories,victorieux,4,0.691057172584957,0.119405460079643,0.8526699994951433,6232,no,60590
runway,décollage,4,0.6292057364887036,0.029552077150321,0.955139693923214,6808,no,53095
indie,shoegazing,9,0.5514774058002352,0.061630755556651,0.8994781680605027,5656,no,56438
krishna,nayak,8,0.6270864896050774,0.1396879550763785,0.8178239297810588,7290,no,1821
carefully,soigneusement,0,0.8171776797965266,0.0,1.0,6193,yes,542015
fault,failles,1,0.6181358408498749,0.0605117749156425,0.9108347638599084,6212,no,264767
flute,clarinettes,2,0.7522831011309181,0.0643634340679284,0.9211856889195562,6644,no,34151
colombian,colombienne,0,0.8395835453132687,0.0,1.0,7260,yes,700
cia,espionnage,7,0.5832980585255133,0.2463761749720588,0.7030446830517609,6551,no,1990
exploration,prospection,4,0.6784810871760143,0.1957748086492086,0.7760669277907313,5949,yes,195202
dear,toi,7,0.5370627923127392,0.0405603888805684,0.9297805382450632,6854,no,208756
explore,explorent,1,0.7799005970664529,0.010164380111583,0.9871347542225092,7017,no,559188
severely,endommagés,5,0.6692816171804876,0.1510862409854718,0.8158311061537137,6333,no,130764
jessica,jennifer,1,0.6790456901322808,0.0089972317478608,0.9869234440734088,6990,no,7307
crazy,stupides,8,0.5458969638366087,0.0825885188177529,0.868591206802508,5839,no,425394
brighton,maidstone,8,0.6236446586475837,0.1815448340320071,0.7745315411061265,6617,no,2657
catholics,catholics,9,0.7047676795167406,0.1638875922152627,0.8113318395127116,5627,no,2277
ignore,refusez,8,0.6913352588171541,0.1037212699339783,0.8695422700359398,6191,no,268802
homer,homère,1,0.4989972317942063,0.1680702914282593,0.7480460589411602,7174,no,15738
pit,dépotoir,4,0.4601951636856169,0.0284944073663807,0.9416922131056714,5630,no,131888
copa,conmebol,8,0.6301523596905725,0.1389859005565992,0.8192965975819037,6483,no,360
leslie,elaine,4,0.5782051571332787,0.0595693826693041,0.9065980547173564,5772,no,1756
leslie,gary,8,0.5678582705973929,0.0699162692051899,0.8903746310932515,5772,no,1756
playwright,librettiste,7,0.6924356869778986,0.1944083274212661,0.780786334163875,6597,no,20874
transformation,transform,4,0.6068043068630989,0.12772272083792,0.8261156961947653,6328,no,192718
fees,rémunérations,5,0.713360586830646,0.0206014395737318,0.9719311914886704,6969,no,777365
vinyl,cartonnés,7,0.582888529622885,0.2399151884088588,0.7084174716872111,6287,no,112348
randy,eddie,9,0.6336356187471923,0.0960781408672103,0.8683344810189955,6732,no,5351
earn,empochant,3,0.6423551538588983,0.0812359716090258,0.8877322167868034,5893,no,516153
consumption,consommable,8,0.7065625488730108,0.1892439748663213,0.788744589538858,5695,no,423879
clarify,précisez,7,0.6880501814677067,0.1101938246526511,0.8619547108305674,6569,no,113296
carved,sculptées,0,0.7958702291743398,0.0,1.0,7296,no,81696
sara,jill,5,0.5537709602916248,0.1023804165425549,0.8439682973210797,7129,no,3501
wrestler,boxeur,3,0.6799396987995391,0.1015477018510834,0.8700584273443942,6122,no,16374
finalist,finaliste,0,0.72458422574354,0.0,1.0,7239,yes,25560
disappeared,réapparurent,6,0.6760987552433266,0.1236633401787334,0.8453748422354621,6499,no,133595
accomplished,perfectionné,6,0.5872687342032636,0.1244165949445792,0.8251803292143832,6608,no,293551
colombian,colombiens,7,0.7814825363082993,0.0581010090049693,0.9307978231239744,7260,yes,700
astronomy,astronomiques,2,0.7411352354665504,0.1523762411342972,0.8294635881858211,7274,no,37075
catalogue,catalogue,0,0.8387125695351559,0.0,1.0,6062,yes,68576
climb,escalader,3,0.6957500134326382,0.0215244123423734,0.969991384651535,6948,no,194236
hurling,shamrocks,9,0.4558155600502011,0.1644647409058424,0.7348541608489718,7191,no,10608
strictly,stricte,5,0.6282201118364884,0.1339122669791586,0.8242926416703905,6097,no,151931
electron,atomes,9,0.700101020410258,0.1027015387324519,0.8720712364916674,6748,no,47449
penn,pennsylvania,2,0.5141494694846023,0.066827754279511,0.8849735384693079,5924,no,3642
equality,égalitarisme,5,0.6475255364388872,0.0603856422133994,0.9146988435352004,7074,no,124148
lessons,leçons,0,0.7670145607533864,0.0,1.0,6402,yes,407521
lucy,betty,5,0.6261957164086829,0.0824018149137042,0.883711399953757,6174,no,4034
owns,détient,2,0.6877962330788284,0.0182260466571243,0.9741848845564184,5938,no,159938
missionary,évangélisation,3,0.7077179284901852,0.182401189023272,0.7950822699631385,5673,no,52248
uncertain,incertaines,0,0.8163293039669898,0.0,1.0,6850,no,110198
kilometers,kilomètre,2,0.6693258917082836,0.1022231606282723,0.867509187758445,6385,yes,86652
tan,ral,3,0.4591801762115983,0.09892278345513,0.8227517311246623,6946,no,72754
broadcasts,radiodiffusée,4,0.7334372685316028,0.0260606505735534,0.9656870020075128,6157,no,41348
gif,org/wiki/fichier,6,0.5454961302290935,0.176505778845029,0.7555328086716894,7194,no,21484
vampire,vampirella,3,0.6466570704819026,0.125213201207984,0.8377794743489086,6595,no,67060
arctic,toundra,7,0.6549285727925518,0.2074883689938975,0.7594106064705817,6219,no,17087
substantially,sensiblement,0,0.787950774370667,0.0,1.0,7330,yes,185498
consultant,codirectrice,9,0.614816319134063,0.1579512015059925,0.7956032088730033,6413,no,230353
observatory,radiotélescopes,8,0.6264290114451168,0.1729452105990336,0.7836492523404367,6306,no,13249
garcia,ortiz,0,0.6243915461762756,0.0,1.0,7011,no,1943
karen,cindy,2,0.591241345204695,0.0746191446587383,0.8879357676349853,6269,no,15155
rapper,rap,9,0.590713479893863,0.228310322148882,0.7212409192755469,6632,no,31472
andrea,andrea,0,0.6806053107161641,0.0,1.0,6085,yes,2138
quantity,masse,7,0.5935071825444825,0.2090033537848307,0.7395631031328099,6973,no,384336
centered,focalisée,6,0.5944081898049145,0.1462469318230594,0.8025438189077718,6392,no,112376
theological,théologie,1,0.8277162716177975,0.0356293063012664,0.958731118554931,5664,no,60650
imposed,interdictions,7,0.6731296389491059,0.1035583892626299,0.8666666853343097,6373,no,151356
tyler,kevin,9,0.5969440718119718,0.1004190362160881,0.8560017943879423,5981,no,3957
forgotten,souvenir,9,0.5288867203883368,0.2360202956522622,0.6914392328704501,6841,no,215806
outbreak,typhus,6,0.5855038886105632,0.0775639728549789,0.8830225722544544,5713,no,69050
jin,jin,0,0.848674010668238,0.0,1.0,6452,yes,3374
edwin,ronald,7,0.5538004506147793,0.117266361714065,0.825253820395158,6612,no,1085
licence,license,5,0.5785957132787609,0.0881763402915507,0.8677563946788114,6265,no,102241
collegiate,collégiaux,5,0.5713830117935922,0.1100644735629705,0.8384842912651148,5826,no,24334
antarctica,mcmurdo,9,0.5731212551033023,0.2295665485707818,0.7140026950453169,5767,no,1133
bruno,marcello,5,0.4813128509164176,0.1306420852834851,0.7865168208385703,6941,no,2193
commenced,débutent,8,0.6533612752258249,0.0799090636540702,0.8910237337894574,6411,no,73059
surely,vraiment,1,0.7751997630288785,0.0021495329573678,0.9972347914014116,6019,no,429356
uruguay,guatemala,9,0.6803637896340933,0.16282581279301,0.8068930020907286,6257,no,659
innocent,odieux,8,0.6243235348260574,0.1233601424759787,0.8350102506970393,6631,no,186939
herald,journal,7,0.5637695731493042,0.1559418541772484,0.7833272499833556,5628,no,12258
